file,nomSociete,evaluation,capitalDetenu,nombreParts,remuneration
34ca0d17-543d-4c9c-a871-8bdb306a419d-20171221.xml,[Données non publiées],2000000,90,100,0
34ca0d17-543d-4c9c-a871-8bdb306a419d-20171221.xml,ACA France,350000,69,20000,0
34ca0d17-543d-4c9c-a871-8bdb306a419d-20171221.xml,Belle Isle investissements,515000,50,50,0
34d00658-709a-4a75-951f-878d9968e926-20171221.xml,agora conseil,98000,99,499,0
34d00658-709a-4a75-951f-878d9968e926-20171221.xml,les chandelles de l'atlas,1734,17,17,0
34d00658-709a-4a75-951f-878d9968e926-20171221.xml,JPCBROKER,220000,100,100,100000
34d00658-709a-4a75-951f-878d9968e926-20171221.xml,SODEPAJ,1000,1,1,0
34d00658-709a-4a75-951f-878d9968e926-20171221.xml,SC CLUB HOTEL SERRE CHEVALIER,1000,1,1,0
34d00658-709a-4a75-951f-878d9968e926-20171221.xml,SC         [Données non publiées],1440000,90,90,0
34d2fa35-9df9-4be1-a539-93a8635aae57-20171221.xml,Moodwork,100000,0,5223,Aucune
34d2fa35-9df9-4be1-a539-93a8635aae57-20171221.xml,Biogazol Villemereuil,40000,9,4000,Aucune
34e9facd-a761-40be-936a-af32707bd81f-20171221.xml,[Données non publiées],666667,67,600,0
34e9facd-a761-40be-936a-af32707bd81f-20171221.xml,[Données non publiées],76500,50,100,0
34e9facd-a761-40be-936a-af32707bd81f-20171221.xml,[Données non publiées],67800,50,750,0
34e9facd-a761-40be-936a-af32707bd81f-20171221.xml,SNC PHARMACIE DE LA GRANGE LUX FORTINA,1800000,50,10,159 521 €
34e9facd-a761-40be-936a-af32707bd81f-20171221.xml,SARL L'HORLOGE,118,0,6,0
353b69c8-91eb-48e6-80c5-84467653e8ff-20171221.xml,ERNESTE SAS,12000,20,12000,0
353c8cf6-cc75-41cf-8e9c-40bcdab562ec-20171221.xml,Caisse locale          [Données non publiées]     Credit agricole         [Données non publiées],121,,121,3.1 %
3541a9ec-1c94-43d6-9420-aaaa3e3130fb-20171221.xml,SAS ECOCOM FORMATION,0,0,100,0
3541a9ec-1c94-43d6-9420-aaaa3e3130fb-20171221.xml,SAS COULEUR STRATEGIE,1000,100,100,5000 EN 2019
3541a9ec-1c94-43d6-9420-aaaa3e3130fb-20171221.xml,SARL 16 STRATEGIES,0,0,100,0
35486ff4-b326-4c45-8fc2-507862ea4cdb-20171221.xml,SCI          [Données non publiées],990,100,99,0
35486ff4-b326-4c45-8fc2-507862ea4cdb-20171221.xml,ET ACT France C 4D,47857,,2368,0
35486ff4-b326-4c45-8fc2-507862ea4cdb-20171221.xml,ETOIL EUR AC 03 29,5022,,49,0
357c8648-7683-45ad-ab46-79f4833f7b73-20171221.xml,SAS LOUIS,280000,80,80,0
357c8648-7683-45ad-ab46-79f4833f7b73-20171221.xml,SARL          [Données non publiées],260000,85,85,0
357c8648-7683-45ad-ab46-79f4833f7b73-20171221.xml,SCI          [Données non publiées],0,99,99,0
357c8648-7683-45ad-ab46-79f4833f7b73-20171221.xml,SARL L ARLEQUIN,0,1,1,0
35a13870-6955-4b58-bc1c-8bcab3b9c1e3-20171221.xml,socialdream,649,,10,0
35b50821-7e49-48c9-8d46-026b92d4a9bf-20171221.xml,CARS ROCHETTE,159000,100,159000,0 à ce jour
35b50821-7e49-48c9-8d46-026b92d4a9bf-20171221.xml,SCI          [Données non publiées],999,49,999,0
35b50821-7e49-48c9-8d46-026b92d4a9bf-20171221.xml,SCI          [Données non publiées],999,49,999,0
35b50821-7e49-48c9-8d46-026b92d4a9bf-20171221.xml,SCI          [Données non publiées],9990,99,999,0
35b50821-7e49-48c9-8d46-026b92d4a9bf-20171221.xml,SCI          [Données non publiées],2485,0,250,0
35b50821-7e49-48c9-8d46-026b92d4a9bf-20171221.xml,SCI          [Données non publiées],10,10,1,0
35b50821-7e49-48c9-8d46-026b92d4a9bf-20171221.xml,SCI          [Données non publiées],10,0,1,0
35b50821-7e49-48c9-8d46-026b92d4a9bf-20171221.xml,SCI          [Données non publiées],10,0,1,0
35b50821-7e49-48c9-8d46-026b92d4a9bf-20171221.xml,SARL FINANCIERE ROCHETTE,200160,25,20015,0
35b50821-7e49-48c9-8d46-026b92d4a9bf-20171221.xml,SCI          [Données non publiées],10,0,1,0
35b50821-7e49-48c9-8d46-026b92d4a9bf-20171221.xml,SCI          [Données non publiées],2550,51,255,0
35b50821-7e49-48c9-8d46-026b92d4a9bf-20171221.xml,UNITED,2000,100,2000,0
35b50821-7e49-48c9-8d46-026b92d4a9bf-20171221.xml,SCI          [Données non publiées],750,50,150,0
35c6f723-f026-4408-ad88-2e8c133cb441-20171221.xml,NEANT,0,,0,neant
35dfd2f3-0868-4326-831f-2412e4b311b4-20171221.xml,AIR LIQUIDE,4404,,25,"2391,25"
35dfd2f3-0868-4326-831f-2412e4b311b4-20171221.xml,AXA,3346,,97,"1252,27"
35dfd2f3-0868-4326-831f-2412e4b311b4-20171221.xml,BNP PARISBAS,6013,,95,"489,25"
35dfd2f3-0868-4326-831f-2412e4b311b4-20171221.xml,CAPGEMINI,2598,,13,"1381,25"
35dfd2f3-0868-4326-831f-2412e4b311b4-20171221.xml,CRÉDIT AGRICOLE,907,,65,"- 11,70"
35dfd2f3-0868-4326-831f-2412e4b311b4-20171221.xml,DANONE,2294,,35,"142,45"
35dfd2f3-0868-4326-831f-2412e4b311b4-20171221.xml,DASSAULT SYSTÈME SE,1942,,53,"327,54"
35dfd2f3-0868-4326-831f-2412e4b311b4-20171221.xml,ESSILORLUXOTTICA,1067,,5,"461,20"
35dfd2f3-0868-4326-831f-2412e4b311b4-20171221.xml,HERMÈS INTERNATIONAL,4464,,2,"3575,62"
35dfd2f3-0868-4326-831f-2412e4b311b4-20171221.xml,L OREAL,5277,,13,"2669,16"
35dfd2f3-0868-4326-831f-2412e4b311b4-20171221.xml,LVMH MOET HENESSY VUITTON,9847,,14,"5499,62"
35dfd2f3-0868-4326-831f-2412e4b311b4-20171221.xml,MICHELIN,2714,,73,"696,42"
35dfd2f3-0868-4326-831f-2412e4b311b4-20171221.xml,SAINT GOBAIN,1247,,15,"610,95"
35dfd2f3-0868-4326-831f-2412e4b311b4-20171221.xml,SANOFI,5663,,55,"1051,60"
35dfd2f3-0868-4326-831f-2412e4b311b4-20171221.xml,SCHNEIDER ELECTRIC SE,7691,,32,"4557,44"
35dfd2f3-0868-4326-831f-2412e4b311b4-20171221.xml,THALES,1591,,11,"107,34"
35dfd2f3-0868-4326-831f-2412e4b311b4-20171221.xml,TOTAL,8517,,144,"2027,52"
35dfd2f3-0868-4326-831f-2412e4b311b4-20171221.xml,VEOLIA ENVIRONNEMENT,1953,,65,"646,75"
35dfd2f3-0868-4326-831f-2412e4b311b4-20171221.xml,VINCI,4977,,45,"1528,20"
35dfd2f3-0868-4326-831f-2412e4b311b4-20171221.xml,AIRBUS,5352,,40,"1514,80"
35dfd2f3-0868-4326-831f-2412e4b311b4-20171221.xml,ASML HOLDING,1514,,2,"-137,88"
35dfd2f3-0868-4326-831f-2412e4b311b4-20171221.xml,EDENRED,825,,23,"- 204,47"
35dfd2f3-0868-4326-831f-2412e4b311b4-20171221.xml,PERNOD RICARD,977,,7,"- 271,32"
35dfd2f3-0868-4326-831f-2412e4b311b4-20171221.xml,PUBLICIS GROUPE,1414,,14,"16,24"
35dfd2f3-0868-4326-831f-2412e4b311b4-20171221.xml,TELEPERFORMANCE,682,,7,"- 18,34"
35dfd2f3-0868-4326-831f-2412e4b311b4-20171221.xml,STELLANTIS,2967,,204,"770,71"
35dfd2f3-0868-4326-831f-2412e4b311b4-20171221.xml,STMICROELECTRONICS,1621,,59,"-420,20"
35dfd2f3-0868-4326-831f-2412e4b311b4-20171221.xml,SAFRAN PROV;ECH,3201,,15,"1312,95"
35ee1859-9770-4c82-983b-033987b3497d-20171221.xml,CABINET COLOM - MULHOUSE,150000,95,190,0
35f6868e-1d0c-48a6-842d-44f36c982616-20171221.xml,SCI          [Données non publiées],250,50,25,Néant
35f6868e-1d0c-48a6-842d-44f36c982616-20171221.xml,SCI          [Données non publiées],10000,55,55,Néant
35f6868e-1d0c-48a6-842d-44f36c982616-20171221.xml,Selarl Lorraine Défense & Conseil,68571,41,10,24.000 euros
360b47c2-ff38-4c0e-98f2-7e36abd9a403-20171221.xml,aeroports de Paris,729,,6,18
360b47c2-ff38-4c0e-98f2-7e36abd9a403-20171221.xml,engie,756,,52,72
360b47c2-ff38-4c0e-98f2-7e36abd9a403-20171221.xml,Euroapi,3,0,1,0
360b47c2-ff38-4c0e-98f2-7e36abd9a403-20171221.xml,Kering,2845,,10,140
360b47c2-ff38-4c0e-98f2-7e36abd9a403-20171221.xml,L'Oreal,29247,,73,438
360b47c2-ff38-4c0e-98f2-7e36abd9a403-20171221.xml,Puma,459,,10,6
360b47c2-ff38-4c0e-98f2-7e36abd9a403-20171221.xml,Quadient,1321,,72,43
360b47c2-ff38-4c0e-98f2-7e36abd9a403-20171221.xml,Sanofi,2859,,30,106
360b47c2-ff38-4c0e-98f2-7e36abd9a403-20171221.xml,SLE Brest Leon,16520,,826,346
360b47c2-ff38-4c0e-98f2-7e36abd9a403-20171221.xml,total energies SE,8684,0,139,394
360b47c2-ff38-4c0e-98f2-7e36abd9a403-20171221.xml,worldline,567,,54,0
360b47c2-ff38-4c0e-98f2-7e36abd9a403-20171221.xml,mirova actions euro d fcp,5876,0,72,0
361c997d-7dd6-4e68-855c-883e80babd4a-20171221.xml,scop fondespierre RH,5900,11,118,"1129,15 euros de dividendes perçues en 2019 sur les résultats 2018. Pas de dividende perçue sur les résultats 2019."
361f1d6c-a35d-4a0f-b12b-307f40e29284-20171221.xml,[Données non publiées],500,50,500,0
362b7281-9e7e-4a14-bc41-c4e366e5587c-20171221.xml,0,0,0,0,0
3631cf42-c1e5-4984-84a4-8667f3f9a98c-20171221.xml,Aucune,0,0,0,0
363bce58-0006-4328-a607-96e183ba1f64-20171221.xml,agraph,800000,100,200,26000
3644a3f9-e585-4590-8e25-73c38d1817a2-20171221.xml,SCI          [Données non publiées],237065,100,100,- 6034 €
365916b8-48ec-4b59-8e07-f4d56aef3cba-20171221.xml,SCI          [Données non publiées],250000,50,25000,2120
365a74fb-0afc-4ed1-ba7e-eeb4a44c1496-20171221.xml,Crédit Agricole,219,,144,1.52 €
36635ee0-9601-4534-a810-c320e3c67e74-20171221.xml,SCI          [Données non publiées],500,50,500,0
3667dbce-df20-4629-b0f2-03be80112e56-20171221.xml,SCEA          [Données non publiées],130000,50,1300,15300
367364a6-77c4-42e7-9527-66b7be5f31db-20171221.xml,CAP VERT ENERGIE 0S1.3,100000,,10,4211
367364a6-77c4-42e7-9527-66b7be5f31db-20171221.xml,SCPI PIERRE INVESTISSEMENT 8,29016,,40,0
36a0305e-374c-4d77-b34c-8dfa570b01f1-20171221.xml,Presse Entreprises Formation et Conseil,8000,100,32,0
36abd52d-d71f-4de7-bb69-71d49b44b1f6-20171221.xml,amundi,3138,,24,aucune rémunération début de contrat          [Données non publiées]
36abd52d-d71f-4de7-bb69-71d49b44b1f6-20171221.xml,BFT,445,,6,début de contrat          [Données non publiées]
36abd52d-d71f-4de7-bb69-71d49b44b1f6-20171221.xml,CPR,645,,2,aucune rémunération Début de contrat          [Données non publiées]
36abd52d-d71f-4de7-bb69-71d49b44b1f6-20171221.xml,indosuez,239,,3,aucune rémunération début de contrat          [Données non publiées]
36c34bf5-fdae-4b7c-b546-af15ddef303a-20171221.xml,Caisse d'Epargne          [Données non publiées],20,,1,0
36d67da5-dd91-492e-ab1a-c5aae6d8169e-20171221.xml,SARL          [Données non publiées],225754,99,99,0
36d8f846-8acf-403c-8cd3-4a40b0f36057-20171221.xml,SCI          [Données non publiées],10,25,10,0
36d8f846-8acf-403c-8cd3-4a40b0f36057-20171221.xml,SCI          [Données non publiées],10,50,10,0
36d8f846-8acf-403c-8cd3-4a40b0f36057-20171221.xml,CAISSE LOCALE CREDIT AGRICOLE          [Données non publiées],550,,360,"REMUNERATION 0 / 7,65 Euros de revenus annuels"
36df1848-ff1b-4254-b8ec-876e9cc7d537-20171221.xml,TY LOSQUET,300,,3,"4,22 €"
36df1848-ff1b-4254-b8ec-876e9cc7d537-20171221.xml,Energie partagée,102,0,1,0
36df1848-ff1b-4254-b8ec-876e9cc7d537-20171221.xml,PEA CMB,26788,0,0,3
36e95661-2106-4628-8cd1-4dccbf1870fa-20171221.xml,La Nouvelle,235576,12,27651,0
36e95661-2106-4628-8cd1-4dccbf1870fa-20171221.xml,[Données non publiées],0,100,1,0
36f727a1-9a0e-41d0-9117-54079e429b64-20171221.xml,SCI         [Données non publiées],762,50,50,662.50 €
37052340-b850-4de8-b333-96b92e84e900-20171221.xml,SCI          [Données non publiées],126000,20,20,0
371ea75f-964b-444c-859b-aed635a02815-20171221.xml,[Données non publiées],3663100,99,366360,0
371ea75f-964b-444c-859b-aed635a02815-20171221.xml,[Données non publiées],1637900,99,163840,0
3733fd5b-87ce-497e-bd97-b578a32cc49d-20171221.xml,Auphaline,200600,100,500,3930
3733fd5b-87ce-497e-bd97-b578a32cc49d-20171221.xml,SCI         [Données non publiées],116240,50,50,0
375a5471-9c3d-46a5-a2da-b7b7082401cf-20171221.xml,AXSENS,117504,6,459,0
375a5471-9c3d-46a5-a2da-b7b7082401cf-20171221.xml,SIMPLIC,50000,100,2500,0
37822ee0-5ec0-491e-a916-9bbf60f40d83-20171221.xml,SARL 2C,3750,50,1000,NEANT
37950721-f6a7-4e3a-863e-01f083167c91-20171221.xml,SCI          [Données non publiées],23232,50,500,4000
379c942b-d084-4cd6-af34-ce86d844f27b-20171221.xml,SARL RISQUES SOLUTIONS COURTAGE,6995,49,6995,0
379d891f-32ec-43ed-a978-e1d9697d5296-20171221.xml,Rm-Conseils&développement,0,90,90,0
37c3389d-473a-4029-9fdf-61086516cf96-20171221.xml,SCI          [Données non publiées],620000,60,96,23207
37c3389d-473a-4029-9fdf-61086516cf96-20171221.xml,SCI          [Données non publiées],1627,0,1,68
37c3389d-473a-4029-9fdf-61086516cf96-20171221.xml,SCI          [Données non publiées],2703,0,1,150
37c3389d-473a-4029-9fdf-61086516cf96-20171221.xml,SCI          [Données non publiées],2596,0,1,149
37c3389d-473a-4029-9fdf-61086516cf96-20171221.xml,SCP MARIE LOUISE,13149,50,249,0
37c3389d-473a-4029-9fdf-61086516cf96-20171221.xml,SCP CHARLES,149208,50,249,0
37c3389d-473a-4029-9fdf-61086516cf96-20171221.xml,SCP BRUNETTI,40002,50,249,0
37c3389d-473a-4029-9fdf-61086516cf96-20171221.xml,SICI,340,34,34,0
37c3389d-473a-4029-9fdf-61086516cf96-20171221.xml,SARL CHAIX DECORATION,620000,99,99,6000
37cc1f19-48b2-4386-942f-9a66e4aba2ff-20171221.xml,sci          [Données non publiées],300000,50,50,15996
37cc1f19-48b2-4386-942f-9a66e4aba2ff-20171221.xml,sci          [Données non publiées],300000,50,50,15996
37dd2dbd-3539-43f3-92a9-a806f6ab34c2-20171221.xml,Sopra Steria Group S.A.,2474,,19,"47,91"
37f0222a-8193-4505-be38-53433a921e5b-20171221.xml,Outremers 360°,6050,10,605,0
37f0222a-8193-4505-be38-53433a921e5b-20171221.xml,[Données non publiées],91798,30,60,0
37f17b2d-be39-43dd-8743-bfab4d892832-20171221.xml,SCI          [Données non publiées],79678,11,3308,0€
37fea80a-7a14-4079-94ff-226e370c5911-20171221.xml,GFA          [Données non publiées],1080000,,100,REVENUS FONCIERS BRUTS POUR L'ANNEE 2019 : 26 493 EUROS
37fea80a-7a14-4079-94ff-226e370c5911-20171221.xml,SCI          [Données non publiées],27000,,2,REVENUS FONCIERS BRUTS POUR L'ANNEE 2019 : 0 EUROS
37fea80a-7a14-4079-94ff-226e370c5911-20171221.xml,SCI          [Données non publiées],754,,50,REVENUS FONCIERS BRUTS POUR L'ANNEE 2019 : 0 EURO
37fea80a-7a14-4079-94ff-226e370c5911-20171221.xml,SCI          [Données non publiées],100,,90,REVENUS FONCIERS BRUTS 2019 - 278 EUROS
37fea80a-7a14-4079-94ff-226e370c5911-20171221.xml,SC          [Données non publiées],68350,,5,DIVIDENDES ANNUELS BRUTS 2019 : 0 EURO
37fea80a-7a14-4079-94ff-226e370c5911-20171221.xml,SC          [Données non publiées],68350,,5,DIVIDENDES ANNUELS BRUTS POUR L'ANNEE 2019 : 0 EURO
37fea80a-7a14-4079-94ff-226e370c5911-20171221.xml,SCEA          [Données non publiées],0,,98,NEANT
37fea80a-7a14-4079-94ff-226e370c5911-20171221.xml,SARL          [Données non publiées],2270000,,169,DIVIDENDES BRUTS ANNUELS 2019 0 EURO
37fea80a-7a14-4079-94ff-226e370c5911-20171221.xml,LA DEPECHE DU MIDI,152,,1,JETONS DE PRESENCE POUR L' ANNEE 2019 : 3020 EUROS
37fea80a-7a14-4079-94ff-226e370c5911-20171221.xml,[Données non publiées],7622,,500,NEANT
37fea80a-7a14-4079-94ff-226e370c5911-20171221.xml,RECAPE SA,54000,,54,INTERETS POUR L'ANNEE 2019 : 2700 EUROS
3800d948-0a02-41f5-955c-0b92f231c125-20171221.xml,SELARL DURIMEL & BANGOU,21000,70,21,84000
3800d948-0a02-41f5-955c-0b92f231c125-20171221.xml,SCI         [Données non publiées],450,92,50,20000
38376f82-c1ce-43ad-a934-63123bd59b0c-20171221.xml,BNPP AC.E RES.C 3D,515,,1,0
38376f82-c1ce-43ad-a934-63123bd59b0c-20171221.xml,BNPP Best Sal 3D,537,,42,0
38376f82-c1ce-43ad-a934-63123bd59b0c-20171221.xml,BNPP Dev.Hum.CL3D,552,,2,0
38376f82-c1ce-43ad-a934-63123bd59b0c-20171221.xml,BNPP MID.FRA.CLC3D,625,,3,0
38376f82-c1ce-43ad-a934-63123bd59b0c-20171221.xml,BNPP SMALEU.CLE 3D,624,,1,0
383bb4b4-ba64-411a-91a4-9ae327e92661-20171221.xml,sas clinique Delay,1064400,10,2661,0
383bb4b4-ba64-411a-91a4-9ae327e92661-20171221.xml,sci         [Données non publiées],225720,5,1254,0
383bb4b4-ba64-411a-91a4-9ae327e92661-20171221.xml,sci          [Données non publiées],500000,50,300,0
383f050e-073b-4320-aa88-e8d7b9b46dad-20171221.xml,Parts sociales Caisse d'Épargne          [Données non publiées],10000,,500,105 €
383f050e-073b-4320-aa88-e8d7b9b46dad-20171221.xml,Parts sociales Caisse d'Épargne          [Données non publiées],500,,25,"7,50 €"
383f050e-073b-4320-aa88-e8d7b9b46dad-20171221.xml,EDF,388,,44,"4,92 €"
383f050e-073b-4320-aa88-e8d7b9b46dad-20171221.xml,Engie,151,,13,"6,82 €"
383f050e-073b-4320-aa88-e8d7b9b46dad-20171221.xml,Natixis,125,,51,"27,61 €"
38763307-d016-4921-8318-7aee74c579ee-20171221.xml,SCI          [Données non publiées],900,90,90,0 €
38763307-d016-4921-8318-7aee74c579ee-20171221.xml,SARL LES CHEVALIERS DE LA GRAVE,7600,76,760,0 €
387d7741-2685-4381-8f65-98700ec29cfb-20171221.xml,Credit-Mutuel,8,0,1,Néant
387e9282-afae-41a1-b3c1-647120cdf689-20171221.xml,Crédit Agricole          [Données non publiées],104,0,68,1.53
38a39531-7f57-465e-b0a4-0a800b359211-20171221.xml,Crédit          [Données non publiées],100,,100,"1,80€ en 2019 (PEA)"
38a39531-7f57-465e-b0a4-0a800b359211-20171221.xml,AXA,1175,,67,34€ (dividende 2020)
38a39531-7f57-465e-b0a4-0a800b359211-20171221.xml,SCI          [Données non publiées],68883,25,225,0€ (parts détenues en nue-propriété uniquement)
38a39531-7f57-465e-b0a4-0a800b359211-20171221.xml,SCI         [Données non publiées],15,5,1,0€ (SCI inactive)
38a39531-7f57-465e-b0a4-0a800b359211-20171221.xml,SCI          [Données non publiées],74653,5,1,977 € en 2019
38a39531-7f57-465e-b0a4-0a800b359211-20171221.xml,SCI         [Données non publiées],55056,2,1,128 € en 2017 (0€ en 2018 et 2019)
38ac113c-ad21-448d-8f09-a795da0fa0f0-20171221.xml,Mini World Lyon,50000,,72,0
38e0e4aa-322d-45e1-a588-a77d5810422a-20171221.xml,HOC Participations,191250,18,5709,0
38e0e4aa-322d-45e1-a588-a77d5810422a-20171221.xml,HOC Conseil,3000,100,300,Dividendes nets: 86000€
38e0e4aa-322d-45e1-a588-a77d5810422a-20171221.xml,Holding Sénécal Invest,1500,1,225,0
38f29394-863f-4493-96c1-d42ee921f31e-20171221.xml,DOMATELLE,0,0,1,0
38f29394-863f-4493-96c1-d42ee921f31e-20171221.xml,DOMATELLE,0,0,1,0
38f6165f-1167-4cd1-9a3b-d5c15010c29f-20171221.xml,SCI          [Données non publiées],1000,0,1,Néant
38fb894f-fcf5-483c-bed8-354932e48d41-20171221.xml,GFA          [Données non publiées],5000,4,750,aucune rémunération
390a38a3-8160-4e78-ad05-a4d0de7bbd8a-20171221.xml,Natexis,963,,146,"2018 : 54,02 2019 : 113,88"
3911b503-e22d-4416-a480-81e8ca5724b1-20171221.xml,SCEA          [Données non publiées],521960,99,27060,112573
39128e41-2a8d-4867-9b01-68c219430419-20171221.xml,SCI          [Données non publiées],4225,25,25,0
39128e41-2a8d-4867-9b01-68c219430419-20171221.xml,SCP          [Données non publiées],80000,,7265,2019 : 72688 € brut
391e499b-b518-4669-b8cd-03dcdb982c54-20171221.xml,MAYAVA,82000,82,4100,6598 COMPTE COURANT
391e499b-b518-4669-b8cd-03dcdb982c54-20171221.xml,GM PARTICIPATIONS,2500,25,25,COMPTE COURANT 87629€
391e499b-b518-4669-b8cd-03dcdb982c54-20171221.xml,SCI          [Données non publiées],10,1,1,4853.58 COMPTE COURANT 2020
391e499b-b518-4669-b8cd-03dcdb982c54-20171221.xml,SCI          [Données non publiées],609,10,40,COMPTE COURANT 6605.66 €
392756b2-62de-4f90-b133-e80e12dfc8c8-20171221.xml,AIRBUS,5094,,33,92
392756b2-62de-4f90-b133-e80e12dfc8c8-20171221.xml,ARKEMA,3503,,34,116
392756b2-62de-4f90-b133-e80e12dfc8c8-20171221.xml,ASML HOLDING,8769,,11,66
392756b2-62de-4f90-b133-e80e12dfc8c8-20171221.xml,AXA ACT,2797,,82,178
392756b2-62de-4f90-b133-e80e12dfc8c8-20171221.xml,BNP PARIBAS,5520,,94,449
392756b2-62de-4f90-b133-e80e12dfc8c8-20171221.xml,DASSAULT SYSTEMES,2042,,62,15
392756b2-62de-4f90-b133-e80e12dfc8c8-20171221.xml,EIFFAGE ACT,3443,,35,126
392756b2-62de-4f90-b133-e80e12dfc8c8-20171221.xml,ESSILORLUXOTTICA,4878,,21,81
392756b2-62de-4f90-b133-e80e12dfc8c8-20171221.xml,EUROFINS SCIENTIC,1883,,33,33
392756b2-62de-4f90-b133-e80e12dfc8c8-20171221.xml,LVMH MOET HENNESSY,5663,,9,115
392756b2-62de-4f90-b133-e80e12dfc8c8-20171221.xml,ORANGE,2335,,209,63
392756b2-62de-4f90-b133-e80e12dfc8c8-20171221.xml,PERNOD RICARD,1189,,11,50
392756b2-62de-4f90-b133-e80e12dfc8c8-20171221.xml,PROSUS ACT,3733,,98,461
392756b2-62de-4f90-b133-e80e12dfc8c8-20171221.xml,SARTORIUS STEDIM BIOTECH,1842,,10,14
392756b2-62de-4f90-b133-e80e12dfc8c8-20171221.xml,SCHNEIDER ELECTRIC,4309,,18,67
392756b2-62de-4f90-b133-e80e12dfc8c8-20171221.xml,SOCIETE GENERALE,1948,,82,139
392756b2-62de-4f90-b133-e80e12dfc8c8-20171221.xml,STELLANTIS,3201,,164,220
392756b2-62de-4f90-b133-e80e12dfc8c8-20171221.xml,STMICROELECTRONICS ACT,983,,41,13
392756b2-62de-4f90-b133-e80e12dfc8c8-20171221.xml,THALES,4125,,30,102
392756b2-62de-4f90-b133-e80e12dfc8c8-20171221.xml,TOTALENERGIES,5154,,98,334
392756b2-62de-4f90-b133-e80e12dfc8c8-20171221.xml,UNIVERSAL MUSIC,3150,,129,66
392756b2-62de-4f90-b133-e80e12dfc8c8-20171221.xml,AMADEUS IT GROUP,1719,,26,16
392756b2-62de-4f90-b133-e80e12dfc8c8-20171221.xml,BANCO SANTANDER,3998,,1096,125
392756b2-62de-4f90-b133-e80e12dfc8c8-20171221.xml,INDITEX,5325,,137,164
392756b2-62de-4f90-b133-e80e12dfc8c8-20171221.xml,SAP ACT,4000,,25,51
392756b2-62de-4f90-b133-e80e12dfc8c8-20171221.xml,SIEMENS HEALTHINEERS,2639,,14,73
392756b2-62de-4f90-b133-e80e12dfc8c8-20171221.xml,AIR LIQUIDE,4329,,28,81
392756b2-62de-4f90-b133-e80e12dfc8c8-20171221.xml,AMADEUS IT GROUP,2838,,42,52
392756b2-62de-4f90-b133-e80e12dfc8c8-20171221.xml,ALLIANZ,2663,,9,124
392756b2-62de-4f90-b133-e80e12dfc8c8-20171221.xml,ASSA ABLOY,2256,,79,462
392756b2-62de-4f90-b133-e80e12dfc8c8-20171221.xml,BANCO SANTANDER,4818,,1096,215
392756b2-62de-4f90-b133-e80e12dfc8c8-20171221.xml,INDITEX,6800,,137,211
392756b2-62de-4f90-b133-e80e12dfc8c8-20171221.xml,L'OREAL,1687,,5,34
392756b2-62de-4f90-b133-e80e12dfc8c8-20171221.xml,SANOFI,1583,,17,65
392756b2-62de-4f90-b133-e80e12dfc8c8-20171221.xml,SAP ACT,5907,,25,56
392756b2-62de-4f90-b133-e80e12dfc8c8-20171221.xml,SIEMENS HEALTHINEERS,3891,,76,72
392756b2-62de-4f90-b133-e80e12dfc8c8-20171221.xml,VEOLIA ENVIRONNEMENT,3167,,118,165
392756b2-62de-4f90-b133-e80e12dfc8c8-20171221.xml,WOLTERS KUWER,2232,,14,32
39483939-a0a4-420f-8db8-aa0c68e3145a-20171221.xml,DEWEZ SARL,5000,0,57,0
39483939-a0a4-420f-8db8-aa0c68e3145a-20171221.xml,SCI          [Données non publiées],21000,30,30,0
39483939-a0a4-420f-8db8-aa0c68e3145a-20171221.xml,SCI          [Données non publiées],12600,30,30,0
394b05da-56ac-4f6e-82f4-4d2c65ebc032-20171221.xml,SCI          [Données non publiées],80599,33,5,0
39550eeb-0c13-40e5-8e18-f8658aa11437-20171221.xml,ADS LORRAINE,4000000,25,375,525 000 DIVIDENDES 2020 VERSE EN 2021 525 000 DIVIDENDES 2021 VERSE EN 2022
39550eeb-0c13-40e5-8e18-f8658aa11437-20171221.xml,EFR LORRAINE,375000,50,500,70 050 DIVIDENDES 2020 VERSE EN 2021 100 050 DIVIDENDES 2021 VERSE EN 2022
39550eeb-0c13-40e5-8e18-f8658aa11437-20171221.xml,ADS ALSACE,1274000,49,24500,147 000 DIVIDENDES 2020 VERSE EN 2021 176 400 DIVIDENDES 2021 VERSE EN 2022
39550eeb-0c13-40e5-8e18-f8658aa11437-20171221.xml,SCI          [Données non publiées],250000,25,25,0 PAS DE DIVIDENDES
39550eeb-0c13-40e5-8e18-f8658aa11437-20171221.xml,SCI          [Données non publiées],150,100,100,0
39550eeb-0c13-40e5-8e18-f8658aa11437-20171221.xml,SCI          [Données non publiées],313650,50,10,0 DIVIDENDES
39550eeb-0c13-40e5-8e18-f8658aa11437-20171221.xml,SCI          [Données non publiées],0,100,100,0 REMUNERATION
39550eeb-0c13-40e5-8e18-f8658aa11437-20171221.xml,SCI          [Données non publiées],400,80,80,0
39550eeb-0c13-40e5-8e18-f8658aa11437-20171221.xml,SCI          [Données non publiées],248,25,250,0
39550eeb-0c13-40e5-8e18-f8658aa11437-20171221.xml,SAS HOLDING CHARTREUX,0,100,6214200,0
39550eeb-0c13-40e5-8e18-f8658aa11437-20171221.xml,GFA          [Données non publiées],0,0,2,0
39622040-8435-49a6-b24b-1e6705530048-20171221.xml,GOBILAB,4500,0,54,0
