nom,people_count,male,female,min_age,max_age,avg_age
LAHORE,2,0,2,62.0,63.0,62.5
OUADAH,2,0,2,45.0,47.0,46.0
OUSTRIC,2,0,2,41.0,42.0,41.5
Obono,2,0,2,44.0,44.0,44.0
POIRAUD,2,2,0,59.0,60.0,59.5
LAFFORGUE,2,2,0,52.0,53.0,52.5
LAFFORE,2,0,2,49.0,51.0,50.0
LAHELLEC,2,2,0,66.0,67.0,66.5
LAGUERRE,2,2,0,54.0,55.0,54.5
Odoul,2,2,0,39.0,39.0,39.0
OLLIVIER,2,2,0,63.0,64.0,63.5
LAGNEAU,2,2,0,58.0,59.0,58.5
LAERNOES,2,0,2,42.0,42.0,42.0
ROYER,2,0,2,66.0,69.0,67.5
Ozenne,2,2,0,65.0,65.0,65.0
LACOUX,2,2,0,76.0,77.0,76.5
Ollivier,2,0,2,29.0,29.0,29.0
LACOSTE PALASSET,2,2,0,63.0,64.0,63.5
Olléon,2,2,0,69.0,69.0,69.0
Omarjee,2,2,0,38.0,39.0,38.5
Laigneau,2,0,2,71.0,71.0,71.0
LABELLE,2,2,0,55.0,57.0,56.0
LABARTHE,2,0,2,51.0,51.0,51.0
LACAPERE,2,2,0,45.0,46.0,45.5
LABOUR,2,2,0,81.0,81.0,81.0
POURTIER,2,0,2,51.0,52.0,51.5
Orhon,2,2,0,55.0,56.0,55.5
Oternaud,2,2,0,59.0,60.0,59.5
Ott,2,2,0,60.0,60.0,60.0
OMAR OILI,2,2,0,66.0,66.0,66.0
PAGLIARULO,2,0,2,60.0,61.0,60.5
PIRON,2,0,2,58.0,59.0,58.5
PIRES BEAUNE,2,0,2,59.0,60.0,59.5
PAHIO-JENNINGS,2,0,2,61.0,61.0,61.0
POIFOL-FERREIRA,2,0,2,58.0,60.0,59.0
PAHUN,2,2,0,62.0,62.0,62.0
Lardet,2,0,2,54.0,54.0,54.0
PLATRET,2,2,0,47.0,48.0,47.5
PAPILLION,2,0,2,48.0,49.0,48.5
PAINEAU,2,2,0,65.0,65.0,65.0
PAJOT,2,2,0,26.0,27.0,26.5
PALACIN,2,2,0,72.0,73.0,72.5
PALLUEL,2,2,0,61.0,63.0,62.0
PALMONT,2,0,2,59.0,59.0,59.0
PIQUEMAL,2,0,2,54.0,55.0,54.5
LAKRAFI,2,0,2,46.0,46.0,46.0
PIMPIE,2,2,0,52.0,53.0,52.5
PILOT,2,0,2,74.0,75.0,74.5
PILLEFER,2,2,0,67.0,67.0,67.0
POINY TOPLAN,2,0,2,35.0,36.0,35.5
PANNIER-RUNACHER,2,0,2,50.0,50.0,50.0
PANONACLE,2,0,2,55.0,55.0,55.0
POLSKI,2,0,2,45.0,47.0,46.0
LUCOT,2,2,0,53.0,54.0,53.5
LUCZAK,2,0,2,59.0,60.0,59.5
POLIFONTE,2,0,2,54.0,55.0,54.5
LUGA Epse PUCHON,2,0,2,66.0,66.0,66.0
LOUISY-LOUIS,2,0,2,54.0,56.0,55.0
LAM,2,2,0,42.0,43.0,42.5
LOUSSAN,2,2,0,39.0,40.0,39.5
LALUCQ,2,0,2,45.0,45.0,45.0
PINHO,2,2,0,46.0,48.0,47.0
Keller,2,0,2,,,
Le Breton,2,0,2,68.0,69.0,68.5
OBERTI,2,2,0,63.0,64.0,63.5
Katzenmayer,2,0,2,52.0,53.0,52.5
Kalfon,2,2,0,56.0,56.0,56.0
Jouve,2,0,2,63.0,64.0,63.5
KHELFA,2,2,0,49.0,50.0,49.5
OHANESSIAN,2,2,0,39.0,39.0,39.0
OLIVATE,2,2,0,58.0,59.0,58.5
Le Nagard,2,0,2,63.0,63.0,63.0
KOSSOWSKI,2,2,0,79.0,81.0,80.0
KORCHEF-LAMBERT,2,0,2,49.0,49.0,49.0
Le Ray,2,2,0,52.0,52.0,52.0
KOHUMOETINI,2,0,2,46.0,47.0,46.5
KOCH,2,0,2,59.0,59.0,59.0
Kervran,2,2,0,40.0,40.0,40.0
Le Callennec,2,0,2,57.0,58.0,57.5
Le Gall,2,2,0,43.0,43.0,43.0
Le Gleut,2,2,0,47.0,47.0,47.0
Lavarde,2,0,2,39.0,39.0,39.0
PRUDHOMME,2,2,0,71.0,72.0,71.5
PRUD'HOMME,2,2,0,54.0,55.0,54.5
PROUST,2,2,0,57.0,57.0,57.0
ONIMUS,2,2,0,59.0,61.0,60.0
KICHENIN,2,2,0,52.0,53.0,52.5
KHIROUNI,2,0,2,53.0,53.0,53.0
POULLOT,2,2,0,66.0,67.0,66.5
PRIMAS,2,0,2,62.0,62.0,62.0
PRIDO,2,2,0,52.0,53.0,52.5
PREVOST,2,2,0,63.0,63.0,63.0
Lebon,2,0,2,39.0,39.0,39.0
Le Caill,2,2,0,46.0,47.0,46.5
Laura,2,0,2,22.0,23.0,22.5
Lamy,2,0,2,49.0,50.0,49.5
Lang,2,2,0,73.0,73.0,73.0
Langevine,2,0,2,53.0,54.0,53.5
Langlade,2,0,2,65.0,67.0,66.0
Langlois,2,2,0,36.0,37.0,36.5
Lahoreau,2,0,2,43.0,44.0,43.5
Kouassi,2,0,2,41.0,41.0,41.0
LABORIE,2,2,0,61.0,62.0,61.5
Nicolas,2,0,2,54.0,62.0,58.0
LABICH,2,0,2,39.0,39.0,39.0
POTEAU,2,2,0,60.0,61.0,60.5
PORTIER,2,2,0,34.0,34.0,34.0
Nofri,2,2,0,34.0,38.0,36.0
Noguet,2,2,0,59.0,60.0,59.5
KOUATHE,2,0,2,44.0,46.0,45.0
Knafo,2,0,2,31.0,31.0,31.0
Klinkert,2,0,2,68.0,68.0,68.0
Klinger,2,2,0,51.0,52.0,51.5
Nury,2,2,0,51.0,52.0,51.5
Nevers,2,0,2,41.0,42.0,41.5
PORCQ,2,2,0,48.0,50.0,49.0
POQUIN,2,2,0,42.0,43.0,42.5
PONS et HUGUET,2,2,0,75.0,75.0,75.0
PONS,2,2,0,64.0,65.0,64.5
Le Bigot,2,2,0,66.0,66.0,66.0
POULIQUEN,2,2,0,46.0,47.0,46.5
POUEYTO,2,0,2,70.0,71.0,70.5
KUNTZ,2,0,2,61.0,61.0,61.0
KUCHCINSKI,2,2,0,63.0,63.0,63.0
KSAZ,2,2,0,61.0,63.0,62.0
Nosbé,2,0,2,51.0,52.0,51.5
LENOURRICHEL,2,0,2,65.0,66.0,65.5
LENFANT,2,1,1,48.0,60.0,54.0
LEGUAY,2,2,0,68.0,69.0,68.5
LEPINE,2,0,2,57.0,58.0,57.5
LEHONGRE,2,2,0,62.0,63.0,62.5
LE HIR,2,0,2,53.0,55.0,54.0
LE GRIP,2,0,2,63.0,64.0,63.5
PELLEGRIN,2,2,0,58.0,59.0,58.5
PELLENC,2,2,0,75.0,77.0,76.0
LE GOFF,2,2,0,72.0,73.0,72.5
PAUSE,2,2,0,69.0,69.0,69.0
LE GAYIC,2,2,0,22.0,22.0,22.0
LE NINIVEN,2,2,0,68.0,70.0,69.0
LE NABOUR,2,0,2,59.0,60.0,59.5
PACCAUD,2,2,0,54.0,54.0,54.0
LE GAC,2,2,0,58.0,59.0,58.5
PEANY,2,0,2,56.0,56.0,56.0
LE FEUR,2,0,2,33.0,33.0,33.0
PECHOUX,2,2,0,63.0,66.0,64.5
PATARD-LEGENDRE,2,2,0,66.0,70.0,68.0
LESCOUTE,2,2,0,61.0,62.0,61.5
LESEIGNEUR,2,0,2,56.0,57.0,56.5
LESUEUR,2,2,0,72.0,73.0,72.5
PEILLEX,2,2,0,66.0,67.0,66.5
PFLIEGERSDOERFFER,2,2,0,55.0,56.0,55.5
PELISSIER,2,0,2,62.0,63.0,62.5
LIEBGOTT,2,2,0,62.0,62.0,62.0
PFANDER-MENY,2,0,2,66.0,67.0,66.5
PIEDNOIR,2,2,0,53.0,53.0,53.0
LETARD,2,0,2,62.0,62.0,62.0
PAYRE,2,2,0,45.0,46.0,45.5
PELTIER,2,2,0,47.0,48.0,47.5
LEFORT,2,2,0,59.0,60.0,59.5
PENA,2,2,0,64.0,64.0,64.0
PENHOUET,2,0,2,60.0,60.0,60.0
LIME VIEILLE,2,0,2,53.0,53.0,53.0
LINGEMANN,2,0,2,51.0,52.0,51.5
PETIPEZ,2,0,2,65.0,65.0,65.0
PERNEY,2,2,0,25.0,26.0,25.5
PERSIL,2,0,2,37.0,39.0,38.0
PERAZIO,2,2,0,67.0,68.0,67.5
LECERF,2,2,0,54.0,55.0,54.5
LECAPLAIN,2,2,0,70.0,71.0,70.5
PEREIRA DA CUNHA,2,2,0,57.0,57.0,57.0
LEDOUBLE,2,0,2,47.0,49.0,48.0
LEHUGEUR,2,2,0,65.0,65.0,65.0
LEONARD,2,2,0,50.0,52.0,51.0
PEROTTINO,2,2,0,55.0,56.0,55.5
LEOUTRE,2,2,0,72.0,72.0,72.0
PERREARD,2,2,0,57.0,57.0,57.0
LEBOUCHER,2,0,2,41.0,42.0,41.5
LEBLOIS,2,2,0,68.0,68.0,68.0
PERRET,2,2,0,44.0,47.0,45.5
LEBEC,2,0,2,33.0,34.0,33.5
LE YONDRE,2,0,2,55.0,56.0,55.5
PERRION,2,2,0,65.0,65.0,65.0
LE WEST,2,2,0,56.0,57.0,56.5
LEMASSON,2,2,0,60.0,61.0,60.5
LEONETTI,2,2,0,60.0,62.0,61.0
LEONCE,2,2,0,41.0,43.0,42.0
LEONARDELLI,2,2,0,37.0,37.0,37.0
LEGROS,2,2,0,68.0,68.0,68.0
LELOUIS,2,0,2,72.0,72.0,72.0
LAVERGNE,2,2,0,78.0,78.0,78.0
LIVRELLI,2,2,0,50.0,52.0,51.0
LAUSSINE,2,0,2,57.0,58.0,57.5
LAURENT-PERRIGOT,2,0,2,71.0,72.0,71.5
LLORCA,2,2,0,72.0,74.0,73.0
LE MEUR,2,0,2,51.0,51.0,51.0
LE MENER,2,2,0,62.0,65.0,63.5
LE RUDULIER,2,2,0,46.0,47.0,46.5
LORHO,2,0,2,59.0,59.0,59.0
LE PEN,2,0,2,56.0,56.0,56.0
LE PEIH,2,0,2,64.0,65.0,64.5
LOUBET,2,2,0,30.0,30.0,30.0
LATOMBE,2,2,0,49.0,49.0,49.0
PATRIARCHE,2,2,0,44.0,46.0,45.0
PATRU,2,0,2,49.0,50.0,49.5
LEVASSEUR,2,0,2,33.0,33.0,33.0
LAOUEDJ,2,2,0,55.0,55.0,55.0
PAULIAT-DEFAYE,2,2,0,72.0,73.0,72.5
LASSALLE,2,0,2,52.0,52.0,52.0
LARGHERO,2,2,0,51.0,52.0,51.5
LAFARGUE,2,0,2,53.0,54.0,53.5
PARTRAT,2,2,0,67.0,68.0,67.5
LAMOTTE,2,2,0,39.0,39.0,39.0
LAMON,2,0,2,68.0,69.0,68.5
PASCAL,2,2,0,58.0,60.0,59.0
LANGOUET,2,2,0,55.0,55.0,55.0
LANDREAT,2,2,0,55.0,58.0,56.5
LANCINE,2,0,2,61.0,61.0,61.0
LANA,2,0,2,56.0,56.0,56.0
PANIFOUS,2,2,0,47.0,47.0,47.0
PANNEKOECKE,2,2,0,55.0,56.0,55.5
PAUGET,2,2,0,54.0,54.0,54.0
LEVI,2,2,0,55.0,57.0,56.0
PIANEZZA,2,2,0,52.0,52.0,52.0
PERRY,2,2,0,51.0,52.0,51.5
LIRON,2,0,2,56.0,58.0,57.0
PERRUT,2,2,0,65.0,66.0,65.5
LISSANT,2,2,0,58.0,61.0,59.5
PEULTIER,2,2,0,78.0,78.0,78.0
LHERBIER,2,2,0,67.0,67.0,67.0
PHINERA-HORTH,2,0,2,63.0,63.0,63.0
LE CORRE,2,0,2,69.0,70.0,69.5
LHERITIER,2,0,2,69.0,70.0,69.5
LE COQ,2,2,0,27.0,28.0,27.5
LE CHEQUER,2,2,0,46.0,47.0,46.5
Labardin,2,2,0,68.0,69.0,68.5
Lachaud,2,2,0,44.0,44.0,44.0
LOIZON,2,0,2,55.0,55.0,55.0
PIGRENET,2,2,0,72.0,73.0,72.5
LURIN,2,2,0,54.0,54.0,54.0
La Dune,2,0,2,43.0,44.0,43.5
LE BOLU,2,2,0,67.0,70.0,68.5
LE BIHAN,2,2,0,63.0,63.0,63.0
LE BERRE,2,2,0,73.0,73.0,73.0
LUBIN,2,0,2,60.0,60.0,60.0
LOPEZ LIGUORI,2,2,0,31.0,31.0,31.0
LAVILLE,2,2,0,48.0,48.0,48.0
LORENZELLI,2,2,0,45.0,46.0,45.5
LOIRE,2,0,2,35.0,35.0,35.0
LAVERSIN,2,0,2,61.0,62.0,61.5
LE DIFFON,2,2,0,62.0,64.0,63.0
LASSUS SUAREZ,2,0,2,49.0,50.0,49.5
LASSERRE,2,2,0,77.0,78.0,77.5
PILA,2,0,2,51.0,51.0,51.0
Myard,2,2,0,72.0,73.0,72.5
IRLES,2,0,2,63.0,63.0,63.0
INEZARENE,2,0,2,48.0,50.0,49.0
Pluchet,2,0,2,47.0,47.0,47.0
Hélion,2,0,2,41.0,41.0,41.0
Hégo,2,2,0,63.0,64.0,63.5
Mélin,2,0,2,74.0,75.0,74.5
HÉMAIN,2,0,2,43.0,44.0,43.5
HÉDIN,2,2,0,80.0,81.0,80.5
Ménagé,2,2,0,32.0,33.0,32.5
Huyghe,2,2,0,54.0,55.0,54.5
Huwart,2,2,0,42.0,43.0,42.5
MARGIER,2,2,0,61.0,61.0,61.0
IGNASZAK,2,2,0,57.0,57.0,57.0
Lebraud,2,0,2,46.0,47.0,46.5
Pla,2,2,0,43.0,43.0,43.0
Piqué,2,0,2,71.0,71.0,71.0
NAUDY,2,2,0,68.0,68.0,68.0
NE,2,0,2,52.0,52.0,52.0
Münzer,2,0,2,41.0,42.0,41.5
Piquemal,2,2,0,39.0,39.0,39.0
NACHEL,2,0,2,64.0,65.0,64.5
Poniatowski,2,2,0,40.0,41.0,40.5
NADEAU,2,2,0,61.0,62.0,61.5
Poignonec,2,2,0,49.0,49.0,49.0
NADILLE,2,0,2,47.0,47.0,47.0
NAILLET,2,2,0,64.0,64.0,64.0
Pochon,2,0,2,34.0,34.0,34.0
Philippe,2,0,2,56.0,57.0,56.5
NANA-IBRAHIM,2,2,0,46.0,46.0,46.0
Plazzi,2,0,2,74.0,76.0,75.0
Phélippeau,2,2,0,39.0,40.0,39.5
Lorain,2,2,0,66.0,67.0,66.5
Loric,2,2,0,47.0,47.0,47.0
JACQUE,2,2,0,78.0,79.0,78.5
JABLONSKI,2,0,2,37.0,38.0,37.5
JARRASSIER,2,2,0,60.0,61.0,60.5
JARDIN,2,0,2,55.0,55.0,55.0
JANDER,2,2,0,50.0,51.0,50.5
JEANJEAN,2,2,0,48.0,49.0,48.5
Isinger,2,0,2,61.0,62.0,61.5
Isaac-Sibille,2,2,0,66.0,67.0,66.5
Léaument,2,2,0,34.0,35.0,34.5
JALLAT,2,2,0,58.0,61.0,59.5
JACQUIN,2,2,0,59.0,59.0,59.0
JACQUET-VIOLLEAU,2,0,2,48.0,49.0,48.5
ISABELLE,2,0,2,59.0,60.0,59.5
Lécher,2,2,0,57.0,57.0,57.0
Lécuyer,2,2,0,35.0,37.0,36.0
JOSSO,2,0,2,48.0,49.0,48.5
JOSSERAND,2,0,2,56.0,56.0,56.0
JUILLOT,2,2,0,66.0,67.0,66.5
NICOLE,2,2,0,69.0,69.0,69.0
JUGLARET,2,2,0,43.0,44.0,43.5
Ivol,2,0,2,56.0,57.0,56.5
NICOLEAU,2,2,0,56.0,56.0,56.0
NICOLLE,2,2,0,68.0,68.0,68.0
Léonelli,2,2,0,62.0,62.0,62.0
Issa,2,2,0,42.0,42.0,42.0
IDRAC,2,2,0,67.0,68.0,67.5
Létard,2,0,2,62.0,62.0,62.0
IACOVELLI,2,2,0,42.0,42.0,42.0
JACQUES,2,2,0,56.0,56.0,56.0
Imart,2,0,2,42.0,42.0,42.0
Iliozer,2,0,2,34.0,35.0,34.5
MADER,2,0,2,53.0,56.0,54.5
Muriel,2,0,2,56.0,56.0,56.0
Muselier,2,2,0,62.0,63.0,62.5
Moulin,2,2,0,66.0,66.0,66.0
Henriet,2,2,0,32.0,33.0,32.5
Henriat,2,0,2,61.0,62.0,61.5
Hakem,2,0,2,62.0,63.0,62.5
Moullière,2,2,0,30.0,30.0,30.0
Habib,2,2,0,63.0,63.0,63.0
Mouquet,2,0,2,52.0,52.0,52.0
Mourlevat,2,2,0,64.0,65.0,64.5
Hamen,2,2,0,38.0,39.0,38.5
Hamelet,2,0,2,57.0,57.0,57.0
Pinon,2,0,2,49.0,50.0,49.5
MARCHANI,2,2,0,40.0,42.0,41.0
Hamel,2,2,0,70.0,70.0,70.0
MANZANARES,2,0,2,72.0,72.0,72.0
Haag,2,0,2,64.0,64.0,64.0
MANÇANET,2,2,0,42.0,43.0,42.5
MAONO,2,2,0,71.0,72.0,71.5
HYBERT,2,0,2,60.0,61.0,60.5
Mulatier-Gachet,2,2,0,36.0,36.0,36.0
HUVET,2,2,0,33.0,33.0,33.0
HUSSON,2,2,0,62.0,62.0,62.0
HURELLE,2,2,0,58.0,59.0,58.5
HUOT,2,2,0,73.0,73.0,73.0
Hallé,2,2,0,75.0,76.0,75.5
Poumirol,2,0,2,70.0,70.0,70.0
Prunet,2,0,2,52.0,53.0,52.5
Moutchou,2,0,2,43.0,44.0,43.5
Pinet,2,0,2,68.0,68.0,68.0
Pilato,2,2,0,61.0,62.0,61.5
MAGNAN,2,0,2,50.0,51.0,50.5
NEUDER,2,2,0,55.0,55.0,55.0
Plissonnier,2,0,2,54.0,59.0,56.5
Plez,2,2,0,42.0,45.0,43.5
Huguet,2,2,0,43.0,45.0,44.0
NEUVY,2,2,0,47.0,49.0,48.0
Hubaud,2,2,0,57.0,57.0,57.0
Houssin-Salvetat,2,0,2,55.0,57.0,56.0
NICCOLETTI,2,0,2,62.0,64.0,63.0
Houlès,2,2,0,69.0,70.0,69.5
Houlié,2,2,0,35.0,36.0,35.5
Poulin,2,2,0,30.0,34.0,32.0
Hentsch,2,2,0,66.0,67.0,66.5
MADELEINE,2,0,2,73.0,74.0,73.5
NASICA,2,0,2,52.0,55.0,53.5
Honorè,2,2,0,74.0,74.0,74.0
Hollande,2,2,0,69.0,70.0,69.5
Hogard,2,2,0,43.0,45.0,44.0
NATIVEL,2,0,2,57.0,57.0,57.0
Hoffman,2,0,2,59.0,60.0,59.5
Hoerlé,2,2,0,72.0,73.0,72.5
MAGNIER,2,0,2,39.0,39.0,39.0
Hocquard,2,2,0,51.0,55.0,53.0
Helle,2,0,2,51.0,51.0,51.0
Heison,2,2,0,63.0,65.0,64.0
Heinrich,2,2,0,74.0,75.0,74.5
Hervé,2,2,0,65.0,66.0,65.5
MACHORO-REIGNIER,2,0,2,66.0,68.0,67.0
Hervieu,2,0,2,66.0,66.0,66.0
NICOLAI,2,2,0,57.0,57.0,57.0
Joron,2,0,2,50.0,51.0,50.5
Joncour,2,0,2,34.0,35.0,34.5
Jolly,2,2,0,33.0,34.0,33.5
Juste,2,0,2,59.0,60.0,59.5
Jung,2,0,2,34.0,35.0,34.5
Juliette,2,0,2,51.0,51.0,51.0
Jesson,2,2,0,57.0,58.0,57.5
Jeannenez,2,2,0,68.0,69.0,68.5
Jean-François,2,2,0,50.0,51.0,50.5
Jean,2,0,2,54.0,54.0,54.0
Pellefigue,2,0,2,43.0,43.0,43.0
Pedrini,2,2,0,53.0,53.0,53.0
Lemaignen,2,2,0,68.0,69.0,68.5
JUIN,2,2,0,57.0,58.0,57.5
Picard,2,2,0,65.0,66.0,65.5
Narassiguin,2,0,2,48.0,48.0,48.0
JUVIN,2,2,0,60.0,60.0,60.0
JUSTOME,2,0,2,67.0,68.0,67.5
Jardiné,2,0,2,73.0,73.0,73.0
Nauche,2,2,0,64.0,65.0,64.5
Jadot,2,2,0,56.0,56.0,56.0
Patriat,2,2,0,77.0,77.0,77.0
Lenormand,2,2,0,59.0,60.0,59.5
Patoux,2,0,2,51.0,52.0,51.5
Patient,2,2,0,71.0,71.0,71.0
JUNG,2,2,0,67.0,67.0,67.0
JUND,2,2,0,65.0,66.0,65.5
Lepers,2,2,0,45.0,45.0,45.0
Lepoultier,2,0,2,42.0,43.0,42.5
JULLEMIER,2,2,0,52.0,53.0,52.5
Jacob,2,2,0,47.0,47.0,47.0
PROENCA,2,2,0,58.0,58.0,58.0
PRIVAT MATTIONI,2,0,2,46.0,47.0,46.5
PRIVAT,2,2,0,72.0,73.0,72.5
Pabritz,2,2,0,53.0,54.0,53.5
PUNUA,2,0,2,64.0,64.0,64.0
Le Hénanff,2,0,2,55.0,55.0,55.0
Pantel,2,0,2,31.0,59.0,45.0
Panot,2,0,2,35.0,35.0,35.0
Pane,2,0,2,67.0,67.0,67.0
Lecoq,2,2,0,65.0,66.0,65.5
Liégeon,2,2,0,63.0,64.0,63.5
Paillocher,2,0,2,43.0,44.0,43.5
Justinien,2,2,0,34.0,36.0,35.0
Logié,2,2,0,67.0,69.0,68.0
KERDRAON,2,2,0,58.0,58.0,58.0
Lebreton,2,2,0,48.0,48.0,48.0
Loiseau,2,0,2,60.0,60.0,60.0
KBIDI,2,0,2,37.0,37.0,37.0
KAUTAI,2,2,0,62.0,63.0,62.5
Paccaud,2,2,0,39.0,39.0,39.0
Lenoir,2,2,0,33.0,33.0,33.0
Lefebvre,2,0,2,73.0,73.0,73.0
Juglard,2,0,2,61.0,62.0,61.5
Legavre,2,2,0,51.0,52.0,51.5
KASBARIAN,2,2,0,37.0,38.0,37.5
KAROUTCHI,2,2,0,72.0,72.0,72.0
KARAMANLI,2,0,2,59.0,59.0,59.0
KANNER,2,2,0,66.0,66.0,66.0
Jérémy,2,2,0,34.0,39.0,36.5
Jourdan,2,0,2,65.0,66.0,65.5
Leguicher,2,0,2,58.0,58.0,58.0
Loir,2,0,2,47.0,47.0,47.0
Lescure,2,2,0,57.0,58.0,57.5
Peraldi,2,0,2,57.0,59.0,58.0
Leseul,2,2,0,63.0,64.0,63.5
Limongi,2,2,0,28.0,29.0,28.5
Limonta,2,2,0,78.0,78.0,78.0
Peytavie,2,2,0,42.0,42.0,42.0
Peyroulet,2,2,0,49.0,50.0,49.5
Peu,2,2,0,61.0,62.0,61.5
Linkenheld,2,0,2,50.0,50.0,50.0
Linquette,2,2,0,45.0,46.0,45.5
Lioret,2,2,0,72.0,73.0,72.5
Liso,2,0,2,65.0,65.0,65.0
JIBRAYEL,2,2,0,40.0,41.0,40.5
Pelleteur,2,2,0,66.0,66.0,66.0
Pellerin-Carlin,2,2,0,34.0,35.0,34.5
JULIEN-EMMANUEL-LUREL,2,2,0,72.0,72.0,72.0
Lottiaux,2,2,0,57.0,58.0,57.5
Petex,2,0,2,43.0,44.0,43.5
MANCEAU,2,2,0,67.0,68.0,67.5
MANCUSO,2,2,0,61.0,64.0,62.5
Petchot-Bacqué,2,2,0,63.0,64.0,63.5
Perrocheau,2,2,0,37.0,39.0,38.0
MANDON,2,2,0,59.0,60.0,59.5
JEANBRUN,2,2,0,40.0,40.0,40.0
MAILLARD,2,0,2,63.0,63.0,63.0
MAILLOT,2,2,0,37.0,37.0,37.0
MAISONNEUVE,2,2,0,68.0,71.0,69.5
Lucas,2,2,0,54.0,56.0,55.0
Lumeau-Preceptis,2,0,2,48.0,50.0,49.0
Longeot,2,2,0,63.0,64.0,63.5
Piera,2,0,2,57.0,57.0,57.0
Levieux,2,0,2,49.0,49.0,49.0
NOGUIER,2,0,2,39.0,41.0,40.0
NOUVEL,2,0,2,51.0,54.0,52.5
JULIEN,2,1,1,62.0,66.0,64.0
NIKOLIC,2,2,0,37.0,38.0,37.5
NILOR,2,2,0,59.0,59.0,59.0
Paganin,2,0,2,59.0,60.0,59.5
Parmentier,2,0,2,58.0,59.0,58.5
Papin,2,0,2,39.0,39.0,39.0
NIQUE,2,0,2,54.0,56.0,55.0
Panunzi,2,2,0,64.0,64.0,64.0
Paumier,2,2,0,71.0,71.0,71.0
Patrier-Leitus,2,2,0,35.0,36.0,35.5
Levavasseur,2,0,2,53.0,54.0,53.5
NOËL,2,0,2,51.0,52.0,51.5
JOLLIT,2,2,0,57.0,57.0,57.0
Limoge,2,0,2,57.0,59.0,58.0
JODAR,2,0,2,71.0,71.0,71.0
Nadine,2,0,2,61.0,61.0,61.0
Nahant,2,2,0,64.0,65.0,64.5
Najdovski,2,2,0,51.0,51.0,51.0
Nakib,2,0,2,50.0,51.0,50.5
JOULIA,2,0,2,73.0,74.0,73.5
NIVA,2,0,2,63.0,63.0,63.0
Lhermitte,2,1,1,30.0,68.0,49.0
Lhomme,2,0,2,61.0,62.0,61.5
JESTIN,2,1,1,60.0,66.0,63.0
JENFT,2,2,0,57.0,58.0,57.5
JEANSON,2,0,2,58.0,58.0,58.0
JEANSANNETAS,2,2,0,58.0,58.0,58.0
JEANNE,2,2,0,50.0,51.0,50.5
Libsig,2,2,0,39.0,40.0,39.5
JOLIVET,2,2,0,58.0,59.0,58.5
coulon,2,1,1,56.0,66.0,61.0
chudeau,2,2,0,74.0,75.0,74.5
cigolotti,2,2,0,60.0,61.0,60.5
chauvet,2,0,2,49.0,50.0,49.5
Bonnivard,2,0,2,44.0,44.0,44.0
Bonnus,2,2,0,55.0,56.0,55.5
Bolo,2,2,0,57.0,57.0,57.0
Bonfanti-Dossat,2,0,2,67.0,67.0,67.0
Boni Da Silva,2,0,2,51.0,52.0,51.5
Marchetti,2,2,0,55.0,55.0,55.0
Boudié,2,2,0,50.0,51.0,50.5
Bouget,2,2,0,41.0,43.0,42.0
Boucard,2,2,0,36.0,36.0,36.0
Boucher,2,2,0,68.0,68.0,68.0
canfin,2,2,0,49.0,50.0,49.5
capdevielle,2,0,2,65.0,66.0,65.5
carelli,2,2,0,62.0,62.0,62.0
carles,2,2,0,54.0,54.0,54.0
calas,2,2,0,74.0,75.0,74.5
califer,2,2,0,70.0,70.0,70.0
codorniou,2,2,0,63.0,64.0,63.5
Blairy,2,2,0,38.0,38.0,38.0
Blanc,2,2,0,50.0,51.0,50.5
Bez,2,0,2,65.0,65.0,65.0
Biancarelli-Lopes,2,0,2,35.0,39.0,37.0
Boccaletti,2,2,0,50.0,51.0,50.5
Boeuf,2,2,0,31.0,32.0,31.5
Blanchard épouse Jacques,2,0,2,49.0,49.0,49.0
Blaya,2,0,2,45.0,45.0,45.0
Blin,2,2,0,64.0,66.0,65.0
coquerel,2,2,0,65.0,66.0,65.5
dallet,2,2,0,56.0,57.0,56.5
courtel,2,0,2,60.0,62.0,61.0
cousein,2,2,0,66.0,67.0,66.5
cozic,2,2,0,47.0,47.0,47.0
coënt,2,2,0,36.0,37.0,36.5
Blinette,2,2,0,66.0,67.0,66.5
Bluteau,2,0,2,47.0,48.0,47.5
chauvin,2,2,0,49.0,50.0,49.5
chartreux,2,2,0,54.0,57.0,55.5
Bouyssou,2,2,0,54.0,55.0,54.5
Bigot,2,2,0,54.0,55.0,54.5
briand,2,2,0,59.0,60.0,59.5
brin,2,2,0,58.0,60.0,59.0
brissard,2,2,0,52.0,53.0,52.5
brochot,2,2,0,46.0,48.0,47.0
Brule Delahaye,2,0,2,58.0,59.0,58.5
Bres,2,2,0,65.0,65.0,65.0
Bresson,2,0,2,53.0,53.0,53.0
Briante Guillemont,2,0,2,32.0,33.0,32.5
Braun-Pivet,2,0,2,53.0,54.0,53.5
calvez,2,0,2,45.0,45.0,45.0
brossel,2,0,2,47.0,47.0,47.0
cambon,2,2,0,75.0,76.0,75.5
Buffet,2,0,2,70.0,71.0,70.5
Bui-Xuan Picchedda,2,0,2,46.0,47.0,46.5
Brouille,2,0,2,47.0,48.0,47.5
bienaimé,2,2,0,53.0,57.0,55.0
bisson,2,2,0,63.0,63.0,63.0
blanc,2,0,2,56.0,57.0,56.5
blanchard,2,2,0,58.0,59.0,58.5
Burgoa,2,2,0,51.0,52.0,51.5
brossat,2,2,0,43.0,43.0,43.0
cambier,2,2,0,52.0,52.0,52.0
