uuid,nomSociete,evaluation,capitalDetenu,nombreParts,commentaire,remuneration,clean_name
12b80a69-5b6f-476b-b820-4720874218eb,LVMH,34735,,50.0,,230,LVMH
12b80a69-5b6f-476b-b820-4720874218eb,DANONE,4771,,76.0,,103,DANONE
12b80a69-5b6f-476b-b820-4720874218eb,VIVENDI,3203,,111.0,,48,VIVENDI
12b80a69-5b6f-476b-b820-4720874218eb,SANOFI,3549,,42.0,,134,SANOFI
12b80a69-5b6f-476b-b820-4720874218eb,SCHNEIDER ELECTRIC,12260,,83.0,,215,SCHNEIDER ELECTRIC
12b80a69-5b6f-476b-b820-4720874218eb,SOCIETE GENERALE,2421,,89.0,,48,SOCIETE GENERALE
589842f8-59ba-4451-ad3a-dec86a8e831d,ORANGE,176,0,13.0,moins-value,0 €,ORANGE
2e473bf9-6286-466f-a70a-80747fc74f67,AIR LIQUIDE,2573,,16.0,,aucune,AIR LIQUIDE
2e473bf9-6286-466f-a70a-80747fc74f67,LVMH,5057,,9.0,,aucune,LVMH
2e473bf9-6286-466f-a70a-80747fc74f67,RENAULT,1297,,56.0,,aucune,RENAULT
2e473bf9-6286-466f-a70a-80747fc74f67,SCHNEIDER ELECTRIC SE,1270,,10.0,,aucune,SCHNEIDER ELECTRIC
2e473bf9-6286-466f-a70a-80747fc74f67,VINCI,2530,,28.0,,aucune,VINCI
a0939c00-edd4-4174-b8f9-f12857b21a10,credit agricole,750,,5.0,ces actions sont gérées par le crédit agricole dans le compte titres,"7,88€",CREDIT AGRICOLE
a0939c00-edd4-4174-b8f9-f12857b21a10,ENGIE,979,,68.0,ces actions sont gérées par le crédit agricole dans le compte PEA,51€,ENGIE
8b593814-eb1a-4299-b684-bf181daeccaa,BNP Paribas,7380,,200.0,,voir PJ,BNP PARIBAS
8b593814-eb1a-4299-b684-bf181daeccaa,Michelin,4866,,50.0,,voir PJ,MICHELIN
e02e2d1f-89cd-458b-b2d7-424bfe671519,AIRBUS SE,13638,0,108.0,"
        [Données non publiées]
    ",0,AIRBUS
e02e2d1f-89cd-458b-b2d7-424bfe671519,AIR LIQUIDE,9377,0,162.0,"
        [Données non publiées]
    ",0,AIR LIQUIDE
e02e2d1f-89cd-458b-b2d7-424bfe671519,AXA,7380,0,264.0,"
        [Données non publiées]
    ",0,AXA
e02e2d1f-89cd-458b-b2d7-424bfe671519,BNP PARIBAS,12161,0,224.0,"
        [Données non publiées]
    ",0,BNP PARIBAS
e02e2d1f-89cd-458b-b2d7-424bfe671519,DANONE,5615,0,100.0,"
        [Données non publiées]
    ",0,DANONE
e02e2d1f-89cd-458b-b2d7-424bfe671519,KERING,3449,0,9.0,"
        [Données non publiées]
    ",0,KERING
e02e2d1f-89cd-458b-b2d7-424bfe671519,LVMH,25631,0,38.0,"
        [Données non publiées]
    ",0,LVMH
e02e2d1f-89cd-458b-b2d7-424bfe671519,MICHELIN,5548,0,198.0,"
        [Données non publiées]
    ",0,MICHELIN
e02e2d1f-89cd-458b-b2d7-424bfe671519,PERNOD RICARD,2847,0,17.0,"
        [Données non publiées]
    ",0,PERNOD RICARD
e02e2d1f-89cd-458b-b2d7-424bfe671519,SAFRAN,3823,0,26.0,"
        [Données non publiées]
    ",0,SAFRAN
e02e2d1f-89cd-458b-b2d7-424bfe671519,SAINT GOBAIN,3598,0,70.0,"
        [Données non publiées]
    ",0,SAINT GOBAIN
e02e2d1f-89cd-458b-b2d7-424bfe671519,SANOFI,10370,0,121.0,"
        [Données non publiées]
    ",0,SANOFI
e02e2d1f-89cd-458b-b2d7-424bfe671519,THALES,4731,0,34.0,"
        [Données non publiées]
    ",0,THALES
e02e2d1f-89cd-458b-b2d7-424bfe671519,TOTALENERGIES SE,24648,0,390.0,"
        [Données non publiées]
    ",0,TOTALENERGIES
e02e2d1f-89cd-458b-b2d7-424bfe671519,VEOLIA,4288,0,166.0,"
        [Données non publiées]
    ",0,VEOLIA
e02e2d1f-89cd-458b-b2d7-424bfe671519,VINCI,10239,0,98.0,"
        [Données non publiées]
    ",0,VINCI
19123d8f-8895-4abe-a12c-ed754bae07cd,STMicroelectronics,12135,,476.0,Actions,<1€,STMICROELECTRONICS
b10a7b69-9494-4077-8f4f-0fbaf9c304dd,Capgemini,2310,0,18.0,Issus de plan d'attribution gratuite,"35,10",CAPGEMINI
eae6cfc0-6676-45c8-9d50-a23de6a74851,SAFRAN,14985,,155.0,"
        [Données non publiées]
    ",228 (en 2017),SAFRAN
eae6cfc0-6676-45c8-9d50-a23de6a74851,CREDIT AGRICOLE,2577,,306.0,"
        [Données non publiées]
    ",211 (en 2019),CREDIT AGRICOLE
eae6cfc0-6676-45c8-9d50-a23de6a74851,ENGIE,2883,,250.0,"
        [Données non publiées]
    ",187 ( en 2019),ENGIE
eae6cfc0-6676-45c8-9d50-a23de6a74851,ORANGE,126,,13.0,"
        [Données non publiées]
    ",2,ORANGE
eae6cfc0-6676-45c8-9d50-a23de6a74851,AIR LIQUIDE,28628,,205.0,"
        [Données non publiées]
    ",422,AIR LIQUIDE
eae6cfc0-6676-45c8-9d50-a23de6a74851,ORANGE,1250,,128.0,"
        [Données non publiées]
    ",17,ORANGE
20247ce7-97fe-44a2-8b66-8a88591c62b5,orange,20,,2.0,,Néant,ORANGE
2df4a993-3bc7-458b-9e5f-71b4f16f3e69,LVMH,1427,,2.0,,26,LVMH
045f60d9-f00e-46ca-8337-2fc104d1134d,crédit agricole,49884,,0.0,"
        [Données non publiées]
     Détail : TECHNICOLOR BSA - quantité 2 - valorisation 0.13 € - dividendes 0 AMUNDI KBI AC MOND PC FCP3DEC - quantité 14.109 - valorisation 1 497 € - dividendes 0 CA MASTER EUROPE DEC - quantité 2527.65 - valorisation 48 151.73 € - dividendes 0 CREDIT AGR EUR INN 2008 - quantité 200 - valorisation 0 - dividendes 0 FIP HEXAGONE PATRIM 1 A FIP - quantité 28 - valorisation 234.92 - dividendes 0",0,CREDIT AGRICOLE
045f60d9-f00e-46ca-8337-2fc104d1134d,crédit agricole,10939,,0.0,"
        [Données non publiées]
     Détail : ORANGE - quantité 574 - valorisation 5 513.84 € - dividendes 114.80 € TECHNICOLO PROV REGROUP - quantité 2 - valorisation 2.32 € - dividendes 0 CRCAM BRIE PICARDIE CCI - quantité 290 € - valorisation 5 422.42 - dividendes 0",0,CREDIT AGRICOLE
74d4b5ef-6261-4636-8463-b3c59915c702,Crédit Agricole,17842,,44.0,,126,CREDIT AGRICOLE
74d4b5ef-6261-4636-8463-b3c59915c702,engie,884,,68.0,,25.24,ENGIE
74d4b5ef-6261-4636-8463-b3c59915c702,credit agricole,702,,56.0,,31.37,CREDIT AGRICOLE
4cf0accd-b7bc-40a4-aea5-e0d4184349b2,ENGIE,397,,33.0,,0,ENGIE
aa6acbbc-b134-45f3-8a0b-df9e91016081,BNP Paribas,1671,,45.0,,0,BNP PARIBAS
aa6acbbc-b134-45f3-8a0b-df9e91016081,Crédit agricole,890,,100.0,,0,CREDIT AGRICOLE
aa6acbbc-b134-45f3-8a0b-df9e91016081,Société générale,293,,20.0,,0,SOCIETE GENERALE
51a61f45-26c5-49f6-a14f-b6d504f54b3a,ENGIE,385,,35.0,,0,ENGIE
58425974-ba73-4b16-9c09-d6c980ce994d,Crédit Agricole,827,,541.0,"ce compte titres représente des parts sociales (541 x 1.53€)
        [Données non publiées]
    ",???,CREDIT AGRICOLE
92cc268c-0833-4299-8b6b-a0064681a54f,CREDIT AGRICOLE,1227,0,1227.0,,1,CREDIT AGRICOLE
d7b44a1f-ebad-44ad-b407-c90036b37ad0,Air liquide,12163,0,70.0,,0,AIR LIQUIDE
214974c2-a260-4c99-81fc-f1cb6c13adae,credit agricole,1158,0,129.0,,96.8,CREDIT AGRICOLE
214974c2-a260-4c99-81fc-f1cb6c13adae,airbus,1442,0,15.0,,0,AIRBUS
20f7d0e4-caff-4f6d-bbaa-7eb800d5b390,THALES,6558,,125.0,participation financière dans le cadre d'un compte Titres Crédit Mutuel,0,THALES
20f7d0e4-caff-4f6d-bbaa-7eb800d5b390,CREDIT AGRICOLE,271,,181.0,"Parts sociales Credit Agricole 
        [Données non publiées]
    ",0,CREDIT AGRICOLE
43a08576-1473-4325-97b5-cd6958319ddd,ENGIE,778,,8.0,performance négative,0,ENGIE
8d73f050-f8fa-46fc-b9d6-1126fc312f96,PERNOD RICARD,59104,,320.0,"participation indirecte détenue à travers le PEA 
        [Données non publiées]
    
        [Données non publiées]
    ",425 € de dividendes en 2020,PERNOD RICARD
ca6c2cda-726b-4c16-ad74-e88cf84ba847,Crédit agricole,12421,,12421.0,,12421,CREDIT AGRICOLE
cffae516-5e68-4016-8729-8e3aa8a4accf,Crédit Agricole SA,1504,,170.0,"PEA n°
        [Données non publiées]
    au 10/07/2020","117,30",CREDIT AGRICOLE
cffae516-5e68-4016-8729-8e3aa8a4accf,VIVENDI,231,,10.0,"PEA n°
        [Données non publiées]
     au 10/07/2020","5,00",VIVENDI
cffae516-5e68-4016-8729-8e3aa8a4accf,ORANGE,1227,,117.0,"PEA n°
        [Données non publiées]
     au 10/07/2020","81,90",ORANGE
cffae516-5e68-4016-8729-8e3aa8a4accf,AIRBUS,3599,,55.0,"PEA n°
        [Données non publiées]
     au 10/07/2020","77,14",AIRBUS
df0b0ef8-adcb-4e6f-a258-d39ffc20b58b,Air Liquide,669,,4.0,,"11,80 euros",AIR LIQUIDE
df0b0ef8-adcb-4e6f-a258-d39ffc20b58b,Axa,674,,24.0,,"40,80 euros",AXA
df0b0ef8-adcb-4e6f-a258-d39ffc20b58b,Bouygues,68,,2.0,,"3,60 euros",BOUYGUES
df0b0ef8-adcb-4e6f-a258-d39ffc20b58b,Capgemini,519,,3.0,,"9,75 euros",CAPGEMINI
df0b0ef8-adcb-4e6f-a258-d39ffc20b58b,Carrefour,34,,2.0,,"1,12 euros",CARREFOUR
df0b0ef8-adcb-4e6f-a258-d39ffc20b58b,Crédit Agricole,24,,2.0,,"2,10 euros",CREDIT AGRICOLE
df0b0ef8-adcb-4e6f-a258-d39ffc20b58b,Danone,173,,3.0,,"6,00 euros",DANONE
df0b0ef8-adcb-4e6f-a258-d39ffc20b58b,Pernod Ricard,1153,,7.0,,"32,90 euros",PERNOD RICARD
df0b0ef8-adcb-4e6f-a258-d39ffc20b58b,Publicis Groupe,352,,5.0,,"14,50 euros",PUBLICIS GROUPE
df0b0ef8-adcb-4e6f-a258-d39ffc20b58b,Renault,172,,5.0,,"1,25 euros",RENAULT
df0b0ef8-adcb-4e6f-a258-d39ffc20b58b,Sanofi,432,,5.0,,"17,80 euros",SANOFI
df0b0ef8-adcb-4e6f-a258-d39ffc20b58b,Airbus,522,,4.0,,"7,20 euros",AIRBUS
043002b7-3299-48cb-bae8-9022bdfa9970,CARREFOUR,17953,0,1300.0,,0,CARREFOUR
043002b7-3299-48cb-bae8-9022bdfa9970,SOCIETE GENERALE,15704,0,1000.0,,0,SOCIETE GENERALE
043002b7-3299-48cb-bae8-9022bdfa9970,ORANGE,22010,0,2000.0,,0,ORANGE
9ab96704-b8c1-4cb2-ad53-4434e397a020,Crédit agricole,13825,,13825.0,,269 euros,CREDIT AGRICOLE
a416dddd-272b-4771-87b5-5c7e111a7ad5,axa,43866,0,2548.0,,1302,AXA
944d6095-f641-46bf-a23f-a632169e9a10,BNP PARIBAS,816,,15.0,,16.65 euros,BNP PARIBAS
944d6095-f641-46bf-a23f-a632169e9a10,CARREFOUR,729,,43.0,,20.64 euros,CARREFOUR
2030918b-df33-4d62-b9f1-28d5e682a248,axa,43866,0,2548.0,,1302,AXA
add1d576-47e7-4fd6-bff9-f66854eeb6aa,AIR LIQUIDE,4564,1,34.0,,NS,AIR LIQUIDE
add1d576-47e7-4fd6-bff9-f66854eeb6aa,AIRBUS,4758,1,53.0,,NS,AIRBUS
add1d576-47e7-4fd6-bff9-f66854eeb6aa,BOUYGUES,1548,1,46.0,,NS,BOUYGUES
add1d576-47e7-4fd6-bff9-f66854eeb6aa,SAFRAN,1855,1,16.0,,NS,SAFRAN
add1d576-47e7-4fd6-bff9-f66854eeb6aa,SAINT GOBAIN,1575,1,42.0,,NS,SAINT GOBAIN
add1d576-47e7-4fd6-bff9-f66854eeb6aa,THALES,899,1,12.0,,NS,THALES
add1d576-47e7-4fd6-bff9-f66854eeb6aa,VINCI,3580,1,44.0,,NS,VINCI
add1d576-47e7-4fd6-bff9-f66854eeb6aa,HERMES INTERNATIONAL,3518,1,4.0,,NS,HERMES INTERNATIONAL
add1d576-47e7-4fd6-bff9-f66854eeb6aa,KERING,1783,1,3.0,,NS,KERING
add1d576-47e7-4fd6-bff9-f66854eeb6aa,LVMH,12262,1,24.0,,NS,LVMH
add1d576-47e7-4fd6-bff9-f66854eeb6aa,MICHELIN,1784,1,17.0,,NS,MICHELIN
add1d576-47e7-4fd6-bff9-f66854eeb6aa,RENAULT,1609,1,45.0,,NS,RENAULT
add1d576-47e7-4fd6-bff9-f66854eeb6aa,DANONE,3011,1,56.0,,NS,DANONE
add1d576-47e7-4fd6-bff9-f66854eeb6aa,SANOFI,8106,1,103.0,,NS,SANOFI
add1d576-47e7-4fd6-bff9-f66854eeb6aa,AXA,3102,1,159.0,,NS,AXA
add1d576-47e7-4fd6-bff9-f66854eeb6aa,BNP PARIBAS,4138,1,96.0,,NS,BNP PARIBAS
add1d576-47e7-4fd6-bff9-f66854eeb6aa,CREDIT AGRICOLE,2518,1,244.0,,NS,CREDIT AGRICOLE
add1d576-47e7-4fd6-bff9-f66854eeb6aa,SOCIETE GENERALE,1685,1,99.0,,NS,SOCIETE GENERALE
add1d576-47e7-4fd6-bff9-f66854eeb6aa,ORANGE,1538,1,158.0,,NS,ORANGE
add1d576-47e7-4fd6-bff9-f66854eeb6aa,ENGIE,1402,1,112.0,,NS,ENGIE
b1ffbb6d-3500-4a12-8c45-51c1adba51c4,Crédit agricole,33,1,20.0,"PEA 
        [Données non publiées]
    ",O,CREDIT AGRICOLE
f3f2a11a-317b-476c-9469-68cf566f2a2c,Vivendi,250,,10.0,,10 € / an,VIVENDI
a38a1750-1112-4b9c-9d72-6fd625e30720,AIRBUS,1985,,15.0,,0,AIRBUS
a38a1750-1112-4b9c-9d72-6fd625e30720,ENGIE,639,,44.0,,0,ENGIE
b971d8df-c602-434e-8940-6f780a4ec3cb,AIRBUS,1074,,61.0,Il se peut que j'ai perçu quelques dividendes mis je n'ai pas gardé les montants et ils étaient très peu élevés,0,AIRBUS
b971d8df-c602-434e-8940-6f780a4ec3cb,kering,3042,,14.0,IL se peut que j'ai perçu quelques dividendes mais je n'en ai pas gardé trace et les montants étaient très faibles,0,KERING
b971d8df-c602-434e-8940-6f780a4ec3cb,ORANGE,3254,,60.0,IL se peut que j'ai perçu quelques dividendes mais je n'en ai pas gardé trace et les montants étaient très faibles,0,ORANGE
f53d5698-f0e7-4ea0-8b80-d596dc521313,Crédit Agricole SA,826,,70.0,,56,CREDIT AGRICOLE
713748a5-740c-408a-9244-683abfd47d53,Pernod-Ricard,57507,,408.0,Evaluation de la participation financière selon la valeur de l'action indicative de l'action au 07/07/2020,0,PERNOD RICARD
713748a5-740c-408a-9244-683abfd47d53,Danone,12586,,206.0,Evaluation de la participation financière selon la valeur de l'action indicative de l'action au 07/07/2020,0,DANONE
50bb87ae-7199-4dea-9301-665a80fab540,air liquide,5388,,31.0,,"0 à ce jour actions acquises au 31 mars 2025 
        [Données non publiées]
    ",AIR LIQUIDE
e3272fa3-8712-47f7-a31e-4bba5ac921e8,Crédit Agricole,15,0,1.0,,"0,26 cts d'euros par an",CREDIT AGRICOLE
0a7126ff-8317-4718-930c-6491fb29520d,Orange,1424,,150.0,,0,ORANGE
0a7126ff-8317-4718-930c-6491fb29520d,Crédit Agricole,10249,,6833.0,,140.89,CREDIT AGRICOLE
6285bdbd-4f41-47dd-b38a-222dc23e0a7b,Crédit agricole,20,,1.0,,0,CREDIT AGRICOLE
2f8d22b1-b412-460e-9c42-3d9135e2d652,societe générale,13,,1.0,PEA ouvert avec une seule action société générale.,1 euro,SOCIETE GENERALE
150780c4-3f5c-402a-ae87-e9c2341a0df9,Orange,3752,,400.0,Dividendes perçus le 15 juin2021,200,ORANGE
150780c4-3f5c-402a-ae87-e9c2341a0df9,Crédit agricole,1638,,80.0,Dividendes perçus le 4 mai 2021,"63,20",CREDIT AGRICOLE
c1ae7ca4-a5d8-420c-9065-97f798be05a3,AIR LIQUIDE,18200,,109.0,,320€ de dividende en mai 2024,AIR LIQUIDE
e1aecf61-a795-4317-aafd-b25757159c8a,Renault,603,,25.0,Actions détenues sur un compte-titre,"Aucune, détenues depuis avril 2020",RENAULT
e1aecf61-a795-4317-aafd-b25757159c8a,Airbus,357,,5.0,Actions détenues sur un compte-titre,"Aucune, détenues depuis avril 2020",AIRBUS
e1aecf61-a795-4317-aafd-b25757159c8a,Unibail-Rodamco-Westfield,202,,5.0,Actions détenues sur un compte-titre,"Aucune, détenues depuis avril 2020",UNIBAIL RODAMCO WESTFIELD
95815af5-1d01-486c-96f0-a60d8be9460c,AIR LIQUIDE,5759,0,36.0,Rémunération = dividendes Détention dans le cadre d'un PEA,97.35 €,AIR LIQUIDE
95815af5-1d01-486c-96f0-a60d8be9460c,HERMES INTERNATIONAL,4514,,2.0,Rémunération = dividendes Participation détenue dans le cadre d'un PEA,26 €,HERMES INTERNATIONAL
95815af5-1d01-486c-96f0-a60d8be9460c,LEGRAND,7182,0,74.0,Rémunération = dividende Participation détenue dans le cadre d'un PEA,140.60 €,LEGRAND
95815af5-1d01-486c-96f0-a60d8be9460c,PERNOD-RICARD,3358,0,30.0,Rémunération = dividende Participation détenue dans le cadre d'un PEA,141 €,PERNOD RICARD
95815af5-1d01-486c-96f0-a60d8be9460c,SAINT GOBAIN,7616,0,85.0,Rémunération = dividende Participation détenue dans le cadre d'un PEA,170 €,SAINT GOBAIN
95815af5-1d01-486c-96f0-a60d8be9460c,SCHNEIDER ELECTRIC SE,10901,0,44.0,Rémunération = dividende Participation détenue dans le cadre d'un PEA,138.60 €,SCHNEIDER ELECTRIC
2031e786-e919-4a05-beac-f383668745f6,ENGIE,5146,0,463.0,,0,ENGIE
2031e786-e919-4a05-beac-f383668745f6,BNP PARIBAS,52816,,1420.0,"
        [Données non publiées]
    ",0,BNP PARIBAS
4563b78c-7a95-408c-9570-6d869d0b403e,BNP PARIBAS,6437,,182.0,,dividende 2020:384€,BNP PARIBAS
4563b78c-7a95-408c-9570-6d869d0b403e,ENGIE,1210,,110.0,,dividende 2020:57€,ENGIE
4563b78c-7a95-408c-9570-6d869d0b403e,renault,496,,22.0,,dividende 2020:54€,RENAULT
4563b78c-7a95-408c-9570-6d869d0b403e,saint Gobain,2382,,118.0,,dividende 2020:109€,SAINT GOBAIN
4563b78c-7a95-408c-9570-6d869d0b403e,saint Gobain,2382,,118.0,,dividende 2020:109€,SAINT GOBAIN
1789865e-3dd0-4531-ab4d-5e9eba78c44f,CREDIT AGRICOLE,1227,0,1227.0,,1,CREDIT AGRICOLE
2949dbad-82f8-4bed-8892-a9af8a033737,VINCI,319394,,4236.0,,Dividendes sur 4236 actions : 9052 €,VINCI
230e1b0b-1c29-4d21-821d-3d5933970084,AIR LIQUIDE,1456,,10.0,,Dividendes : 27.50€,AIR LIQUIDE
230e1b0b-1c29-4d21-821d-3d5933970084,ORANGE,1710,,180.0,,Dividendes : 90€,ORANGE
de1d2063-5244-4231-88ca-e3b3a6a78237,CREDIT AGRICOLE,1227,0,1227.0,,1,CREDIT AGRICOLE
d4b90360-466c-4527-9d63-f89a05d83784,LVMH,4099,,10.0,,0,LVMH
d4b90360-466c-4527-9d63-f89a05d83784,Renault,783,,32.0,,"113,60",RENAULT
d4b90360-466c-4527-9d63-f89a05d83784,Air Liquide,34324,,242.0,,"402,19",AIR LIQUIDE
e1f6642d-2ea3-4609-b929-4a7d1563e271,SANOFI,2778,,31.0,Déclaration BNP PARIBAS du 31 décembre 2019,"66,63",SANOFI
e1f6642d-2ea3-4609-b929-4a7d1563e271,AIRBUS,5219,0,40.0,Déclaration BNP PARIBAS du 31 décembre 2019,"36,30",AIRBUS
e1f6642d-2ea3-4609-b929-4a7d1563e271,ORANGE,2430,0,64.0,Déclaration BNP PARIBAS du 31 décembre 2019,"31,38",ORANGE
e1f6642d-2ea3-4609-b929-4a7d1563e271,ENGIE,616,,56.0,"CAISSE D'EPARGNE bfc COMPTE PEA 
        [Données non publiées]
     AU 9 MAI 2022","-566,862",ENGIE
e1f6642d-2ea3-4609-b929-4a7d1563e271,ORANGE,128,,11.0,"CAISSE D'EPARGNE bfc COMPTE PEA 
        [Données non publiées]
     AU 9 MAI 2022","-109,44",ORANGE
305a6d66-a3c1-4f4f-b74f-1d840b8b395f,AIR LIQUIDE,16934,,132.0,,323 Euros,AIR LIQUIDE
305a6d66-a3c1-4f4f-b74f-1d840b8b395f,ENGIE,3003,,273.0,,205 Euros,ENGIE
305a6d66-a3c1-4f4f-b74f-1d840b8b395f,SOCIETE GENERALE,9442,,638.0,,1276 Euros,SOCIETE GENERALE
8b7335bc-0ddf-4bbf-83cf-89337f880f4f,safran,4052,,20.0,"Actions achetées dans le cadre d'un PEA pour une valeur totale de 2701 44 euros à 135 07 euros l'action 
        [Données non publiées]
    ",0,SAFRAN
c4ffbb0c-4e2d-4b09-9101-e7e054fc0ba0,Crédit Agricole,15,0,1.0,,"0,26 cts d'euros par an",CREDIT AGRICOLE
f293767c-9ead-4496-b7da-1192db7611b1,AIR LIQUIDE,194000,0,1340.0,ancien salarié d'AIR LIQUIDE WELDING,3400,AIR LIQUIDE
488cd850-ac40-4753-803e-aa0ba22c9c16,Orange,26451,,2451.0,"
        [Données non publiées]
    ",1594.87€ de dividendes pour l'année 2023,ORANGE
6315a953-09c1-48a1-ab91-834f97ede037,Orange,20949,,1596.0,"Epargne salariale (PEG) 
        [Données non publiées]
    ","Dividende distribué en 2020 : 0,20 € par part (acompte de 0,30 € déja capitalisé en décembre 2019)",ORANGE
3db8a89d-884b-49d4-a0a5-a61fed2fec29,Orange,9900,,1000.0,"
        [Données non publiées]
    ",Pas de rem car nouveau,ORANGE
87a82cd8-7887-4278-9f91-396e55a4f6d8,Société générale,2679,,200.0,,0,SOCIETE GENERALE
87a82cd8-7887-4278-9f91-396e55a4f6d8,Airbus,2970,,45.0,,0,AIRBUS
87a82cd8-7887-4278-9f91-396e55a4f6d8,Accor,2641,,120.0,,0,ACCOR
26a50209-47d0-43e0-810d-9373ae7b8ba2,SOCIETE GENERALE,6850,,482.0,,1060,SOCIETE GENERALE
fe886905-b0f9-4d5b-a5f6-d2a4f80118bc,AIRBUS,5094,,33.0,"
        [Données non publiées]
    ",92,AIRBUS
fe886905-b0f9-4d5b-a5f6-d2a4f80118bc,BNP PARIBAS,5520,,94.0,"
        [Données non publiées]
    ",449,BNP PARIBAS
fe886905-b0f9-4d5b-a5f6-d2a4f80118bc,DASSAULT SYSTEMES,2042,,62.0,"
        [Données non publiées]
    ",15,DASSAULT SYSTEMES
fe886905-b0f9-4d5b-a5f6-d2a4f80118bc,ESSILORLUXOTTICA,4878,,21.0,"
        [Données non publiées]
    ",81,ESSILORLUXOTTICA
fe886905-b0f9-4d5b-a5f6-d2a4f80118bc,ORANGE,2335,,209.0,"
        [Données non publiées]
    ",63,ORANGE
fe886905-b0f9-4d5b-a5f6-d2a4f80118bc,PERNOD RICARD,1189,,11.0,"
        [Données non publiées]
    ",50,PERNOD RICARD
fe886905-b0f9-4d5b-a5f6-d2a4f80118bc,SCHNEIDER ELECTRIC,4309,,18.0,"
        [Données non publiées]
    ",67,SCHNEIDER ELECTRIC
fe886905-b0f9-4d5b-a5f6-d2a4f80118bc,SOCIETE GENERALE,1948,,82.0,"
        [Données non publiées]
    ",139,SOCIETE GENERALE
fe886905-b0f9-4d5b-a5f6-d2a4f80118bc,THALES,4125,,30.0,"
        [Données non publiées]
    ",102,THALES
fe886905-b0f9-4d5b-a5f6-d2a4f80118bc,TOTALENERGIES,5154,,98.0,"
        [Données non publiées]
    ",334,TOTALENERGIES
fe886905-b0f9-4d5b-a5f6-d2a4f80118bc,AIR LIQUIDE,4329,,28.0,"
        [Données non publiées]
    ",81,AIR LIQUIDE
fe886905-b0f9-4d5b-a5f6-d2a4f80118bc,SANOFI,1583,,17.0,"
        [Données non publiées]
    ",65,SANOFI
09f71dd5-473b-43d2-ba20-ef3405b02b32,Crédit agricole,30,,10.0,PEA,O,CREDIT AGRICOLE
e4df54ad-577c-4691-a90b-b1f90d7dcb98,AIR LIQUIDE,21483,0,182.0,Je ne suis pas capable d'évaluer mon pourcentage du capital détenu dans cette société. Cela sera également vrai pour toutes mes autres actions.,0,AIR LIQUIDE
e4df54ad-577c-4691-a90b-b1f90d7dcb98,CREDIT AGRICOLE SA,4216,0,500.0,,0,CREDIT AGRICOLE
e4df54ad-577c-4691-a90b-b1f90d7dcb98,DANONE SA,10156,0,213.0,,0,DANONE
e4df54ad-577c-4691-a90b-b1f90d7dcb98,ESSILORLUXOTTICA SA,7527,0,50.0,,0,ESSILORLUXOTTICA
e4df54ad-577c-4691-a90b-b1f90d7dcb98,HERMES INTERNATIONAL,31362,0,25.0,,0,HERMES INTERNATIONAL
e4df54ad-577c-4691-a90b-b1f90d7dcb98,KERING SA,13296,0,30.0,,0,KERING
e4df54ad-577c-4691-a90b-b1f90d7dcb98,ORANGE,3707,0,400.0,,0,ORANGE
e4df54ad-577c-4691-a90b-b1f90d7dcb98,PERNOD RICARD SA,24960,0,143.0,,0,PERNOD RICARD
e4df54ad-577c-4691-a90b-b1f90d7dcb98,RENAULT SA,4000,0,130.0,,0,RENAULT
e4df54ad-577c-4691-a90b-b1f90d7dcb98,SANOFI SA,19495,0,240.0,,0,SANOFI
e4df54ad-577c-4691-a90b-b1f90d7dcb98,SCHNEIDER ELECTRIC SE,9856,0,80.0,,0,SCHNEIDER ELECTRIC
e4df54ad-577c-4691-a90b-b1f90d7dcb98,SOCIETE GENERALE,1323,0,60.0,,0,SOCIETE GENERALE
e4df54ad-577c-4691-a90b-b1f90d7dcb98,THALES SA,11325,0,100.0,,0,THALES
e4df54ad-577c-4691-a90b-b1f90d7dcb98,TOTALENERGIES SE,21699,0,423.0,,0,TOTALENERGIES
e4df54ad-577c-4691-a90b-b1f90d7dcb98,VINCI SA,8643,0,103.0,,0,VINCI
e4df54ad-577c-4691-a90b-b1f90d7dcb98,WORLDLINE,5650,0,132.0,,0,WORLDLINE
5c84dd1b-13c4-4e7b-aa8f-84e2ad9608f0,RENAULT,2568,0,52.0,valeur de l'action au 10 Juillet 49 40 €,0,RENAULT
5c84dd1b-13c4-4e7b-aa8f-84e2ad9608f0,MICHELIN,1523,0,44.0,valeur de l'action au 10 Juillet 34 63 €,0,MICHELIN
5c84dd1b-13c4-4e7b-aa8f-84e2ad9608f0,CREDIT AGRICOLE,1075,0,80.0,valeur de l'action au 10 juillet 13 44 €,0,CREDIT AGRICOLE
5c84dd1b-13c4-4e7b-aa8f-84e2ad9608f0,CARREFOUR,1410,,100.0,valeur de l'action au 10 juillet 14 10 €,0,CARREFOUR
5000b69b-5bfb-4411-83bc-27a0dd394d21,Thalès,26537,,170.0,"
        [Données non publiées]
    ",0,THALES
6548814e-72a0-4cb7-be92-c0220f4f1ea8,Saint-Gobain,837,0,23.0,Détention de 23 actions sur 1 465 067,Revenu net 0 euros depuis le 01/01/2020,SAINT GOBAIN
40bc37b0-7161-4e04-89ec-967146404c86,ENGIE,2817,,196.0,PAIEMENT COUPONS 2017,166.6 €,ENGIE
b60c663f-14c8-4fd5-adfd-180c9d4325ef,CARREFOUR,365,,22.0,Actions détenues dans le cadre d'un PEA Pas de rendement ces 2 dernières années,0,CARREFOUR
