uuid,nomSociete,evaluation,capitalDetenu,nombreParts,commentaire,remuneration,clean_name
db368bf9-0c2e-4e53-b725-9a1a02d0d9e2,Orange,989,,100.0,,0 €,ORANGE
1b09ea68-9df1-4820-8397-ced9f2e5ae02,STMicroelectronics,12135,,476.0,Actions,<1€,STMICROELECTRONICS
a154808b-7eed-42d1-a47c-b614225a86ee,Orange,85,,9.0,,"5,40€",ORANGE
a154808b-7eed-42d1-a47c-b614225a86ee,AIRBUS,1167,,10.0,,0€,AIRBUS
88330d75-a86d-4211-8288-2d190bee3eae,Crédit Agricole,219,,144.0,"
        [Données non publiées]
    ",1.52 €,CREDIT AGRICOLE
e4c85429-5240-45e8-acd6-23ff19490711,BNP Paribas,1671,,45.0,,0,BNP PARIBAS
e4c85429-5240-45e8-acd6-23ff19490711,Crédit agricole,890,,100.0,,0,CREDIT AGRICOLE
e4c85429-5240-45e8-acd6-23ff19490711,Société générale,293,,20.0,,0,SOCIETE GENERALE
92dcab3c-18e3-4f49-98d5-a27cb2efebbe,Air Liquide,162,,1.0,,0,AIR LIQUIDE
92dcab3c-18e3-4f49-98d5-a27cb2efebbe,Alstom,172,,1.0,,0,ALSTOM
be273fc6-9ac8-4947-a11a-f5c403a82a78,CREDIT AGRICOLE,1948,,1.0,Je ne connais pas le nombre exact de parts détenues.,"27,30 EN 2023",CREDIT AGRICOLE
1ccd5fd2-2341-49b1-a376-c1fefda6d110,CREDIT AGRICOLE,1227,0,1227.0,,1,CREDIT AGRICOLE
9ff2ae77-8370-4ecd-a57d-22ad19c4fcb2,SOCIETE GENERALE,2665,,100.0,,0,SOCIETE GENERALE
0c8221bd-1569-498e-8d20-16111ed987d2,Orange,786,,84.0,,51,ORANGE
0c8221bd-1569-498e-8d20-16111ed987d2,Airbus,6926,,54.0,,0,AIRBUS
9323a6fa-0f53-43cb-bf12-6e88475c75a1,STMicroelectronics,2743,,65.0,,12.64,STMICROELECTRONICS
9323a6fa-0f53-43cb-bf12-6e88475c75a1,AIRBUS,6652,,50.0,,63.75,AIRBUS
d1063587-a619-4c9a-ba25-d7a19c940db5,Michelin,760,,20.0,La division par quatre du nominal des actions constitutives du capital de Michelin a été effectuée le 16 juin 2022. Les 5 titres détenus sont donc devenus 20 titres (=4x5).,Pas de rémunération autre que le dividende annuel de la société cotée  versé aux actionnaires pour l'exercice écoulé.,MICHELIN
df0f3f1c-4d3e-41fe-808e-2e1e6022d34e,VIVENDI,313,,10.0,,0,VIVENDI
d5844eb7-87af-4eaf-bc97-6dd4e31241d1,SCHNEIDER ELECTRIC,31047,,234.0,,417,SCHNEIDER ELECTRIC
d5844eb7-87af-4eaf-bc97-6dd4e31241d1,BNP PARIBAS,5496,,104.0,,30,BNP PARIBAS
d5844eb7-87af-4eaf-bc97-6dd4e31241d1,ENGIE,876,,76.0,,0,ENGIE
609e82ed-45d1-4cd0-8c35-87de9ca9f068,Axa,9700,0,360.0,,554,AXA
b4110098-9525-4e0c-8483-f4fad4e2fdb2,Renault,902,,33.0,,10€,RENAULT
d921e03e-a6da-43e5-b2d9-60be41a9a20b,Safran,14700,,178.0,,0,SAFRAN
d921e03e-a6da-43e5-b2d9-60be41a9a20b,Thales,53700,,790.0,,0,THALES
7132ccd7-6b64-4fc8-99a3-c7168ac583b2,Crédit Agricole SA,685,,54.0,,0,CREDIT AGRICOLE
afe64dc9-b7be-4907-8fbe-8d1d4baf1918,Saint Gobain,4189,,124.0,,115 € annuel,SAINT GOBAIN
afe64dc9-b7be-4907-8fbe-8d1d4baf1918,Vivendi,15846,,657.0,actions,229 € annuel,VIVENDI
afe64dc9-b7be-4907-8fbe-8d1d4baf1918,Orange,5325,,487.0,,102 € annuel,ORANGE
7a912e00-8c4b-465e-a68e-4e280b54354c,RENAULT,301,0,10.0,Capital détenu inconnuOuverture PEA : 6 Janvier 2021,0,RENAULT
7a912e00-8c4b-465e-a68e-4e280b54354c,SANOFI,351,0,4.0,Capital détenu inconnuOuverture PEA : 6 Janvier 2021,0,SANOFI
7a912e00-8c4b-465e-a68e-4e280b54354c,SCHNEIDER ELECTRIC,923,0,6.0,Capital détenu inconnuOuverture PEA : 6 Janvier 2021,0,SCHNEIDER ELECTRIC
18500a14-4cfe-4ef6-bbb0-8af1299f2333,Renault,235,,5.0,,7.36,RENAULT
18500a14-4cfe-4ef6-bbb0-8af1299f2333,ENGIE,123,,8.0,,0,ENGIE
15082fc6-6298-4083-8394-a291a77427ae,Orange,1424,,150.0,,0,ORANGE
15082fc6-6298-4083-8394-a291a77427ae,Crédit Agricole,10249,,6833.0,,140.89,CREDIT AGRICOLE
d1c98461-3ec1-4281-8ae4-55b789488bdc,Crédit Agricole,0,0,52.0,"
        [Données non publiées]
    ","
        [Données non publiées]
    ",CREDIT AGRICOLE
82d0dfad-fc90-4a7d-9d5b-41b3a48c5380,AIR LIQUIDE,2512,,18.0,actions détenues depuis plus de 10 ans dans le cadre d'un PEA,détention actions en direct,AIR LIQUIDE
82d0dfad-fc90-4a7d-9d5b-41b3a48c5380,ORANGE,3924,,410.0,actions détenues depuis plus de 10 ans dans le cadre d'un PEA,détention actions,ORANGE
82d0dfad-fc90-4a7d-9d5b-41b3a48c5380,Vivendi,2158,,90.0,actions détenues depuis plus de 10 ans dans le cadre d'un PEA,détention d'actions,VIVENDI
08e06c2b-9cc1-4cd8-a339-1301cf102613,HERMES INTERNATIONAL,5821,,3.0,,0,HERMES INTERNATIONAL
08e06c2b-9cc1-4cd8-a339-1301cf102613,AIR LIQUIDE,8140,,47.0,,0,AIR LIQUIDE
08e06c2b-9cc1-4cd8-a339-1301cf102613,LOREAL,8286,,19.0,,0,LOREAL
08e06c2b-9cc1-4cd8-a339-1301cf102613,ACCOR,6037,,186.0,,0,ACCOR
08e06c2b-9cc1-4cd8-a339-1301cf102613,SANOFI,5833,,68.0,,0,SANOFI
08e06c2b-9cc1-4cd8-a339-1301cf102613,AXA,6299,,218.0,,0,AXA
08e06c2b-9cc1-4cd8-a339-1301cf102613,PERNOD RICARD,6642,,42.0,,0,PERNOD RICARD
08e06c2b-9cc1-4cd8-a339-1301cf102613,ESSILORLUXOTTICA,7837,,44.0,,0,ESSILORLUXOTTICA
08e06c2b-9cc1-4cd8-a339-1301cf102613,VEOLIA,7211,,249.0,,0,VEOLIA
08e06c2b-9cc1-4cd8-a339-1301cf102613,CAPGEMINI,6545,,35.0,,0,CAPGEMINI
08e06c2b-9cc1-4cd8-a339-1301cf102613,VINCI,6119,,54.0,,0,VINCI
08e06c2b-9cc1-4cd8-a339-1301cf102613,SOCIETE GENERALE,6320,,276.0,,0,SOCIETE GENERALE
08e06c2b-9cc1-4cd8-a339-1301cf102613,ORANGE,4303,,378.0,,0,ORANGE
08e06c2b-9cc1-4cd8-a339-1301cf102613,MICHELIN,6737,,217.0,,0,MICHELIN
08e06c2b-9cc1-4cd8-a339-1301cf102613,AIRBUS,4280,,31.0,,0,AIRBUS
ab0e3c7f-f37c-4a16-b4b4-99d73bbc3a30,PUBLICIS GROUPE SA,32500,,597.0,,"835,80 euros en 20211373,70 euros en 2022",PUBLICIS GROUPE
8b6cbc07-437c-4e78-9d25-b3f1c3338958,CREDIT AGRICOLE SA,33,,4.0,,0,CREDIT AGRICOLE
8b6cbc07-437c-4e78-9d25-b3f1c3338958,ENGIE,6292,,572.0,,0,ENGIE
b590b9e5-3e48-4641-a182-1b0a1c48e388,BNP Paribas,7380,,200.0,,voir PJ,BNP PARIBAS
b590b9e5-3e48-4641-a182-1b0a1c48e388,Michelin,4866,,50.0,,voir PJ,MICHELIN
14716ef9-0d19-4b61-8f8e-9bf2e6ec2e7e,AIRBUS,2685,,23.0,,"- 81,11",AIRBUS
14716ef9-0d19-4b61-8f8e-9bf2e6ec2e7e,AXA,1782,,75.0,,"+ 55,27",AXA
14716ef9-0d19-4b61-8f8e-9bf2e6ec2e7e,CREDIT AGRICOLE,1359,,110.0,,-16,CREDIT AGRICOLE
14716ef9-0d19-4b61-8f8e-9bf2e6ec2e7e,KERING,2086,,3.0,,-164,KERING
14716ef9-0d19-4b61-8f8e-9bf2e6ec2e7e,SANOFI,1235,,14.0,,+20,SANOFI
14716ef9-0d19-4b61-8f8e-9bf2e6ec2e7e,TELEPERFORMANCE,1506,,4.0,,+815,TELEPERFORMANCE
1888b5b8-c828-4aca-94f7-43edf104602c,ENGIE,528,,48.0,,"2019 : 25,21€ net",ENGIE
1888b5b8-c828-4aca-94f7-43edf104602c,Air Liquide,24010,,175.0,,"2019 : 323,91€ net",AIR LIQUIDE
1888b5b8-c828-4aca-94f7-43edf104602c,Danone,6679,,120.0,,"2019 : 162,97€ net",DANONE
1888b5b8-c828-4aca-94f7-43edf104602c,LVMH,20295,,50.0,,2019 : 217€ net,LVMH
6a951fc8-8b0e-4e65-b791-30b25491892e,ENGIE,778,,8.0,performance négative,0,ENGIE
50c6f490-823b-40f4-b542-b5bad591511d,crédit agricole,140,,10.0,Parts sociales du crédit agricole de maure de bretagne,10,CREDIT AGRICOLE
7ec63dec-0e8b-4db3-b864-1249a99fc137,BNP PARIBAS,816,,15.0,,16.65 euros,BNP PARIBAS
7ec63dec-0e8b-4db3-b864-1249a99fc137,CARREFOUR,729,,43.0,,20.64 euros,CARREFOUR
d70fd275-fdad-48db-b3d5-60165e21dbf1,ACCOR,752,,16.0,,0,ACCOR
d70fd275-fdad-48db-b3d5-60165e21dbf1,AIR LIQUIDE,1412,,9.0,,29,AIR LIQUIDE
d70fd275-fdad-48db-b3d5-60165e21dbf1,AXA,3226,,94.0,,246,AXA
d70fd275-fdad-48db-b3d5-60165e21dbf1,CAPGEMINI,1265,,8.0,,27,CAPGEMINI
d70fd275-fdad-48db-b3d5-60165e21dbf1,DASSAULT SYSTEMES,1139,,34.0,,8,DASSAULT SYSTEMES
d70fd275-fdad-48db-b3d5-60165e21dbf1,HERMES INTERNATIONAL,2322,,1.0,,25,HERMES INTERNATIONAL
d70fd275-fdad-48db-b3d5-60165e21dbf1,LEGRAND,1316,,14.0,,29,LEGRAND
d70fd275-fdad-48db-b3d5-60165e21dbf1,LVMH,6355,,10.0,,130,LVMH
d70fd275-fdad-48db-b3d5-60165e21dbf1,MICHELIN,1336,,42.0,,57,MICHELIN
d70fd275-fdad-48db-b3d5-60165e21dbf1,SAFRAN,3394,,16.0,,35,SAFRAN
d70fd275-fdad-48db-b3d5-60165e21dbf1,SAINT-GOBAIN,2314,,27.0,,48,SAINT GOBAIN
d70fd275-fdad-48db-b3d5-60165e21dbf1,SANOFI,3562,,38.0,,143,SANOFI
d70fd275-fdad-48db-b3d5-60165e21dbf1,SCHNEIDER ELECTRIC SE,6504,,27.0,,94,SCHNEIDER ELECTRIC
d70fd275-fdad-48db-b3d5-60165e21dbf1,THALES,1109,,8.0,,20,THALES
d70fd275-fdad-48db-b3d5-60165e21dbf1,VINCI,2194,,22.0,,113,VINCI
d70fd275-fdad-48db-b3d5-60165e21dbf1,AIRBUS,4179,,27.0,,76,AIRBUS
d70fd275-fdad-48db-b3d5-60165e21dbf1,STMICROELECTRONICS,922,,38.0,,14,STMICROELECTRONICS
d70fd275-fdad-48db-b3d5-60165e21dbf1,CREDIT AGRICOLE,31,,20.0,,0,CREDIT AGRICOLE
861d0c74-bf8d-4ee9-935b-349daa93d745,STMicroelectronics,2743,,65.0,,"12,64",STMICROELECTRONICS
861d0c74-bf8d-4ee9-935b-349daa93d745,AIRBUS,6652,,50.0,,"63,75",AIRBUS
80a95257-8f7d-4afc-acf5-02982c959bf5,ACCOR,800,,25.0,,0,ACCOR
80a95257-8f7d-4afc-acf5-02982c959bf5,BOUYGUES,625,,20.0,,0,BOUYGUES
80a95257-8f7d-4afc-acf5-02982c959bf5,DANONE,1500,,25.0,,0,DANONE
80a95257-8f7d-4afc-acf5-02982c959bf5,ENGIE,275,,25.0,,0,ENGIE
80a95257-8f7d-4afc-acf5-02982c959bf5,LVMH,6500,,10.0,,0,LVMH
80a95257-8f7d-4afc-acf5-02982c959bf5,SANOFI,2250,,25.0,,0,SANOFI
80a95257-8f7d-4afc-acf5-02982c959bf5,SOCIETE GENERALE,1850,,75.0,,0,SOCIETE GENERALE
80a95257-8f7d-4afc-acf5-02982c959bf5,TELEPERFORMANCE,1750,,5.0,,0,TELEPERFORMANCE
80a95257-8f7d-4afc-acf5-02982c959bf5,WORLDLINE,2000,,25.0,,0,WORLDLINE
8b62a480-e92e-46fa-a889-12417b8158e6,CARREFOUR,0,,0.0,titres vendus,0,CARREFOUR
8b62a480-e92e-46fa-a889-12417b8158e6,VIVENDI,0,,0.0,,0,VIVENDI
8b62a480-e92e-46fa-a889-12417b8158e6,AIRBUS,10276,,147.0,,0,AIRBUS
03173ff9-1ac9-428f-bc2c-a3cc6749d409,AXA,1558,0,72.0,"
        [Données non publiées]
    ",155,AXA
03173ff9-1ac9-428f-bc2c-a3cc6749d409,BNP Paribas,4802,0,96.0,"
        [Données non publiées]
    ",107,BNP PARIBAS
03173ff9-1ac9-428f-bc2c-a3cc6749d409,Engie,201,0,18.0,"
        [Données non publiées]
    ",9.54,ENGIE
03173ff9-1ac9-428f-bc2c-a3cc6749d409,SAFRAN,7615,0,66.0,"
        [Données non publiées]
    ",28,SAFRAN
03173ff9-1ac9-428f-bc2c-a3cc6749d409,SANOFI,1478,0,17.0,"
        [Données non publiées]
    ",54,SANOFI
03173ff9-1ac9-428f-bc2c-a3cc6749d409,AXA,108,0,5.0,Détention titres Guigue Gilbert,0,AXA
03173ff9-1ac9-428f-bc2c-a3cc6749d409,Orange,285,0,30.0,Détention titres Guigue Gilbert,0,ORANGE
1a9c2ae5-a44d-425b-bc05-e631bcb118a1,AIRBUS SE,13638,0,108.0,"
        [Données non publiées]
    ",0,AIRBUS
1a9c2ae5-a44d-425b-bc05-e631bcb118a1,AIR LIQUIDE,9377,0,162.0,"
        [Données non publiées]
    ",0,AIR LIQUIDE
1a9c2ae5-a44d-425b-bc05-e631bcb118a1,AXA,7380,0,264.0,"
        [Données non publiées]
    ",0,AXA
1a9c2ae5-a44d-425b-bc05-e631bcb118a1,BNP PARIBAS,12161,0,224.0,"
        [Données non publiées]
    ",0,BNP PARIBAS
1a9c2ae5-a44d-425b-bc05-e631bcb118a1,DANONE,5615,0,100.0,"
        [Données non publiées]
    ",0,DANONE
1a9c2ae5-a44d-425b-bc05-e631bcb118a1,KERING,3449,0,9.0,"
        [Données non publiées]
    ",0,KERING
1a9c2ae5-a44d-425b-bc05-e631bcb118a1,LVMH,25631,0,38.0,"
        [Données non publiées]
    ",0,LVMH
1a9c2ae5-a44d-425b-bc05-e631bcb118a1,MICHELIN,5548,0,198.0,"
        [Données non publiées]
    ",0,MICHELIN
1a9c2ae5-a44d-425b-bc05-e631bcb118a1,PERNOD RICARD,2847,0,17.0,"
        [Données non publiées]
    ",0,PERNOD RICARD
1a9c2ae5-a44d-425b-bc05-e631bcb118a1,SAFRAN,3823,0,26.0,"
        [Données non publiées]
    ",0,SAFRAN
1a9c2ae5-a44d-425b-bc05-e631bcb118a1,SAINT GOBAIN,3598,0,70.0,"
        [Données non publiées]
    ",0,SAINT GOBAIN
1a9c2ae5-a44d-425b-bc05-e631bcb118a1,SANOFI,10370,0,121.0,"
        [Données non publiées]
    ",0,SANOFI
1a9c2ae5-a44d-425b-bc05-e631bcb118a1,THALES,4731,0,34.0,"
        [Données non publiées]
    ",0,THALES
1a9c2ae5-a44d-425b-bc05-e631bcb118a1,TOTALENERGIES SE,24648,0,390.0,"
        [Données non publiées]
    ",0,TOTALENERGIES
1a9c2ae5-a44d-425b-bc05-e631bcb118a1,VEOLIA,4288,0,166.0,"
        [Données non publiées]
    ",0,VEOLIA
1a9c2ae5-a44d-425b-bc05-e631bcb118a1,VINCI,10239,0,98.0,"
        [Données non publiées]
    ",0,VINCI
48f4955a-0e39-4eb9-ba05-e4abb2a9f276,ENGIE,528,,48.0,,"2019 : 25,21€ net",ENGIE
48f4955a-0e39-4eb9-ba05-e4abb2a9f276,Air Liquide,24010,,175.0,,"2019 : 323,91€ net",AIR LIQUIDE
48f4955a-0e39-4eb9-ba05-e4abb2a9f276,Danone,6679,,120.0,,"2019 : 162,97€ net",DANONE
48f4955a-0e39-4eb9-ba05-e4abb2a9f276,LVMH,20295,,50.0,,2019 : 217€ net,LVMH
e7c49c27-f9bc-46d8-91fe-f22920bd0c4c,SAFRAN,2338,0,20.0,Le nombre total d'actions de la société ne nous est pas connu.,6€ en 2021,SAFRAN
e7c49c27-f9bc-46d8-91fe-f22920bd0c4c,SANOFI,3711,0,42.0,Le nombre total d'actions de la société ne nous est pas connu.,94€ en 2021,SANOFI
15ccb6eb-89aa-4574-bcc2-5de547cb4459,Air liquide,8407,,60.0,,0,AIR LIQUIDE
15ccb6eb-89aa-4574-bcc2-5de547cb4459,BNP PARIBAS,533,,10.0,,0,BNP PARIBAS
15ccb6eb-89aa-4574-bcc2-5de547cb4459,Crédit Agricole,128,,10.0,,0,CREDIT AGRICOLE
15ccb6eb-89aa-4574-bcc2-5de547cb4459,Schneider électric,14898,,112.0,,0,SCHNEIDER ELECTRIC
15ccb6eb-89aa-4574-bcc2-5de547cb4459,VINCI,6580,,72.0,,0,VINCI
15ccb6eb-89aa-4574-bcc2-5de547cb4459,vivendi,9396,,324.0,,0,VIVENDI
68e2d512-6224-4a22-b318-767e9136a783,AIR LIQUIDE,1458,,9.0,,Inconnue,AIR LIQUIDE
68e2d512-6224-4a22-b318-767e9136a783,ALSTOM,1234,,72.0,,Inconnue,ALSTOM
68e2d512-6224-4a22-b318-767e9136a783,SAFRAN,1223,,6.0,,Inconnue,SAFRAN
68e2d512-6224-4a22-b318-767e9136a783,SCHNEIDER ELECTRIC,911,,4.0,,Inconnue,SCHNEIDER ELECTRIC
68e2d512-6224-4a22-b318-767e9136a783,THALES,767,,5.0,,Inconnue,THALES
68e2d512-6224-4a22-b318-767e9136a783,SANOFI,661,,7.0,,Inconnue,SANOFI
68e2d512-6224-4a22-b318-767e9136a783,STMICROELECTRONICS,510,,13.0,,Inconnue,STMICROELECTRONICS
68e2d512-6224-4a22-b318-767e9136a783,VEOLIA,403,,14.0,,Inconnue,VEOLIA
68e2d512-6224-4a22-b318-767e9136a783,MICHELIN,276,,8.0,,Inconnue,MICHELIN
68e2d512-6224-4a22-b318-767e9136a783,AXA,256,,8.0,,Inconnue,AXA
68e2d512-6224-4a22-b318-767e9136a783,DANONE,233,,4.0,,Inconnue,DANONE
68e2d512-6224-4a22-b318-767e9136a783,ORANGE,189,,19.0,,Inconnue,ORANGE
f9b12cf6-463f-4dec-a1f8-4bd3819f1abc,AXA,1920,,60.0,"
        [Données non publiées]
    ",102 euros,AXA
b2f72a3f-f959-4c73-a864-e79f0ca284b7,SAFRAN,108,0,116.0,,12583,SAFRAN
b2f72a3f-f959-4c73-a864-e79f0ca284b7,AIRBUS,117,,7.0,,826,AIRBUS
d3017293-f174-432c-8462-1b41059f77d5,crédit agricole,5269,,3513.0,Parts sociales détenues en qualité de sociétaire de la banque mutualiste,"75 euros (1,5 %)",CREDIT AGRICOLE
3d6130f3-7eb1-4075-87c5-f18390b27475,Air Liquide,28402,,181.0,"
        [Données non publiées]
    ",528 € versés le 22/05/2024,AIR LIQUIDE
3d6130f3-7eb1-4075-87c5-f18390b27475,AXA,5594,,163.0,"
        [Données non publiées]
    ",322 € versés le 06/05/2024,AXA
3d6130f3-7eb1-4075-87c5-f18390b27475,BNP PARIBAS,5922,,100.0,"
        [Données non publiées]
    ",460 € versés le 23/05/2024,BNP PARIBAS
3d6130f3-7eb1-4075-87c5-f18390b27475,HERMES INTERNATIONAL,46440,,20.0,"
        [Données non publiées]
    ",430 € versés le 06/05/2024 + 70€ versés le 15/02/2024,HERMES INTERNATIONAL
3d6130f3-7eb1-4075-87c5-f18390b27475,LVMH,19065,,30.0,"
        [Données non publiées]
    ",225 € versés le 25/04/2024,LVMH
3d6130f3-7eb1-4075-87c5-f18390b27475,Schneider Electric,43362,,180.0,"
        [Données non publiées]
    ",630 € versés le 30/05/2024,SCHNEIDER ELECTRIC
3d6130f3-7eb1-4075-87c5-f18390b27475,Unibail-Rodamco-Westfield,500531,,6883.0,"
        [Données non publiées]
    ",Dividendes versés en 2024 (pas de versement en 2022 2023) : 25488 €,UNIBAIL RODAMCO WESTFIELD
f698cdfc-44cb-405c-a152-1450fc58332e,Air Liquide,843,,5.0,,81 €,AIR LIQUIDE
f698cdfc-44cb-405c-a152-1450fc58332e,Airbus,136,,1.0,,Aucune,AIRBUS
f698cdfc-44cb-405c-a152-1450fc58332e,Arcelormittal,533,,25.0,,Aucune,ARCELORMITTAL
f698cdfc-44cb-405c-a152-1450fc58332e,Axa,2522,,73.0,,144 €,AXA
f698cdfc-44cb-405c-a152-1450fc58332e,BNP Paribas,10767,,172.0,,791 €,BNP PARIBAS
f698cdfc-44cb-405c-a152-1450fc58332e,ENGIE,2501,,157.0,,98 €,ENGIE
f698cdfc-44cb-405c-a152-1450fc58332e,LVMH,1339,,2.0,,15 €,LVMH
f698cdfc-44cb-405c-a152-1450fc58332e,Michelin,1418,,40.0,,54 €,MICHELIN
f698cdfc-44cb-405c-a152-1450fc58332e,Orange,18708,,1786.0,,750 €,ORANGE
f698cdfc-44cb-405c-a152-1450fc58332e,Pernod Ricard,1036,,8.0,,18 €,PERNOD RICARD
f698cdfc-44cb-405c-a152-1450fc58332e,Societe Generale,1200,,55.0,,49 €,SOCIETE GENERALE
f698cdfc-44cb-405c-a152-1450fc58332e,STMICROELECTRONICS,715,,25.0,,1 €,STMICROELECTRONICS
f698cdfc-44cb-405c-a152-1450fc58332e,Thales,1333,,9.0,,23 €,THALES
f698cdfc-44cb-405c-a152-1450fc58332e,VINCI,2159,,20.0,,55 €,VINCI
93b27c64-bf9f-4ed1-88ad-6cf2d4090efb,Saint-Gobain,1631,,28.0,"
        [Données non publiées]
    ","37,24 € en juin 2021",SAINT GOBAIN
93b27c64-bf9f-4ed1-88ad-6cf2d4090efb,BNP Paribas,1331,,24.0,"
        [Données non publiées]
    ","26,64 € en mai 2021 37,20 € en septembre 2021",BNP PARIBAS
1a9c9275-27b8-455f-b478-d637d16422d2,BNP PARIBAS,4110,2,2.0,,0,BNP PARIBAS
1a9c9275-27b8-455f-b478-d637d16422d2,CARREFOUR,1832,1,135.0,,0,CARREFOUR
1a9c9275-27b8-455f-b478-d637d16422d2,ENGIE,1161,0,380.0,,0,ENGIE
1a9c9275-27b8-455f-b478-d637d16422d2,LVMH,6244,4,10.0,,0,LVMH
1a9c9275-27b8-455f-b478-d637d16422d2,ORANGE,2326,1,240.0,,0,ORANGE
1a9c9275-27b8-455f-b478-d637d16422d2,RENAULT,1620,1,35.0,,0,RENAULT
01e889f4-7c43-4f0a-a8bc-863cf13205cf,BNP PARIBAS,68087,0,1925.0,"Valorisation 30/06/2020 Enveloppe globale 
        [Données non publiées]
    ",0,BNP PARIBAS
01e889f4-7c43-4f0a-a8bc-863cf13205cf,ESSILORLUXOTTICA,82260,0,720.0,"Valorisation 30/06/2020 Enveloppe globale
        [Données non publiées]
    ",0,ESSILORLUXOTTICA
01e889f4-7c43-4f0a-a8bc-863cf13205cf,LVMH,277645,0,711.0,"Valorisation 30/06/2020 Enveloppe globale 
        [Données non publiées]
    ",0,LVMH
01e889f4-7c43-4f0a-a8bc-863cf13205cf,ORANGE,58856,0,5529.0,"Valorisation 30/06/2020 Enveloppe globale
        [Données non publiées]
    ",0,ORANGE
01e889f4-7c43-4f0a-a8bc-863cf13205cf,SANOFI,104882,0,1157.0,"Valorisation 30/06/2020 Enveloppe globale 
        [Données non publiées]
    ",0,SANOFI
01e889f4-7c43-4f0a-a8bc-863cf13205cf,SOCIETE GENERALE,48159,0,3254.0,"Valorisation 30/06/2020 Enveloppe globale 
        [Données non publiées]
    ",0,SOCIETE GENERALE
01e889f4-7c43-4f0a-a8bc-863cf13205cf,AIRBUS,1969,0,31.0,"Valorisation 30/06/2020 Enveloppe globale 
        [Données non publiées]
    ",0,AIRBUS
01e889f4-7c43-4f0a-a8bc-863cf13205cf,ALSTOM,3271,0,79.0,"Valorisation 30/06/2020 Enveloppe globale 
        [Données non publiées]
    ",0,ALSTOM
01e889f4-7c43-4f0a-a8bc-863cf13205cf,AXA,229821,0,12348.0,"Valorisation 30/06/2020 Enveloppe globale 
        [Données non publiées]
    ",0,AXA
01e889f4-7c43-4f0a-a8bc-863cf13205cf,CREDIT AGRICOLE,211560,0,25102.0,"Valorisation 30/06/2020 Enveloppe globale 
        [Données non publiées]
    ",0,CREDIT AGRICOLE
01e889f4-7c43-4f0a-a8bc-863cf13205cf,DASSAULT SYSTEMES,206899,0,1347.0,"Valorisation 30/06/2020 Enveloppe globale 
        [Données non publiées]
    ",0,DASSAULT SYSTEMES
01e889f4-7c43-4f0a-a8bc-863cf13205cf,ESSILORLUXOTTICA,167605,0,1467.0,"Valorisation 30/06/2020 Enveloppe globale 
        [Données non publiées]
    ",0,ESSILORLUXOTTICA
01e889f4-7c43-4f0a-a8bc-863cf13205cf,KERING,492482,0,1017.0,"Valorisation 30/06/2020 Enveloppe globale 
        [Données non publiées]
    ",0,KERING
01e889f4-7c43-4f0a-a8bc-863cf13205cf,LVMH,946963,0,2425.0,"Valorisation 30/06/2020 Enveloppe globale 
        [Données non publiées]
    ",0,LVMH
01e889f4-7c43-4f0a-a8bc-863cf13205cf,MICHELIN,2770,0,30.0,"Valorisation 30/06/2020 Enveloppe globale
        [Données non publiées]
    ",0,MICHELIN
01e889f4-7c43-4f0a-a8bc-863cf13205cf,ORANGE,36204,0,3401.0,"Valorisation 30/06/2020 Enveloppe globale 
        [Données non publiées]
    ",0,ORANGE
01e889f4-7c43-4f0a-a8bc-863cf13205cf,PERNOD RICARD,2521,0,18.0,"Valorisation 30/06/2020 Enveloppe globale 
        [Données non publiées]
    ",0,PERNOD RICARD
01e889f4-7c43-4f0a-a8bc-863cf13205cf,SAFRAN,2320,0,26.0,"Valorisation 30/06/2020 Enveloppe globale
        [Données non publiées]
    ",0,SAFRAN
01e889f4-7c43-4f0a-a8bc-863cf13205cf,SANOFI,117301,0,1294.0,"Valorisation 30/06/2020 Enveloppe globale
        [Données non publiées]
    
        [Données non publiées]
    ",0,SANOFI
01e889f4-7c43-4f0a-a8bc-863cf13205cf,SCHNEIDER ELECTRIC,130324,0,1318.0,"Valorisation 30/06/2020 Enveloppe globale
        [Données non publiées]
    ",0,SCHNEIDER ELECTRIC
01e889f4-7c43-4f0a-a8bc-863cf13205cf,SOCIETE GENERALE,58682,0,3965.0,"Valorisation 30/06/2020 Enveloppe globale 
        [Données non publiées]
    ",0,SOCIETE GENERALE
01e889f4-7c43-4f0a-a8bc-863cf13205cf,TELEPERFORMANCE,3163,0,14.0,"Valorisation 30/06/2020 Enveloppe globale
        [Données non publiées]
    ",0,TELEPERFORMANCE
01e889f4-7c43-4f0a-a8bc-863cf13205cf,WORLDLINE,1927,0,25.0,"Valorisation 30/06/2020 Enveloppe globale 
        [Données non publiées]
    ",0,WORLDLINE
4794faad-da62-40f8-a76d-8e05539adeb8,ENGIE,291634,,25777.0,"24927 actions personnelles et 850 par donation 
        [Données non publiées]
    ",9636 euros,ENGIE
4794faad-da62-40f8-a76d-8e05539adeb8,CREDIT AGRICOLE,3291,,348.0,"98 actions personnelles et 250 actions par donation 
        [Données non publiées]
    ",73 euros,CREDIT AGRICOLE
4794faad-da62-40f8-a76d-8e05539adeb8,CREDIT AGRICOLE,93,,61.0,Il s'agit de parts sociales,Néant,CREDIT AGRICOLE
4794faad-da62-40f8-a76d-8e05539adeb8,AXA,64668,,2808.0,Je suis nue propriétaire de ces actions.,Néant,AXA
