uuid,nomSociete,evaluation,capitalDetenu,nombreParts,commentaire,remuneration
64bbd8f9-11dd-4009-a969-da20c4895346,KLEPIERRE,927,,32,,47€34 POUR 2023
64bbd8f9-11dd-4009-a969-da20c4895346,M.R.M,740,,21,,37€80 POUR 2023
64bbd8f9-11dd-4009-a969-da20c4895346,RUBIS,386,,17,,22€87 POUR 2023
64bbd8f9-11dd-4009-a969-da20c4895346,SOCIETE GENERALE,887,,34,,40€49 POUR 2023
64bbd8f9-11dd-4009-a969-da20c4895346,TOTALENERGIES,804,,14,,21€33 POUR 2023
64bbd8f9-11dd-4009-a969-da20c4895346,WORLDLINE,65,,10,,0€ POUR 2023
81ea71d2-76d5-4463-bb4e-9ff3f392d4dd,SARL Editions Mordicus,1112,73,1112,Valeur des parts = 1 €,0
81ea71d2-76d5-4463-bb4e-9ff3f392d4dd,Les Piliers du Sud SA,1000,0,4,250 € l'action. 4 actions détenues,0
81ea71d2-76d5-4463-bb4e-9ff3f392d4dd,ROCPLAST,483,33,33,,0
729834ee-bd80-4a52-8980-dd5be96950f6,gaussin,13938,0,2300,,0
729834ee-bd80-4a52-8980-dd5be96950f6,archos,84,0,2600,,0
729834ee-bd80-4a52-8980-dd5be96950f6,klepiere,3173,0,170,,10.59
3ebc27b5-aa99-42cf-b66e-80f1887acf49,SCI [Données non publiées],39375,23,181,"SCI
        [Données non publiées]
    ",0
3ebc27b5-aa99-42cf-b66e-80f1887acf49,SCIC [Données non publiées],750,0,1,,0
3ebc27b5-aa99-42cf-b66e-80f1887acf49,Energie Partagée,309,0,1,,0
3ebc27b5-aa99-42cf-b66e-80f1887acf49,Raise Partner,9000,1,900,,0
3eef492f-c03a-4672-af83-5a76bb8ee4ed,créditcooperatif,46,0,2,,1€
e0929f13-2222-4790-990c-66ba6e3d0f88,GFA [Données non publiées],6200,100,62,Gérant majoritaire,0
02ef1e36-55e4-4beb-8749-d6929a12d957,SCM ALBS,1650,27,50,société civile de moyens professionelle,0
02ef1e36-55e4-4beb-8749-d6929a12d957,SCI [Données non publiées],5100,34,510,société civile immobilière,0
9f38740e-a5c2-47fc-95f3-fe22c5298577,OMAG-SUD AGRO-PERRET,5238,,73,"381,62 = année 2020","381,62"
876da7c7-dc73-4393-b374-216bcec7812c,New Age,699,,450,Actions en bourse sur PEA souscrites en 2021.,"Pas de rémunération, 
        [Données non publiées]
    "
54431259-7c85-410e-ae36-fc742bf3fc8e,SCI [Données non publiées] (société familiale),212150,45,90,"
        [Données non publiées]
    ",18 402 € (résultat d'exploitation)
54431259-7c85-410e-ae36-fc742bf3fc8e,SCI [Données non publiées],135000,45,90,"
        [Données non publiées]
    ",11 048 € (résultat d'exploitation)
a8f01278-da22-4e87-93fe-7f00d604b284,SOCIETE LOCALE D EPARGNE CAISSE D EPARGNE [Données non publiées],0,0,8,,"2 % PAR AN ENVIRON TITRES NON COTES 3,20 EUROS EN 2020"
0ab36bca-53ad-49eb-825b-c455c878c677,Le Parapheur,352000,45,22223,Le Parapheur est un logiciel web de traitement des courriers et des e-mails.,Pas de dividendes depuis la création de la société. L'ensemble des bénéfices a été injecté dans le recrutement de salariés.
077f7431-fd1c-4a81-9544-77d48bcd4a06,LCL [Données non publiées],5106,,48,,1 euro l’unite
077f7431-fd1c-4a81-9544-77d48bcd4a06,LCL [Données non publiées],5047,,36,,0
077f7431-fd1c-4a81-9544-77d48bcd4a06,LCL [Données non publiées],5526,,24,,18 euros unitaires
077f7431-fd1c-4a81-9544-77d48bcd4a06,CPR [Données non publiées],4746,,2,,0
077f7431-fd1c-4a81-9544-77d48bcd4a06,BFT [Données non publiées],4179,,40,,0
077f7431-fd1c-4a81-9544-77d48bcd4a06,SCI [Données non publiées],51,1,4401,"je suis nue propriétaire
        [Données non publiées]
    ",aucune
b50348f6-c835-438f-bfab-45d68b5e82f2,SARL [Données non publiées],1251229,100,500,"pour info la SARL 
        [Données non publiées]
     détient 80% de la SCI 
        [Données non publiées]
    , et 100% de la SAS 
        [Données non publiées]
    ",remuneration 2019 73 000€
d7e12ece-cc98-4660-9d87-d1e298328785,SOWEFUNDED AUXIVIA,400,0,400,,0
620aeff3-487f-4117-8826-16a35566550c,SCI [Données non publiées],22385,25,25,,0
a42ed352-3d9c-4018-8000-fcab900376ba,SCI [Données non publiées],58560,48,48,"
        [Données non publiées]
    ",0
6da4b4d2-0107-499d-8f1c-ec7f2bb9ee77,SCIC Plaine Energie Citoyenne,50,0,1,,0
5d0b1790-ccbb-4692-889f-30b2f7bc553b,SCP NIQUE SEGALEN PICHON,150000,70,70,COMPTE DE RESULTAT 2021 EN ATTENTE,2020 132539€
5d0b1790-ccbb-4692-889f-30b2f7bc553b,SCI [Données non publiées],190000,95,19,,10726€ Déclaration 2022
5d0b1790-ccbb-4692-889f-30b2f7bc553b,SCI [Données non publiées],90000,60,30,,2426€ Déclaration 2022
28e78c65-88c3-45f6-890e-884a4f5b29f8,SCI [Données non publiées],990,100,99,Monsieur Lisnard est nue propriétaire de 99 parts.,0
28e78c65-88c3-45f6-890e-884a4f5b29f8,ET ACT France C 4D,47857,,2368,Valorisation au 31/12/2021,0
28e78c65-88c3-45f6-890e-884a4f5b29f8,ETOIL EUR AC 03 29,5022,,49,Valorisation au 31/12/2021,0
e5b11275-8be1-47de-8fa8-13efa5408b1e,SCI [Données non publiées],119900,99,999,,Néant
9b1af0e1-7bf7-4d8a-9771-96dd2f93c59b,SCI [Données non publiées],180000,45,45,"
        [Données non publiées]
    ",0
008ab22a-71d8-41ef-aeaf-611aff5eee2b,SOCIETE LOCALE D EPARGNE CAISSE D EPARGNE [Données non publiées],0,0,8,,"2 % PAR AN ENVIRON TITRES NON COTES 3,20 EUROS EN 2020"
9afb2d74-a204-412d-b6ca-dc608772bcce,SARL SAINT ROZAIRE,0,100,500,,0
9afb2d74-a204-412d-b6ca-dc608772bcce,SARL PIERROT SPORTS,80000,50,400,,0
9afb2d74-a204-412d-b6ca-dc608772bcce,SCI [Données non publiées],221667,16,300,SCI soumise à l'IR,3653 € (2020)
9afb2d74-a204-412d-b6ca-dc608772bcce,SCI [Données non publiées],206264,50,2287,SCI soumise à l'IR,8888 € (2020)
9afb2d74-a204-412d-b6ca-dc608772bcce,BP AURA,320,0,1,,0
724bf8c0-54bf-43b9-8b8e-64a140b806e1,ORANGE,2148,0,100,PEA,0
a4ae6b4e-ed21-4570-9854-66f59bfbb716,SAS DIERS CONNEXION,510,51,51,"
        [Données non publiées]
     prestations de conseils et d'appuis techniques.",Dividendes
a4ae6b4e-ed21-4570-9854-66f59bfbb716,SCI [Données non publiées],250,25,25,un apport de capital d'une tierce personne/entreprise va bientôt avoir lieu,aucune; sci tout juste créée et encore non effective...
86323743-4076-4ae5-9a90-5676964764a6,SCI [Données non publiées],72000,40,4800,,-109
a56c5c87-6c29-4c50-9408-080221b56c09,EUROPOLITIS SARL UNIPERSONNELLE,10000,100,10000,,voir rubrique 2
b7b0f50a-f7aa-4176-8fa3-ba8a9dfa4898,Banque Populaire des Alpes,50,50,5,,0
7e344ba4-dd1f-4b98-b3d0-16987e819acc,SCI [Données non publiées],470,94,47,- La SCI se compose de 50 parts sociales au prix de 10euros la part dont je possède 47 parts.,Néant
7e344ba4-dd1f-4b98-b3d0-16987e819acc,SCI [Données non publiées],500,33,50,"Le capital social est fixé à 1500 euros, il est divisé en 150 parts de 10 euros par part. Mon apport global est de 150 euros.",NEANT
ee3f6706-f51e-4323-8436-b99f027871a1,SCI [Données non publiées],116686,50,50,Chiffres année 2019,0
ee3f6706-f51e-4323-8436-b99f027871a1,SCI [Données non publiées],86789,40,40,Chiffres année 2019,0
74d76dbe-0d9b-485d-9da6-cd5b5c9eb0d2,OPTIMUS SARL,2833,34,100,ANNEE 2018,78.892 euros net sur l'année 2018
eabcbe39-3b5a-4858-9ba7-072c97435149,SCI [Données non publiées],90402,50,320,"Je détiens 50 % des parts de la SCI 
        [Données non publiées]
     sans en avoir l'usufruit. Je ne perçois donc aucune rémunération.",0
2399e716-3b17-45b9-849a-5dc4761ffd36,PMA Patrimoine,1173,0,1,"
        [Données non publiées]
    ",0
2399e716-3b17-45b9-849a-5dc4761ffd36,BPMED,16192,1,1012,"part sociale BPMED Guy Armanet 
        [Données non publiées]
    ",192 58
2399e716-3b17-45b9-849a-5dc4761ffd36,BPMED,10128,1,633,"
        [Données non publiées]
    ",192.38
2399e716-3b17-45b9-849a-5dc4761ffd36,SCI [Données non publiées],113353,35,250,,0
2399e716-3b17-45b9-849a-5dc4761ffd36,SCI [Données non publiées],342095,48,68419,,0
5e524467-a33c-462e-bf50-407c1021bb04,Crédit Mutuel,15,0,1,,0
d08db142-9ae6-428e-87f9-fb008327e574,SCI [Données non publiées],110000,25,20,Société Civile Immobilière propriétaire d'un immeuble de bureaux à Caen (14).,Revenus fonciers nets année 2020 : 1733 euros
d08db142-9ae6-428e-87f9-fb008327e574,SFB SAS,100000,40,22140,,Dividendes nets perçus au titre de l'année 2020 : 27675 euros.
d08db142-9ae6-428e-87f9-fb008327e574,VEOLIA SA,41820,,1500,actions détenues dans le cadre d'un PEA,Dividendes perçus 2020 : 750 euros
d08db142-9ae6-428e-87f9-fb008327e574,AXA SA,22805,,1000,actions détenues dans le cadre d'un PEA,Dividendes perçus 2020 : 365 euros
d08db142-9ae6-428e-87f9-fb008327e574,CAP GEMINI,37020,,200,actions détenues dans le cadre du PEA,"Dividendes perçus 2020 : 270,00 euros"
d08db142-9ae6-428e-87f9-fb008327e574,FDJ,5772,,128,actions détenues dans le cadre d'un PEA,Dividendes perçus 2020 : 52.65 euros
d08db142-9ae6-428e-87f9-fb008327e574,CREDIT AGRICOLE SA,6272,,535,actions détenues dans le cadre d'un PEA,0
d8bf203d-5be2-464c-a812-722a458ca501,La société financière de la Nef,50040,,1668,,0
d8bf203d-5be2-464c-a812-722a458ca501,Energie Partagée,1274,,12,,26
d8bf203d-5be2-464c-a812-722a458ca501,Enercoop,100,,1,,0
d8bf203d-5be2-464c-a812-722a458ca501,Société Coopérative Plaine Energie Citoyenne,2000,,40,,0
d8bf203d-5be2-464c-a812-722a458ca501,FICAP,1000,,10,,0
d8bf203d-5be2-464c-a812-722a458ca501,SCOPELEC,2000,,20,,84
d8bf203d-5be2-464c-a812-722a458ca501,Agrimaine Méthanisation,2000,,20,,70
d8bf203d-5be2-464c-a812-722a458ca501,Terre de Liens,1035,,10,,0
d6a26eff-d33b-4265-8794-4239964ec724,SCI [Données non publiées],788074,0,0,55% en pleine propriété et 30% en usufruit,0
658ab943-ed4e-4a0e-8f02-fe6edbf1d154,SCI [Données non publiées],120000,40,20,"
        [Données non publiées]
    ",néant
dc4c1910-0293-43f6-a1e4-9795910de341,SOCIETE IMMOBILIERE [Données non publiées],0,,2,,110
eebf1210-e138-4dbf-8e16-6000bc8c9a10,ADP,538,,5,,10€98 POUR 2023
eebf1210-e138-4dbf-8e16-6000bc8c9a10,BOUYGUES,464,,16,,20€18 POUR 2023
eebf1210-e138-4dbf-8e16-6000bc8c9a10,KLEPIERRE,927,,32,,47€34 POUR 2023
eebf1210-e138-4dbf-8e16-6000bc8c9a10,M.R.M,740,,21,,37€80 POUR 2023
eebf1210-e138-4dbf-8e16-6000bc8c9a10,RUBIS,386,,17,,22€87 POUR 2023
eebf1210-e138-4dbf-8e16-6000bc8c9a10,SOCIETE GENERALE,887,,34,,40€49 POUR 2023
eebf1210-e138-4dbf-8e16-6000bc8c9a10,TOTALENERGIES,804,,14,,21€33 POUR 2023
eebf1210-e138-4dbf-8e16-6000bc8c9a10,WORLDLINE,65,,10,,0€ POUR 2023
67f0f6f7-6793-4303-9ca5-0765aa0c171e,EURL ESPRIT MEDIA,190000,99,99,"
        [Données non publiées]
    ",NEANT
67f0f6f7-6793-4303-9ca5-0765aa0c171e,SCI [Données non publiées],222000,50,50,"
        [Données non publiées]
    ",750€ MOIS DEPUIS OCT 2021
67f0f6f7-6793-4303-9ca5-0765aa0c171e,SCI [Données non publiées],70000,99,99,"
        [Données non publiées]
    ","932,40€/MOIS"
8935e128-c76f-4fa8-8d43-a4286765152b,[Données non publiées],151000,79,479,"SARL familiale 
        [Données non publiées]
    ",0
5ef9ca8a-7101-407b-aa8d-8507aa415a52,Credit Agricole,4618,,339,Pea juin 2023,355 95
5ef9ca8a-7101-407b-aa8d-8507aa415a52,Safran,17212,,85,Pea compte espèces juin 2023,114 75
5ef9ca8a-7101-407b-aa8d-8507aa415a52,Air Liquide,26153,,160,Pea - prime fidélité,469
5ef9ca8a-7101-407b-aa8d-8507aa415a52,Air Liquide,3105,,19,Pea compte espèces juin 23,53
5ef9ca8a-7101-407b-aa8d-8507aa415a52,Total,35229,,539,Pea (dividendes compte espèces juin 2023 et avril 23),770 77
5ef9ca8a-7101-407b-aa8d-8507aa415a52,Sanofi,3273,,36,Pea compte espèces 2023,128
5ef9ca8a-7101-407b-aa8d-8507aa415a52,Axa,5113,,160,Pea compte espèces juin 2023,272
5ef9ca8a-7101-407b-aa8d-8507aa415a52,Danone,21140,,361,Pea compte espèces 2023,722
5ef9ca8a-7101-407b-aa8d-8507aa415a52,Veolia Environnement,2712,,92,Pea compte espèces 3023,103
5ef9ca8a-7101-407b-aa8d-8507aa415a52,Saint Gobain cie,10904,,141,Pea Compte espèces 2023 (dividendes),282
5ef9ca8a-7101-407b-aa8d-8507aa415a52,Cap Gemini,1911,,10,Pea dividendes compte espèces PEA juin 23,32 50
5ef9ca8a-7101-407b-aa8d-8507aa415a52,Société Générale,1988,,84,Pea (dividendes compte espèces PEA juin 2023,142 80
5ef9ca8a-7101-407b-aa8d-8507aa415a52,BNP Paribas,12859,,202,Pea (dividendes compte espèces PEA juin 2023),787 80
5ef9ca8a-7101-407b-aa8d-8507aa415a52,Renault,5010,,100,Pea (dividendes compte espèces PEA mai 23),25
5ef9ca8a-7101-407b-aa8d-8507aa415a52,Orange,1779,,182,Pea,72 80
5ef9ca8a-7101-407b-aa8d-8507aa415a52,Engie,728,,51,Pea,71 80
5ef9ca8a-7101-407b-aa8d-8507aa415a52,Adp,955,,8,Pea (dividendes compte espèces PEA juin 23),25 04
5ef9ca8a-7101-407b-aa8d-8507aa415a52,Airbus se,6950,,51,Pea,0
5ef9ca8a-7101-407b-aa8d-8507aa415a52,Nokia,378,,105,Pea,6 15
5ef9ca8a-7101-407b-aa8d-8507aa415a52,ArcelorMittal,3244,,151,Pea,52 20
5ef9ca8a-7101-407b-aa8d-8507aa415a52,EUROAPI,2,,1,PEA,0
f3d2500b-9e85-44c1-a4e1-54c92f321044,SCI [Données non publiées],31649,33,69,,aucune
f3d2500b-9e85-44c1-a4e1-54c92f321044,SARL Hiriani,12186,40,40,,aucune
7af8c04c-b81f-463b-9aad-317f1f267560,demeures de Saone,15,,1,,0
49b3fc5e-e896-4cc8-88db-72749bf3ddcf,SCI [Données non publiées],112737,25,25,SCI familiale,1430 e
49b3fc5e-e896-4cc8-88db-72749bf3ddcf,Emiper,80,40,40,"Société sans bien, elle n'a jamais été active. 
        [Données non publiées]
    ",0
4378d42d-7891-40d8-b329-25e258f04225,Enercoop,100,1,1,Il s'agit d'une coopérative qui a pour but la promotion des énergies renouvelables. Aucun intérêt financier n'est reversé.,0
4378d42d-7891-40d8-b329-25e258f04225,Enargia,100,1,1,Il s'agit d'une coopérative dont le but est la promotion d'énergies renouvelables au Pays Basque. Aucun intérêt n'est versé.,0
4378d42d-7891-40d8-b329-25e258f04225,SCI [Données non publiées],1463,1,1,"
        [Données non publiées]
    ",0
b3faf281-cc2b-4110-8aa7-5b995c7aa994,Crédit agricole,20,,1,,0
0903734c-a692-480c-ac71-f8f1db57905c,DBS,5400,10,10,,0
d6777c17-c0cd-4d84-a7f2-3070f039f79a,DYMA'SANTE,3734,80,640,,0
d6777c17-c0cd-4d84-a7f2-3070f039f79a,SC [Données non publiées],5452,2,249,Dividendes perçus en 2023,1360
d6777c17-c0cd-4d84-a7f2-3070f039f79a,SCI [Données non publiées],16390,50,50,,0
d6777c17-c0cd-4d84-a7f2-3070f039f79a,SCI [Données non publiées],1,50,50,,0
4d361664-70ad-4850-9851-c0564427747c,MLK CONSULTING,20000,100,100,,0
0a65a3f4-68ea-4e51-b854-cc8aa534e213,SCI [Données non publiées],280000,50,50,,0
5d2b2864-d0ec-42d2-a4a9-68392955b909,Narya SAS,2500,5,2500,,0
5d2b2864-d0ec-42d2-a4a9-68392955b909,REPARIZY SAS,4250,85,4250,,0
f7b29060-05d4-4181-b635-1b36df27f76a,SCI [Données non publiées],500,25,25,,0
894b061d-0817-4ca9-adf1-38ea51d79552,SCI [Données non publiées],333200,50,120,Je possede: 16 parts en pleine propriete 80 parts en nue propriete 24 parts en usufruit,5615 en 2019
e19e4939-5422-482b-9d59-6e6c0b152a28,Altria Group,1227,,30,,quelques euros
e19e4939-5422-482b-9d59-6e6c0b152a28,Kraft Heinz,197,,6,,quelques euros
e19e4939-5422-482b-9d59-6e6c0b152a28,L'Oréal,3849,,10,,quelques euros
e19e4939-5422-482b-9d59-6e6c0b152a28,Modelez int,1068,,20,,quelques euros
e19e4939-5422-482b-9d59-6e6c0b152a28,Nestlé,31783,,300,,quelques centaines d'euros
e19e4939-5422-482b-9d59-6e6c0b152a28,Philip Morris,2530,,30,,quelques euros
e19e4939-5422-482b-9d59-6e6c0b152a28,LBPAM [Données non publiées],1782,,15,,quelques euros
e19e4939-5422-482b-9d59-6e6c0b152a28,LBPAM [Données non publiées],8398,,29,,quelques euros
e19e4939-5422-482b-9d59-6e6c0b152a28,SCI [Données non publiées],92160,,32,,12000
e19e4939-5422-482b-9d59-6e6c0b152a28,SCI [Données non publiées],33600,0,8,parts détenues en nue-propriété,0
1c28f6b3-1863-4a00-9f81-faeb6dfaca30,SCI [Données non publiées],500,50,100,,0
1c28f6b3-1863-4a00-9f81-faeb6dfaca30,SCI [Données non publiées],20,2,25,ELEMENTS AU 1ER JANVIER 2017,0
1c28f6b3-1863-4a00-9f81-faeb6dfaca30,SCI [Données non publiées],155,0,1,DÉCLARATION AU 1ER JANVIER 2017,0
1c28f6b3-1863-4a00-9f81-faeb6dfaca30,SCI [Données non publiées],2500,25,25,Declaration au 1er janvier 2017,0
1c28f6b3-1863-4a00-9f81-faeb6dfaca30,PEA NOKIA,12,,556,COMPTE AU 1ER JANVIER 2017,Valorisation 2538
1c28f6b3-1863-4a00-9f81-faeb6dfaca30,PEA CA,10,,228,AU 1er janvier 2017,"VALORISATION 2685,84"
1c28f6b3-1863-4a00-9f81-faeb6dfaca30,PEA ATOS,66,,113,AU 1er janvier 2017,Valorisation 11326
1c28f6b3-1863-4a00-9f81-faeb6dfaca30,PEA TF1,40,,150,au 1ER JANVIER 2017,"1417,63"
1c28f6b3-1863-4a00-9f81-faeb6dfaca30,PEA CARREFOUR,33,,275,au 1ER JANVIER 2017,"6294,75"
1c28f6b3-1863-4a00-9f81-faeb6dfaca30,PEA TOTAL,33,,454,AU 1er janvier 2018,22 118
1c28f6b3-1863-4a00-9f81-faeb6dfaca30,PEA BOUYGUES,34,,197,AU 1er janvier 2017,"6706,87"
1c28f6b3-1863-4a00-9f81-faeb6dfaca30,AXA,15,,1100,AU 1er janvier 17,"26 363,50"
1c28f6b3-1863-4a00-9f81-faeb6dfaca30,PEA DANONE,39,,124,Au 1er janvier 17,"7464,80"
1c28f6b3-1863-4a00-9f81-faeb6dfaca30,PEA KERING,166,,34,AU 1er janvier 2017,"7252,20"
1c28f6b3-1863-4a00-9f81-faeb6dfaca30,ESSILOR INTL,24,,283,au 1ER JANVIER 2017,"30380,05"
1c28f6b3-1863-4a00-9f81-faeb6dfaca30,CAP GEMINI,44,,78,au 1ER JANVIER 2017,"6251,70"
1c28f6b3-1863-4a00-9f81-faeb6dfaca30,VIVENDI,44,,230,au 1ER JANVIER 2017,"2524,23"
1c28f6b3-1863-4a00-9f81-faeb6dfaca30,SOCIETE GENERALE,47,,54,au 1ER JANVIER 2017,"2524,23"
1c28f6b3-1863-4a00-9f81-faeb6dfaca30,BNP PARIS BAS,47,,221,au 1ER JANVIER 2017,"13 381,55"
1c28f6b3-1863-4a00-9f81-faeb6dfaca30,ORANGE,24,,95,au 1ER JANVIER 2017,"1371,33"
1c28f6b3-1863-4a00-9f81-faeb6dfaca30,ENGIE,27,,141,au 1ER JANVIER 2018,"1708,92"
1c28f6b3-1863-4a00-9f81-faeb6dfaca30,SUEZ,0,,38,AU 1er janvier 2017,"532,57"
1c28f6b3-1863-4a00-9f81-faeb6dfaca30,VALEO,12,,654,AU 1er janvier 2017,"1708,92"
1c28f6b3-1863-4a00-9f81-faeb6dfaca30,VALEO,12,,654,AU 1er janvier 2018,"37 714,94"
1c28f6b3-1863-4a00-9f81-faeb6dfaca30,CGG RGPT,125,,30,AU 1er janvier 2017,"411,30"
1c28f6b3-1863-4a00-9f81-faeb6dfaca30,SCPI Credit mutuel pierre,25171,,96,au 1er janvier 2017 PARTS SOCIALES DU CREDIT MUTUEL 85 EUROS,"21024,00"
ec2ff9ba-4648-4f28-88cf-bb72ee656c2a,Crédit Mutuel,29011,0,27917,,601
f8e3896f-6c89-4731-8d56-9972af5eec22,[Données non publiées],228026,50,442,"SCI
        [Données non publiées]
    ",0
f8e3896f-6c89-4731-8d56-9972af5eec22,SAS CVPConseil,105674,100,100,,Dividendes au titre de : l'exercice 2024 : 30000 euros
273613e8-c0c5-4e59-ac95-5d49304f6fac,Société générale,9720,0,400,,220
273613e8-c0c5-4e59-ac95-5d49304f6fac,BNP Paribas,1900,0,38,,29
f55ab453-6093-4792-a15a-f0b0937c69d6,SCI [Données non publiées],990,100,99,Monsieur Lisnard est nue propriétaire de 99 parts.,0
a3b1ee84-cf5f-474f-9ee1-92591c9aa4c8,SCI [Données non publiées],876116,97,5150,,0
a3b1ee84-cf5f-474f-9ee1-92591c9aa4c8,SCI [Données non publiées],9999,33,7,,0
a3b1ee84-cf5f-474f-9ee1-92591c9aa4c8,[Données non publiées],292632,99,998,,0
a3b1ee84-cf5f-474f-9ee1-92591c9aa4c8,SCI [Données non publiées],118872,33,40,,0
a3b1ee84-cf5f-474f-9ee1-92591c9aa4c8,SCI [Données non publiées],293,0,1,,0
a3b1ee84-cf5f-474f-9ee1-92591c9aa4c8,SCI [Données non publiées],556,0,1,,0
a3b1ee84-cf5f-474f-9ee1-92591c9aa4c8,SCI [Données non publiées],595,0,1,,0
a3b1ee84-cf5f-474f-9ee1-92591c9aa4c8,SCI [Données non publiées],324,0,1,,0
a3b1ee84-cf5f-474f-9ee1-92591c9aa4c8,SCI [Données non publiées],690,0,1,,0
a3b1ee84-cf5f-474f-9ee1-92591c9aa4c8,SCI [Données non publiées],762,0,1,,0
a3b1ee84-cf5f-474f-9ee1-92591c9aa4c8,SCI [Données non publiées],705277,99,998,,0
a3b1ee84-cf5f-474f-9ee1-92591c9aa4c8,COVIVIO,6832,0,88,,221.77€ du 01/01/2021 au 06/09/2021
a3b1ee84-cf5f-474f-9ee1-92591c9aa4c8,GETLINK SE,2907,0,212,,7.43€ du 01/01/2021 au 06/09/2021
74802316-f587-45d6-967b-b71c6684b534,SCI [Données non publiées],1000,50,100,,Neant
0f340aca-d3b2-47b9-9f66-5af4652f93e9,SC [Données non publiées],1050000,50,51175,,0
0f340aca-d3b2-47b9-9f66-5af4652f93e9,SCI [Données non publiées],79018,50,50,,6700
0f340aca-d3b2-47b9-9f66-5af4652f93e9,SCI [Données non publiées],6500,1,1,,0
0f340aca-d3b2-47b9-9f66-5af4652f93e9,SCI [Données non publiées],120,0,1,,0
0f340aca-d3b2-47b9-9f66-5af4652f93e9,SCI [Données non publiées],108864,36,36,,0
0f340aca-d3b2-47b9-9f66-5af4652f93e9,SCI [Données non publiées],0,50,50,Aucun patrimoine à l'actif,0
0f340aca-d3b2-47b9-9f66-5af4652f93e9,SCI [Données non publiées],10,1,1,,0
0f340aca-d3b2-47b9-9f66-5af4652f93e9,SCI [Données non publiées],0,1,1,Aucun bien au patrimoine de la société,0
0f340aca-d3b2-47b9-9f66-5af4652f93e9,AIR FRANCE KLM,42,,11,"11 actions AIR FRANCE - KLM 
        [Données non publiées]
    ",0
0f340aca-d3b2-47b9-9f66-5af4652f93e9,SCI [Données non publiées],1525,1,1,,0
0f340aca-d3b2-47b9-9f66-5af4652f93e9,JENBARD INVEST,45000,50,4500,,0
e323926a-10d0-40dd-87da-f2f0504532e4,KerRiv SAS,298000,40,40,"
        [Données non publiées]
    ",0
e323926a-10d0-40dd-87da-f2f0504532e4,[Données non publiées] SCI,40000,40,40,"
        [Données non publiées]
    ",0
e323926a-10d0-40dd-87da-f2f0504532e4,GFA [Données non publiées],275000,55,55,"
        [Données non publiées]
    ",0
7cf58839-8e46-4d5c-bb3e-30b9fe689a5c,public partner,3183,80,800,aucun dividende perçu depuis 2014.,uniquement salaires de pdt de la sas Public partner.
5b054b89-7417-466d-aa6f-2cd03d796c74,SCI [Données non publiées],250,50,500,"
        [Données non publiées]
    ",aucune
4de81c2b-9f85-4bf1-b845-4829c8359500,Credit Agricole [Données non publiées],0,50,51,"
        [Données non publiées]
    ",1 €
4284353f-7697-454e-b2e1-243f067cd554,SCI [Données non publiées],360000,45,3990,,0
5d12ecc2-3763-486e-ab05-4dda694c0128,orcom-oc,28800000,51,145361,,1998243 dividendes 99495 remuneration
5d12ecc2-3763-486e-ab05-4dda694c0128,[Données non publiées],9980000,75,173471,,990000 dividendes
5d12ecc2-3763-486e-ab05-4dda694c0128,[Données non publiées],2400000,44,1110,,718800 dividendes
5d12ecc2-3763-486e-ab05-4dda694c0128,sci [Données non publiées],4500450,73,73,,24500 dividendes
5d12ecc2-3763-486e-ab05-4dda694c0128,sci [Données non publiées],2506194,44,44,,revenu foncier 52838
714da41a-03aa-4671-82c8-cd57e831d77f,SCI [Données non publiées],1518,99,253,Il s'agit d'un résultat imposable et non d'une rémunération,O
714da41a-03aa-4671-82c8-cd57e831d77f,SCI [Données non publiées],133340,33,50,Il s'agit d'un résultat imposable et non d'une rémunération,8794
714da41a-03aa-4671-82c8-cd57e831d77f,SCI [Données non publiées],10,1,1,,0
2874e47c-ffad-44a8-97f6-c95448a82373,SCI [Données non publiées],20,2,20,,0
2874e47c-ffad-44a8-97f6-c95448a82373,SCI [Données non publiées],30,33,30,,0
cba83878-c4dc-473f-9c4f-a8b172297b9b,3J FINANCE,950000,90,90,holding familial détenant DES LIS CHOCOLAT,0
cba83878-c4dc-473f-9c4f-a8b172297b9b,SCI [Données non publiées],450000,99,99,"SCI 
        [Données non publiées]
    ",60000 euros de loyers perçus
69f59d7f-8235-4dc2-aa9f-2abdc0b0262e,Néant,0,0,0,,Néant
ee801bb8-8ea3-484c-98a3-dac93465d25f,Banque Populaire [Données non publiées],5136,,321,"Parts sociales : 321 parts à 16 € = 5136 € Je perçois des intérêts sur les parts sociales de 1,25%",63 €
d07205b6-1dd4-4ab3-bf69-6d5da1c30d9e,AIR LIQUIDE,6588,,49,DETENUES DANS LE CADRE D'UN PEA Les dividendes ne sont pas prélevés et restent sur le compte PEA,0
d07205b6-1dd4-4ab3-bf69-6d5da1c30d9e,NESTLE,31449,0,310,DETENUES DANS LE CADRE D'UN PEA Les dividendes ne sont pas prélevés et restent sur le compte PEA,0
d07205b6-1dd4-4ab3-bf69-6d5da1c30d9e,SCI [Données non publiées],415000,100,16786,"parts détenues en usufruit 
        [Données non publiées]
    ",0
d07205b6-1dd4-4ab3-bf69-6d5da1c30d9e,SCI [Données non publiées],250000,24,25,"
        [Données non publiées]
    ",0
d07205b6-1dd4-4ab3-bf69-6d5da1c30d9e,SCI [Données non publiées],128750,12,12,"
        [Données non publiées]
    ",0
