uuid,nomSociete,evaluation,capitalDetenu,nombreParts,commentaire,remuneration,clean_name,GICS Sector,GICS Sub-Industry
0e6f4a82-be1d-4f0a-9434-a879209c72ef,SARL Hiriani,335,40,40.0,,aucune,SARL HIRIANI,,
49c844a6-643c-44f8-8539-6bd0432388bc,Aucun,0,0,0.0,,0,AUCUN,,
26188c78-dc26-489c-9552-0c9fb3ed5d7b,LA NEF,90,0,3.0,,0,LA NEF,,
4ba2a7bf-06b3-44a7-b6db-957050804ac6,FMI,1,99,1.0,,NÉANT,FMI,,
1ccd5fd2-2341-49b1-a376-c1fefda6d110,CREDIT AGRICOLE,1227,0,1227.0,,1,CREDIT AGRICOLE,,
cce9b75a-8b0d-43f7-93d7-c8cacf85f65a,Casden,17,,2.0,"
        [Données non publiées]
    ",0,CASDEN,,
cce9b75a-8b0d-43f7-93d7-c8cacf85f65a,Casden,374,,44.0,"
        [Données non publiées]
    ",0,CASDEN,,
f51c8c5e-ee89-4870-a039-274347dfe33a,SA HLM RURALE DE L'EURE,20,0,100.0,Aucune rémunération ni dividende n'est versée dans le cadre de la SA HLM Rurale de l'Eure,0,SA HLM RURALE DE L EURE,,
eaeac41a-7715-4898-b753-41ba3dc2a0b1,EDF,2464,,224.0,,0,EDF,,
eaeac41a-7715-4898-b753-41ba3dc2a0b1,TOTAL,2789,,72.0,,49,TOTAL,,
f11788c0-f3ad-4d41-81c0-ab16855ddb5f,Enercoop,100,,1.0,"j'ai une part de la SCIC Enercoop 
        [Données non publiées]
    ",0,ENERCOOP,,
f11788c0-f3ad-4d41-81c0-ab16855ddb5f,club Cigale coup de main,580,,0.0,"Je participe à un club d'investisseur solidaire ""Cigales"" qui prete de l'argent ou investit auprès des entrepreneurs salariés de la CAE Elan créateur",0,CLUB CIGALE COUP DE MAIN,,
9ff2ae77-8370-4ecd-a57d-22ad19c4fcb2,DERICHEBOURG SA,5000,,500.0,,0,DERICHEBOURG,,
9ff2ae77-8370-4ecd-a57d-22ad19c4fcb2,GENFIT,807,,220.0,,0,GENFIT,,
9ff2ae77-8370-4ecd-a57d-22ad19c4fcb2,SOCIETE GENERALE,2665,,100.0,,0,SOCIETE GENERALE,,
9ff2ae77-8370-4ecd-a57d-22ad19c4fcb2,TOTAL ENERGIE SE,3754,,100.0,,0,TOTAL ENERGIE,,
336e5bc6-07a7-49e6-b4de-907633147d90,clinique vétérinaire ARMONIA SA,75000,16,75000.0,transformation de la Selarl ARMONIA en Clinique vétérinaire Armonia SA le 05 janvier 2021.,néant,CLINIQUE VETERINAIRE ARMONIA,,
8aebaeed-6a53-4eb8-abf8-1e8d68cbf6c6,GROUPE PEZZETTA,1171949,47,16899.0,,0,GROUPE PEZZETTA,,
8aebaeed-6a53-4eb8-abf8-1e8d68cbf6c6,HOLDING PEZZETTA,167515,25,2647.0,,0,HOLDING PEZZETTA,,
0c8221bd-1569-498e-8d20-16111ed987d2,Orange,786,,84.0,,51,ORANGE,,
0c8221bd-1569-498e-8d20-16111ed987d2,Airbus,6926,,54.0,,0,AIRBUS,,
0c8221bd-1569-498e-8d20-16111ed987d2,Française des Jeux,4070,,128.0,,0,FRANCAISE DES JEUX,,
f88d41aa-ec50-4538-809e-73f8e4cac085,IB2 SAS,1155640,1,3236.0,"
        [Données non publiées]
    ",0,IB2,,
f88d41aa-ec50-4538-809e-73f8e4cac085,Enodo Games SAS,16009,2,2000.0,"
        [Données non publiées]
    ",0,ENODO GAMES,,
f88d41aa-ec50-4538-809e-73f8e4cac085,SIGFOX SA,35532,0,700.0,"
        [Données non publiées]
    ",0,SIGFOX,,
f88d41aa-ec50-4538-809e-73f8e4cac085,CAL-I SAS,1236,100,40000.0,"
        [Données non publiées]
    ",0,CAL I,,
cbfb84a0-2600-490f-a083-903148d48b0e,S.A.R.L. M.F.V.M.,26358,50,250.0,,0,S A R L M F V M,,
a0e72108-b51a-4d40-b21e-113a793e597a,Wavestone,840,,41.0,,0,WAVESTONE,,
412fdffc-69c7-4578-997a-52056d407ee1,Société centrale de crédit immobilier,0,,1.0,,0,SOCIETE CENTRALE DE CREDIT IMMOBILIER,,
9d6b17e5-b986-4e95-a807-c62f40d5df52,SCOP Oxalis,240,0,15.0,"
        [Données non publiées]
    ",0,SCOP OXALIS,,
29fa39e0-2f96-43aa-8bda-c2ec99344935,Alpes Autopartage (Citiz Alpes Loire),750,0,1.0,"Alpes Autopartage 
        [Données non publiées]
    ",0,ALPES AUTOPARTAGE CITIZ ALPES LOIRE,,
87ecb86d-84ed-4311-8abd-803221566220,SAS NB IMMOBILIER,50000,100,500.0,,0,SAS NB IMMOBILIER,,
27ec313c-0235-459d-8095-fc506edf57f5,Coopérative Les Spots,100,,2.0,,Aucune,COOPERATIVE LES SPOTS,,
940f15f2-ca2d-4f20-bb92-442a44661952,SISA Maison de santé de l'olivier,10,,1.0,,0,SISA MAISON DE SANTE DE L OLIVIER,,
78bc75a0-dbbc-41a5-8255-49d4749b09a4,SPFPLA ATLANTIC JURIS VENDEE ANJOU,1153,33,50.0,,pas de rémunération en tant que gérant à ce jour. Pour l'année 2020 une rémunération annuelle de 1500 € a été envisagée selon le résultat,SPFPLA ATLANTIC JURIS VENDEE ANJOU,,
39a3546f-24e5-41d0-88e3-fbaab76c0175,SARL Magasin Vahine,4166,51,510.0,"
        [Données non publiées]
    ",45000,SARL MAGASIN VAHINE,,
9d40b172-3c91-493b-8d00-23586e21576f,Ibiza Paco SL,185000,50,50.0,,Néant,IBIZA PACO SL,,
2ab57150-14cd-48ba-abbf-52c8aebbdf74,Energie Coopérative du Ponant,300,,3.0,C'est une SCIC,0,ENERGIE COOPERATIVE DU PONANT,,
9323a6fa-0f53-43cb-bf12-6e88475c75a1,Getlink,4238,,260.0,,24,GETLINK,,
9323a6fa-0f53-43cb-bf12-6e88475c75a1,STMicroelectronics,2743,,65.0,,12.64,STMICROELECTRONICS,,
9323a6fa-0f53-43cb-bf12-6e88475c75a1,AIRBUS,6652,,50.0,,63.75,AIRBUS,,
9323a6fa-0f53-43cb-bf12-6e88475c75a1,Stellantis,2266,,120.0,,0,STELLANTIS,,
d1063587-a619-4c9a-ba25-d7a19c940db5,Michelin,760,,20.0,La division par quatre du nominal des actions constitutives du capital de Michelin a été effectuée le 16 juin 2022. Les 5 titres détenus sont donc devenus 20 titres (=4x5).,Pas de rémunération autre que le dividende annuel de la société cotée  versé aux actionnaires pour l'exercice écoulé.,MICHELIN,,
d1063587-a619-4c9a-ba25-d7a19c940db5,Continental,2053,,34.0,,Pas de rémunération autre que le dividende annuel de la société cotée  versé aux actionnaires pour l'exercice écoulé. Titres détenus dans le cadre d'un PEA.,CONTINENTAL,,
ddd67c63-32c4-4b0d-9e97-10975dec7656,SARL GOKAN,250000,100,100.0,,40000,SARL GOKAN,,
ddd67c63-32c4-4b0d-9e97-10975dec7656,RIVALA,199,19,199.0,,0,RIVALA,,
de997da6-3689-4251-9d10-41e33e7e5e92,sarl sbct,6930,90,500.0,,9600,SARL SBCT,,
de997da6-3689-4251-9d10-41e33e7e5e92,sasu eco'leau,720,100,500.0,,0,SASU ECO LEAU,,
de997da6-3689-4251-9d10-41e33e7e5e92,sasu le petit ecolo,16247,100,50.0,,0,SASU LE PETIT ECOLO,,
9ff9296c-794c-4a16-aca6-bc432629d323,SAVERIU INVESTISSEMENTS,4729905,100,425.0,,NEANT,SAVERIU INVESTISSEMENTS,,
9ff9296c-794c-4a16-aca6-bc432629d323,FRUTICOR,1841840,24,616.0,,85637,FRUTICOR,,
9ff9296c-794c-4a16-aca6-bc432629d323,SAVERIU AGRI,295115,50,82905.0,,0,SAVERIU AGRI,,
9ff9296c-794c-4a16-aca6-bc432629d323,SAVERIU IMMOBILIER,95,1,1.0,,NEANT,SAVERIU IMMOBILIER,,
f5f8031a-536a-4954-ab56-bbc79db77e9e,SCM ALBS,1650,27,50.0,société civile de moyens professionelle,0,SCM ALBS,,
620b777c-ad5f-467d-addf-9a4d991bdfe0,ATOUT OPPORTUNITE FCP,9865,35,909.0,"SICAV ET FCP Compte titre
        [Données non publiées]
    ",-384.40,ATOUT OPPORTUNITE FCP,,
88f1aba5-479a-43ae-ba84-38a17145ddde,PEA,25080,,343.0,"En ce qui concerne l'évaluation de la participation financière, le montant indiqué porte sur 2022. 
        [Données non publiées]
    
        [Données non publiées]
    ",3940,PEA,,
2268bf10-66da-4789-9d6f-859156c26bbc,SARL LA BORDE,234393,98,20042.0,Actif net de la société au bilan de clôture.,0,SARL LA BORDE,,
2268bf10-66da-4789-9d6f-859156c26bbc,SA DE FRANCIERES,1640,0,41.0,"
        [Données non publiées]
     Il s'agit d'une société du secteur de la culture de céréales et légumineuses",0,SA DE FRANCIERES,,
2268bf10-66da-4789-9d6f-859156c26bbc,AUTRES PARTICIPATIONS : NEANT,0,0,0.0,"
        [Données non publiées]
    ",0,AUTRES PARTICIPATIONS NEANT,,
df0f3f1c-4d3e-41fe-808e-2e1e6022d34e,AIR FRANCE,11,,3.0,,0,AIR FRANCE,,
df0f3f1c-4d3e-41fe-808e-2e1e6022d34e,VIVENDI,313,,10.0,,0,VIVENDI,,
df0f3f1c-4d3e-41fe-808e-2e1e6022d34e,CORUM XL,48492,,248.0,,5170 € de rémunération depuis le début du contrat soit avril 2022 dont 1646 au titre de l année 2023,CORUM XL,,
6fd3d060-ebcb-45ca-844f-f92785a9f7f2,Concept Footwear Solution SAS,2418,0,100.0,,aucune,CONCEPT FOOTWEAR SOLUTION,,
768d3675-f4c1-4853-ad77-3d285dbb1984,SARL FAMILY,1800,60,180.0,,0,SARL FAMILY,,
768d3675-f4c1-4853-ad77-3d285dbb1984,SARL LA CONCIERGERIE,1500,50,150.0,,0,SARL LA CONCIERGERIE,,
81fa3ce2-27cd-464b-a4b4-cfc3b1b2aedc,CRCAMR,1383,0,904.0,,19,CRCAMR,,
d5844eb7-87af-4eaf-bc97-6dd4e31241d1,SCHNEIDER ELECTRIC,31047,,234.0,,417,SCHNEIDER ELECTRIC,,
d5844eb7-87af-4eaf-bc97-6dd4e31241d1,BNP PARIBAS,5496,,104.0,,30,BNP PARIBAS,,
d5844eb7-87af-4eaf-bc97-6dd4e31241d1,ENGIE,876,,76.0,,0,ENGIE,,
263956ae-95a9-4b05-ad46-000c7e6b80f8,ADP,1757,,16.0,,0,ADP,,
263956ae-95a9-4b05-ad46-000c7e6b80f8,CCAPYRENEESGASCOGNE,8546,,20.0,,0,CCAPYRENEESGASCOGNE,,
263956ae-95a9-4b05-ad46-000c7e6b80f8,CREDITAGRICOLESA,1557,,150.0,,0,CREDITAGRICOLESA,,
263956ae-95a9-4b05-ad46-000c7e6b80f8,GETLINK,1993,,147.0,,0,GETLINK,,
d03547aa-1ef9-4808-a4a1-7d25cbff9e23,veolia environnement,254,,10.0,"Plan d'epargnes en action 
        [Données non publiées]
    ",0,VEOLIA ENVIRONNEMENT,,
d03547aa-1ef9-4808-a4a1-7d25cbff9e23,Valnesa SE,501,,45.0,"Plan d'epargnes en action 
        [Données non publiées]
    ",0,VALNESA,,
609e82ed-45d1-4cd0-8c35-87de9ca9f068,FDJ,23400,0,615.0,,762,FDJ,,
609e82ed-45d1-4cd0-8c35-87de9ca9f068,Erytech pharma,163,0,175.0,,O,ERYTECH PHARMA,,
609e82ed-45d1-4cd0-8c35-87de9ca9f068,Faurecia,1795,0,90.0,,90,FAURECIA,,
609e82ed-45d1-4cd0-8c35-87de9ca9f068,TEPFR,25000,0,160.0,,384,TEPFR,,
609e82ed-45d1-4cd0-8c35-87de9ca9f068,Ralye,78,0,51.0,,O,RALYE,,
609e82ed-45d1-4cd0-8c35-87de9ca9f068,SGEF,10000,0,95.0,,193,SGEF,,
609e82ed-45d1-4cd0-8c35-87de9ca9f068,VIE,8800,0,310.0,,217,VIE,,
609e82ed-45d1-4cd0-8c35-87de9ca9f068,Benteau,4500,0,300.0,,0,BENTEAU,,
609e82ed-45d1-4cd0-8c35-87de9ca9f068,X fab,4300,0,500.0,,0,X FAB,,
609e82ed-45d1-4cd0-8c35-87de9ca9f068,CAGR,6238,0,600.0,,480,CAGR,,
609e82ed-45d1-4cd0-8c35-87de9ca9f068,URW,1200,0,26.0,,0,URW,,
609e82ed-45d1-4cd0-8c35-87de9ca9f068,ORP,1500,0,760.0,,0,ORP,,
609e82ed-45d1-4cd0-8c35-87de9ca9f068,ACCP,6000,0,200.0,,0,ACCP,,
609e82ed-45d1-4cd0-8c35-87de9ca9f068,ADP,20500,0,158.0,,0,ADP,,
609e82ed-45d1-4cd0-8c35-87de9ca9f068,vallourec,220,0,19.0,,0,VALLOUREC,,
609e82ed-45d1-4cd0-8c35-87de9ca9f068,CAPP,24000,0,150.0,,312,CAPP,,
609e82ed-45d1-4cd0-8c35-87de9ca9f068,Aramis,360,0,100.0,,0,ARAMIS,,
609e82ed-45d1-4cd0-8c35-87de9ca9f068,Glencore,4700,0,900.0,,0,GLENCORE,,
609e82ed-45d1-4cd0-8c35-87de9ca9f068,Meta,6800,0,35.0,,0,META,,
609e82ed-45d1-4cd0-8c35-87de9ca9f068,Baidu,7400,0,54.0,,0,BAIDU,,
609e82ed-45d1-4cd0-8c35-87de9ca9f068,BABA,2300,0,25.0,,0,BABA,,
609e82ed-45d1-4cd0-8c35-87de9ca9f068,AMZN,14700,0,140.0,,0,AMZN,,
609e82ed-45d1-4cd0-8c35-87de9ca9f068,ID sud,6000,0,151.0,,0,ID SUD,,
609e82ed-45d1-4cd0-8c35-87de9ca9f068,AIRP,17600,0,110.0,,319,AIRP,,
609e82ed-45d1-4cd0-8c35-87de9ca9f068,TTEF,10600,0,190.0,,264,TTEF,,
609e82ed-45d1-4cd0-8c35-87de9ca9f068,Axa,9700,0,360.0,,554,AXA,,
609e82ed-45d1-4cd0-8c35-87de9ca9f068,Rubis,1250,0,50.0,,93,RUBIS,,
609e82ed-45d1-4cd0-8c35-87de9ca9f068,STMPA,2660,0,70.0,,4,STMPA,,
609e82ed-45d1-4cd0-8c35-87de9ca9f068,Coca,180,0,3.0,,"4,8",COCA,,
609e82ed-45d1-4cd0-8c35-87de9ca9f068,Zoom,240,0,4.0,,0,ZOOM,,
609e82ed-45d1-4cd0-8c35-87de9ca9f068,Valbiotis,1500,0,400.0,,0,VALBIOTIS,,
609e82ed-45d1-4cd0-8c35-87de9ca9f068,Adocia,118,0,40.0,,0,ADOCIA,,
609e82ed-45d1-4cd0-8c35-87de9ca9f068,Metabolic,885,0,750.0,,0,METABOLIC,,
b4110098-9525-4e0c-8483-f4fad4e2fdb2,Renault,902,,33.0,,10€,RENAULT,,
45512631-4fa8-4b3a-a684-3c0b6e4c17ba,Persigny Conseil,0,100,200.0,Le capital social de la société Persigny Conseil est de 2000€ Cette société à été créée en février 2024. Elle n'a pas 1 an d'activité.,0,PERSIGNY CONSEIL,,
45512631-4fa8-4b3a-a684-3c0b6e4c17ba,LVI Avocats associés,30000,16,3000.0,"
        [Données non publiées]
    je n'exerce plus la profession d'avocat au travers de cette structure puisque j'exerce au travers de Persigny Conseil. 
        [Données non publiées]
    ",0,LVI AVOCATS ASSOCIES,,
45512631-4fa8-4b3a-a684-3c0b6e4c17ba,Terrain service,50020,5,61.0,dividendes,3000,TERRAIN SERVICE,,
dc8e10f7-4509-40e9-be53-1b113e0a3010,PMA Patrimoine,1173,0,1.0,"
        [Données non publiées]
    ",0,PMA PATRIMOINE,,
dc8e10f7-4509-40e9-be53-1b113e0a3010,BPMED,16192,1,1012.0,"part sociale BPMED Guy Armanet
        [Données non publiées]
    ","192,58",BPMED,,
dc8e10f7-4509-40e9-be53-1b113e0a3010,BPMED,10128,1,633.0,"
        [Données non publiées]
    ",192.38,BPMED,,
d921e03e-a6da-43e5-b2d9-60be41a9a20b,Nokia,9700,,2303.0,Actions,0,NOKIA,,
d921e03e-a6da-43e5-b2d9-60be41a9a20b,Safran,14700,,178.0,,0,SAFRAN,,
d921e03e-a6da-43e5-b2d9-60be41a9a20b,Thales,53700,,790.0,,0,THALES,,
4cccac84-1587-436a-9a1c-340d71ff693a,GS RESEAUX,45,45,45.0,,0,GS RESEAUX,,
11e7ce13-3196-4aa3-8d6f-34023b11bda0,IB2 SAS,1155640,1,3236.0,"
        [Données non publiées]
    ",0,IB2,,
11e7ce13-3196-4aa3-8d6f-34023b11bda0,Enodo Games SAS,16009,2,2000.0,"
        [Données non publiées]
    ",0,ENODO GAMES,,
11e7ce13-3196-4aa3-8d6f-34023b11bda0,ALP SAS,213075,5,2106.0,"
        [Données non publiées]
    .",20007,ALP,,
11e7ce13-3196-4aa3-8d6f-34023b11bda0,SIGFOX SA,35532,0,700.0,"
        [Données non publiées]
    ",0,SIGFOX,,
11e7ce13-3196-4aa3-8d6f-34023b11bda0,CAL-I SAS,1236,100,40000.0,"
        [Données non publiées]
    ",0,CAL I,,
7132ccd7-6b64-4fc8-99a3-c7168ac583b2,Crédit Agricole SA,685,,54.0,,0,CREDIT AGRICOLE,,
7132ccd7-6b64-4fc8-99a3-c7168ac583b2,FDJ,2996,,102.0,,0,FDJ,,
7132ccd7-6b64-4fc8-99a3-c7168ac583b2,Amundi strat euro,9321,,47.0,,0,AMUNDI STRAT EURO,,
1217b4c1-1e3c-4d53-a3e0-9704ecddcc3e,ETAMEDIA,13000,1,1.0,,0,ETAMEDIA,,
ea8b1933-b8c1-47e8-87c0-5b951d63eff1,Caisse d'épargne,106,,5.0,,"1,35",CAISSE D EPARGNE,,
cc0ac653-dac8-44d0-a8c1-2d55187c0a04,La Coopérative Tiers-Lieux,1200,,24.0,,parts sociales de scic non rémunérées,LA COOPERATIVE TIERS LIEUX,,
cc0ac653-dac8-44d0-a8c1-2d55187c0a04,Coop'Alpha,2400,,48.0,,parts sociales de Scop SA non rémunérées,COOP ALPHA,,
d04c1acb-035a-4d4f-a1e2-13d8f43b8403,CITIZ Société d'Auto partage,1000,,1.0,,0,CITIZ SOCIETE D AUTO PARTAGE,,
2497a97a-1b5c-4d51-aab7-f8f65900d7cd,BPCE,50,0,1.0,,2€ en 2023,BPCE,,
7ecc2c91-38c6-4347-887f-2d1f321d5459,SD CONSULTING,1200,0,1.0,,0,SD CONSULTING,,
a216ad77-d38a-4e28-b1af-8cba955ecee1,SCM ALBS,1650,27,50.0,société civile de moyens professionelle,0,SCM ALBS,,
afe64dc9-b7be-4907-8fbe-8d1d4baf1918,Saint Gobain,4189,,124.0,,115 € annuel,SAINT GOBAIN,,
afe64dc9-b7be-4907-8fbe-8d1d4baf1918,Vivendi,15846,,657.0,actions,229 € annuel,VIVENDI,,
afe64dc9-b7be-4907-8fbe-8d1d4baf1918,Orange,5325,,487.0,,102 € annuel,ORANGE,,
afe64dc9-b7be-4907-8fbe-8d1d4baf1918,Aximo Pierre SCPI,82636,,447.0,,3535 € annuel,AXIMO PIERRE SCPI,,
0dc392bc-8aa7-48d3-9780-50cd8786f6dc,EARL des Galets,310312,78,19689.0,Les revenus liés au Bénéfice Agricole de l'EARL sont déclarés dans la rubrique activités professionnelles,0,EARL DES GALETS,,
0dc392bc-8aa7-48d3-9780-50cd8786f6dc,SCEA Bertoroma,3887,51,255.0,Les revenus liés aux bénéfices agricoles de la SCEA on fait l'objet d'une déclaration dans la rubrique Activités professionnelles,0,SCEA BERTOROMA,,
18ade02a-2ce9-4223-9d40-8736ac6069b0,natixis,107,,26.0,,"6,74€",NATIXIS,,
a0d3dc74-ae6a-4ec0-b937-880eed24fd9c,SARL LAVAGE AUTO CONFOLENS,3900,52,52.0,,0,SARL LAVAGE AUTO CONFOLENS,,
0ab56911-c379-4f57-b060-f1e80b8233ea,SEML DU PLATEAU,100,1,1.0,Pas de rémunération perçue réellement les 100€ représentent une action me permettant de présider la structure mais les dividendes restent à la SEML.,100€ annuels (voir commentaire),SEML DU PLATEAU,,
7a912e00-8c4b-465e-a68e-4e280b54354c,ALBIOMA,1115,0,30.0,Capital détenu inconnuOuverture PEA : 6 Janvier 2021,0,ALBIOMA,,
7a912e00-8c4b-465e-a68e-4e280b54354c,GENERIX GROUP,958,0,100.0,Capital détenu inconnuOuverture PEA : 6 Janvier 2021,0,GENERIX GROUP,,
7a912e00-8c4b-465e-a68e-4e280b54354c,RENAULT,301,0,10.0,Capital détenu inconnuOuverture PEA : 6 Janvier 2021,0,RENAULT,,
7a912e00-8c4b-465e-a68e-4e280b54354c,SANOFI,351,0,4.0,Capital détenu inconnuOuverture PEA : 6 Janvier 2021,0,SANOFI,,
7a912e00-8c4b-465e-a68e-4e280b54354c,SCHNEIDER ELECTRIC,923,0,6.0,Capital détenu inconnuOuverture PEA : 6 Janvier 2021,0,SCHNEIDER ELECTRIC,,
7a912e00-8c4b-465e-a68e-4e280b54354c,SOMFY,990,0,6.0,Capital détenu inconnuOuverture PEA : 6 Janvier 2021,0,SOMFY,,
7a912e00-8c4b-465e-a68e-4e280b54354c,SCG IMPORT,60000,47,47.0,Origine de propriété : Succession,0,SCG IMPORT,,
16ca6ba6-d37b-44a9-8d6c-6cbaa50df793,LES MUSICIENS,1,50,1000.0,"La valeur vénale de mes parts est nulle, le passif étant manifestement supérieur à l'actif de la société.",0,LES MUSICIENS,,
d6687ffe-1fd0-4644-8e7e-1a3c0dcf174a,SNC CHORAIN Frères,225000,50,4345.0,Revenus Fonciers 2020: 39764 Euros,39764,SNC CHORAIN FRERES,,
200c865e-2be1-4ce7-ac08-c5203e343234,LSPG Travel,3750,37,375.0,,0,LSPG TRAVEL,,
200c865e-2be1-4ce7-ac08-c5203e343234,CIS-CAP,20,,1.0,,0,CIS CAP,,
200c865e-2be1-4ce7-ac08-c5203e343234,Alpes Habitat,15,0,1.0,,0,ALPES HABITAT,,
1181553e-cfb8-498a-b473-731c4a91742b,EURL INTERSERVICES EUROCIBLES,120000,100,100.0,"
        [Données non publiées]
    ",0,EURL INTERSERVICES EUROCIBLES,,
90608096-8430-4a4e-880b-9374973700ca,EARL BARTHES,2918,50,1975.0,,0,EARL BARTHES,,
679ff830-005a-407b-b522-f5dbc5e61f55,SARL des oliviers,180000,,100.0,,0,SARL DES OLIVIERS,,
62508674-7a4f-41f7-8a84-d8a0b009040b,Holding Euro-sys,339585,48,3396.0,,0,HOLDING EURO SYS,,
24ee1144-81cc-4b4a-b32c-eb0f7b6561c2,Energie Partagée Investissement,1000,,10.0,,0,ENERGIE PARTAGEE INVESTISSEMENT,,
24ee1144-81cc-4b4a-b32c-eb0f7b6561c2,CMB - Arkéa,509,,509.0,Parts sociales détenues sur un PEA,37€,CMB ARKEA,,
1c914a66-d34c-4097-9e5c-69dd361338ea,SARL Editions Mordicus,1112,73,1112.0,Valeur des parts = 1 €,0,SARL EDITIONS MORDICUS,,
1c914a66-d34c-4097-9e5c-69dd361338ea,Les Piliers du Sud SA,1000,0,4.0,250 € l'action. 4 actions détenues,0,LES PILIERS DU SUD,,
1c914a66-d34c-4097-9e5c-69dd361338ea,ROCPLAST,483,33,33.0,,0,ROCPLAST,,
cf490176-85ae-491c-985b-58351ce204ee,SARL OPTIQUE LUNETTERIE DEPALLENS,0,100,500.0,,8725,SARL OPTIQUE LUNETTERIE DEPALLENS,,
18500a14-4cfe-4ef6-bbb0-8af1299f2333,Fumaison Occitane,5000,,10.0,,0,FUMAISON OCCITANE,,
18500a14-4cfe-4ef6-bbb0-8af1299f2333,Renault,235,,5.0,,7.36,RENAULT,,
18500a14-4cfe-4ef6-bbb0-8af1299f2333,ENGIE,123,,8.0,,0,ENGIE,,
18500a14-4cfe-4ef6-bbb0-8af1299f2333,AMUNDI EUROPE MONDE (D) FCP 3D,1008,,18.0,,0,AMUNDI EUROPE MONDE D FCP 3D,,
18500a14-4cfe-4ef6-bbb0-8af1299f2333,ATOUT VERT HORIZON 3DEC,984,,42.0,,0,ATOUT VERT HORIZON 3DEC,,
18500a14-4cfe-4ef6-bbb0-8af1299f2333,Parts Sociétaires Crédit Agricole Engagement,20,,20.0,,0.72,PARTS SOCIETAIRES CREDIT AGRICOLE ENGAGEMENT,,
18500a14-4cfe-4ef6-bbb0-8af1299f2333,Parts Sociétaires Crédit Agricole Volontaire,158,,158.0,,0.39,PARTS SOCIETAIRES CREDIT AGRICOLE VOLONTAIRE,,
a7988228-44a5-4dcf-a230-63de1881936d,Natixis,471,,198.0,,154 (2019),NATIXIS,,
0c90c76a-8540-4e2f-8ff2-ab6307a0f3b8,SCPI Epagne Pierre,30258,,184.0,,1801 € en 2023,SCPI EPAGNE PIERRE,,
0c90c76a-8540-4e2f-8ff2-ab6307a0f3b8,SCPI Epargne Foncière,17367,,21.0,,771 € en 2023,SCPI EPARGNE FONCIERE,,
0c90c76a-8540-4e2f-8ff2-ab6307a0f3b8,SCPI Primovie,30480,,165.0,,1354 € en 2023,SCPI PRIMOVIE,,
0c90c76a-8540-4e2f-8ff2-ab6307a0f3b8,SCP NUKU,6413,16,50.0,,0 € en 2023,SCP NUKU,,
0c90c76a-8540-4e2f-8ff2-ab6307a0f3b8,HAMK,96370,50,50.0,,0 € en 2023,HAMK,,
0c90c76a-8540-4e2f-8ff2-ab6307a0f3b8,HAMK 2,79629,50,50.0,,0€ en 2023,HAMK 2,,
0c90c76a-8540-4e2f-8ff2-ab6307a0f3b8,HAMK 3,57241,50,50.0,,0 € en 2023,HAMK 3,,
0ec0d11f-b5af-44ae-8f56-d4d70fbb6137,Caisse d’Epargne,4320,,216.0,"
        [Données non publiées]
    ",40,CAISSE D EPARGNE,,
9e1d9370-3f71-4453-8a47-66241b009c00,EARL RIOU,4100,41,41.0,,14400 euros/an en qualité de co-gérant.,EARL RIOU,,
3e7c74a3-8c05-4b09-bf18-8cfc327193d8,Selafa Jean-Claude Coulon et associés,313502,11,1484.0,dividendes,0,SELAFA JEAN CLAUDE COULON ET ASSOCIES,,
40eff505-a6c0-414f-a854-c5e10913d337,SARL l'Onda,500,25,25.0,Déficit,00,SARL L ONDA,,
40eff505-a6c0-414f-a854-c5e10913d337,STRAT IN CONSULTANTS,16000,100,100.0,rémunération perçue en 2019,140000 € net,STRAT IN CONSULTANTS,,
40eff505-a6c0-414f-a854-c5e10913d337,PEA actions BRED,395,,38.0,,00,PEA ACTIONS BRED,,
40eff505-a6c0-414f-a854-c5e10913d337,PEA actions ORANGE,64,,6.0,,00,PEA ACTIONS ORANGE,,
40eff505-a6c0-414f-a854-c5e10913d337,PEA actions ENGIE,696,,74.0,,00,PEA ACTIONS ENGIE,,
b5093997-0cf0-44b7-875f-9891b8b0cd14,SC Mont d'arbois,2140,,18.0,"
        [Données non publiées]
    ",2140 euros,SC MONT D ARBOIS,,
f1b1c095-bad8-43df-a352-c9d6bce24157,Canopi,450000,100,100.0,"
        [Données non publiées]
    ",cf. revenus déclarés dans la partie activités de consultant.,CANOPI,,
2018b442-5f07-4d2a-975b-bf874814aa87,LE FURET A PLUMES SASU,5,100,5.0,,NEANT,LE FURET A PLUMES,,
5e8ce105-4039-4751-b425-e881e0bdd1be,PLENA,60,50,120.0,,0,PLENA,,
debde961-832c-4ad4-a9e6-de917fa6673d,BANQUE POPULAIRE,2100,0,0.0,part sociale à la banque populaire pour un montant de 2100 euros,0,BANQUE POPULAIRE,,
15082fc6-6298-4083-8394-a291a77427ae,Orange,1424,,150.0,,0,ORANGE,,
15082fc6-6298-4083-8394-a291a77427ae,Crédit Agricole,10249,,6833.0,,140.89,CREDIT AGRICOLE,,
8a10089d-4098-4567-9801-4ae214c4af27,SARL DE VAURE,160000,25,375.0,,14400,SARL DE VAURE,,
8a10089d-4098-4567-9801-4ae214c4af27,SARL FOGA,160000,40,5000.0,,8400,SARL FOGA,,
a0a6c927-bdf3-4e8e-87a0-a03472b32d00,SIG plc,3250,,5926.0,"Valorisation basée sur un prix de l'action à 0,47 GBP. Dividendes perçus en 2019",148 £,SIG,,
