uuid,nomSociete,evaluation,capitalDetenu,nombreParts,commentaire,remuneration,clean_name,GICS Sector,GICS Sub-Industry
7561340f-bcfe-49cb-984c-18233dd6d4c6,Energie Partagée Investissement,1000,,10.0,,0,ENERGIE PARTAGEE INVESTISSEMENT,,
7561340f-bcfe-49cb-984c-18233dd6d4c6,CMB - Arkéa,509,,509.0,Parts sociales détenues sur un PEA,37€,CMB ARKEA,,
ef4336a5-02d2-4ffe-9d7e-d024dc7c2079,Restaurant île de France,6400,25,64.0,création d'entreprise en 2022,0,RESTAURANT ILE DE FRANCE,,
64fa0d09-9af2-450b-b2e5-95168b9afa9c,PHYLUM,242379,25,1250.0,A noter que cette évaluation actuelle des parts est basée sur l'actif net comptable disponible pour l'année 2019 et sera révisée à la baisse en fonction des résultats de 2020.,"Pour la rémunération voir chapitre 2 ""Activité de consultant""",PHYLUM,,
64fa0d09-9af2-450b-b2e5-95168b9afa9c,OCCITALYS (OFS),10,0,1.0,Occitalys est un OFS : Office Foncier solidaire,0,OCCITALYS OFS,,
64fa0d09-9af2-450b-b2e5-95168b9afa9c,SCIC Haute Garonne,15,0,1.0,SCIC Haute Garonne : Société Coopérative d’intérêt Collectif d'habitation a loyer modéré de la Haute Garonne,0,SCIC HAUTE GARONNE,,
1969895d-ba65-4364-a34e-6a2aa9421a13,CPC & Associés,750000,50,5000.0,"pas de distribution de dividendes, seulement des rémunérations",356750 euros en 2019,CPC & ASSOCIES,,
1969895d-ba65-4364-a34e-6a2aa9421a13,A32J Holding,142802,100,1000.0,"- évaluation résultant d'un traité d'apport en date du 8 décembre 2014 réalisé par le commissaire aux apports - il s'agit d'une société holding patrimoniale détenant des participations minoritaires, ou égalitaire, dans d'autres sociétés commerciales",aucune - des dépréciations sur la valeurs des titres de participations seront effectuées en 2020 en raison de la diminution de valeur de certains titres,A32J HOLDING,,
1969895d-ba65-4364-a34e-6a2aa9421a13,I.distiling & Co SAS,25000,1,156.0,"Investissement dans un projet de création d'une marque française de Gin Français (basé à Cognac) 
        [Données non publiées]
    ",aucune,I DISTILING & CO,,
0ba18818-6f0a-450c-817d-0a91270879d3,Real Immo,360000,,45.0,,14286,REAL IMMO,,
0ba18818-6f0a-450c-817d-0a91270879d3,DEINOVE,10,,380.0,"Détention via un compte d investissement numéro 
        [Données non publiées]
    ouvert au Pays-Bas.",Pas de dividendes perçus.,DEINOVE,,
c494537e-12eb-4388-a35c-90ea102af31b,Avenir Telecom,3597,,32699.0,,0,AVENIR TELECOM,,
c494537e-12eb-4388-a35c-90ea102af31b,Coopérative laitière de Saint Bonnet de Salers,1500,,750.0,,0,COOPERATIVE LAITIERE DE SAINT BONNET DE SALERS,,
c494537e-12eb-4388-a35c-90ea102af31b,Totalenergie,25410,,700.0,,0,TOTALENERGIE,,
1ca6f684-61e3-4393-933a-30522e81e7bf,SARL SIMONET Père et Fils,210000,50,0.0,"
        [Données non publiées]
    ",aucune,SARL SIMONET PERE ET FILS,,
bedba8e1-ffe7-405a-99cc-c0a223321b9c,CRCA,177,,4.0,"
        [Données non publiées]
    ",0,CRCA,,
667455cd-fe39-43df-9905-5d4128c0de23,Veolia Environnement,31407,,1170.0,"
        [Données non publiées]
    ",1638 €,VEOLIA ENVIRONNEMENT,,
667455cd-fe39-43df-9905-5d4128c0de23,Thalès,26537,0,170.0,"
        [Données non publiées]
    ",629€,THALES,,
8072f0dd-c524-48a3-8be6-8f86116d2a71,STEP,680,1,85.0,,0,STEP,,
a1160170-c8c1-4a84-b1af-f210db034668,Sarl le Pylone,400029,16,67.0,,Pas de rémunération. Dividendes 2022 perçus en 2023 = 166 667 €,SARL LE PYLONE,,
a1160170-c8c1-4a84-b1af-f210db034668,Sarl Le Piccolo,194994,50,1800.0,"
        [Données non publiées]
    ",BIC 2017 = + 626 € BIC 2018 = - 3 175 € BIC 2019 = - 2 000 € BIC 2020 = +7 491 € BIC 2021 = - 864 € BIC 2022 = + 1 320 € BIC 2023 = - 2 358 €,SARL LE PICCOLO,,
070ad703-2cfc-4d29-8ccd-35a2d258f8bb,L'OREAL,31567,,84.0,PEA,PEA,L OREAL,,
070ad703-2cfc-4d29-8ccd-35a2d258f8bb,AXA,769,,36.0,PEA,PEA,AXA,,
070ad703-2cfc-4d29-8ccd-35a2d258f8bb,TOTAL,5036,,132.0,PEA,PEA,TOTAL,,
070ad703-2cfc-4d29-8ccd-35a2d258f8bb,LVMH,62823,,95.0,PEA,PEA,LVMH,,
070ad703-2cfc-4d29-8ccd-35a2d258f8bb,THALES,6022,,70.0,PEA,PEA,THALES,,
070ad703-2cfc-4d29-8ccd-35a2d258f8bb,ALSTOM,85,,2.0,PEA,PEA,ALSTOM,,
070ad703-2cfc-4d29-8ccd-35a2d258f8bb,APERAM,216,,5.0,PEA,PEA,APERAM,,
070ad703-2cfc-4d29-8ccd-35a2d258f8bb,ARCELORMITTAL,930,,36.0,PEA,PEA,ARCELORMITTAL,,
070ad703-2cfc-4d29-8ccd-35a2d258f8bb,NOKIA,306,,68.0,,PEA,NOKIA,,
070ad703-2cfc-4d29-8ccd-35a2d258f8bb,PERNOD RICARD,11980,,64.0,,PEA,PERNOD RICARD,,
070ad703-2cfc-4d29-8ccd-35a2d258f8bb,L'OREAL,11274,,30.0,,PORTE FEUILLE D'ACTIONS,L OREAL,,
070ad703-2cfc-4d29-8ccd-35a2d258f8bb,AXA,2138,,100.0,,PORTE FEUILLE D'ACTIONS,AXA,,
070ad703-2cfc-4d29-8ccd-35a2d258f8bb,VINCI,8999,,100.0,,PORTE FEUILLE D'ACTIONS,VINCI,,
383bb4b4-ba64-411a-91a4-9ae327e92661,sas clinique Delay,1064400,10,2661.0,,0,SAS CLINIQUE DELAY,,
922887ea-301f-44e5-963b-72dfee37067d,Agence 4102,400,100,100.0,,"3400€ de salaire en 2020 et 7317,22€ en 2019",AGENCE 4102,,
ab78132d-e972-4242-9bb5-47665fae870a,SYNAPSE FINANCES,790,79,100.0,,0,SYNAPSE FINANCES,,
d785870c-1680-4891-b90f-d841576e3c95,Terre de Liens,2288,,22.0,,Pas de rémunération connue,TERRE DE LIENS,,
d785870c-1680-4891-b90f-d841576e3c95,La Nef,300,,10.0,7 parts A à 30€ ; 3 parts B,La rémunération ou non des parts sociales se décide chaque année lors de l Assemblée Générale des sociétaires si le résultat de l exercice le permet (source : la nef),LA NEF,,
d785870c-1680-4891-b90f-d841576e3c95,Team for the planet,100,,100.0,,Dividende climat (source : TFTP),TEAM FOR THE PLANET,,
d785870c-1680-4891-b90f-d841576e3c95,Sailcoop,500,,50.0,,Non connue,SAILCOOP,,
360b47c2-ff38-4c0e-98f2-7e36abd9a403,aeroports de Paris,729,,6.0,,18,AEROPORTS DE PARIS,,
360b47c2-ff38-4c0e-98f2-7e36abd9a403,engie,756,,52.0,,72,ENGIE,,
360b47c2-ff38-4c0e-98f2-7e36abd9a403,Euroapi,3,0,1.0,,0,EUROAPI,,
360b47c2-ff38-4c0e-98f2-7e36abd9a403,Kering,2845,,10.0,,140,KERING,,
360b47c2-ff38-4c0e-98f2-7e36abd9a403,L'Oreal,29247,,73.0,,438,L OREAL,,
360b47c2-ff38-4c0e-98f2-7e36abd9a403,Puma,459,,10.0,,6,PUMA,,
360b47c2-ff38-4c0e-98f2-7e36abd9a403,Quadient,1321,,72.0,,43,QUADIENT,,
360b47c2-ff38-4c0e-98f2-7e36abd9a403,Sanofi,2859,,30.0,,106,SANOFI,,
360b47c2-ff38-4c0e-98f2-7e36abd9a403,SLE Brest Leon,16520,,826.0,,346,SLE BREST LEON,,
360b47c2-ff38-4c0e-98f2-7e36abd9a403,total energies SE,8684,0,139.0,,394,TOTAL ENERGIES,,
360b47c2-ff38-4c0e-98f2-7e36abd9a403,worldline,567,,54.0,,0,WORLDLINE,,
360b47c2-ff38-4c0e-98f2-7e36abd9a403,mirova actions euro d fcp,5876,0,72.0,,0,MIROVA ACTIONS EURO D FCP,,
2f6317d4-e6a0-4d10-9a84-c5eee6ba3d59,cerp rhin rhone mediterranee,34038,,1830.0,pour l'année 2016 pour l'année 2019,443 / 363,CERP RHIN RHONE MEDITERRANEE,,
2f6317d4-e6a0-4d10-9a84-c5eee6ba3d59,Amundi val duraP3D,4664,,20.0,pas connue à ce jour,0,AMUNDI VAL DURAP3D,,
2f6317d4-e6a0-4d10-9a84-c5eee6ba3d59,Renaissance eur.si,4675,,25.0,non connue à ce jour,0,RENAISSANCE EUR SI,,
2f6317d4-e6a0-4d10-9a84-c5eee6ba3d59,oddo bhf ave.cr 3d,4462,,7.0,non connue à ce jour,0,ODDO BHF AVE CR 3D,,
0257d6d9-15be-4ab5-9829-50eb4fe942ee,SCI,155000,50,1000.0,,0,SCI,,
0257d6d9-15be-4ab5-9829-50eb4fe942ee,ITEVA SARL,10000,10,1000.0,,0,ITEVA,,
dfcdf8e0-0cc6-49c4-8146-343b2ae108a3,Painting Fights,51000,5,51000.0,"l'évaluation de la participation correspond ici à l'investissement initial
        [Données non publiées]
    ",5085,PAINTING FIGHTS,,
d13d8dfe-ced0-4d32-a4bb-3f2f7f3e9c1c,SARL LE BELVEDERE,25000,50,500.0,,NEANT,SARL LE BELVEDERE,,
5049b5fb-d7ed-461f-b239-eabec4a4491e,Crédit Mutuel,41594,,41594.0,,424€ en juin 2024 98€ en juin 2023,CREDIT MUTUEL,,
5049b5fb-d7ed-461f-b239-eabec4a4491e,Foncière Terre de liens,40000,,1.0,,0,FONCIERE TERRE DE LIENS,,
f85dbbf4-93cc-4a21-913f-dfe651c15660,0,0,0,0.0,,0,0,,
150d6651-5813-4134-9990-8b691b5cf5e1,Restaurant île de France,6400,25,64.0,création d'entreprise en 2022,0,RESTAURANT ILE DE FRANCE,,
426a1f1f-12e3-461c-b0d5-712487f2574d,LKJ AVOCATS,14000,33,1400.0,"J'étais associé-gérant au sein de cette société. Ma rémunération (de 11080 euros, déclarée plus haut dans la rubrique ""activités professionnelles"") s'est faite en qualité de gérant. Comme associé, je n'ai rien perçu durant ces 9 mois d'activité.",0,LKJ AVOCATS,,
ae6e7695-dd57-4c9b-b6ca-7847d5992130,C2Strategies,124435,100,100.0,"
        [Données non publiées]
    ",35000,C2STRATEGIES,,
ae6e7695-dd57-4c9b-b6ca-7847d5992130,FI Tilgreen 1,4000,,400.0,,0,FI TILGREEN 1,,
ae6e7695-dd57-4c9b-b6ca-7847d5992130,FI For your video 1,4000,,4000.0,,0,FI FOR YOUR VIDEO 1,,
ae6e7695-dd57-4c9b-b6ca-7847d5992130,FI Nateo santé 1,4000,,4000.0,,0,FI NATEO SANTE 1,,
ae6e7695-dd57-4c9b-b6ca-7847d5992130,FI Geps techno 1,4000,,4000.0,,0,FI GEPS TECHNO 1,,
ae6e7695-dd57-4c9b-b6ca-7847d5992130,Squadrone system,3057,,55.0,,0,SQUADRONE SYSTEM,,
ae6e7695-dd57-4c9b-b6ca-7847d5992130,WICAP Neoline développement,4000,,40.0,,0,WICAP NEOLINE DEVELOPPEMENT,,
ae6e7695-dd57-4c9b-b6ca-7847d5992130,FI 42 factory 2 / Atmotrack,4000,,4000.0,,0,FI 42 FACTORY 2 ATMOTRACK,,
ae6e7695-dd57-4c9b-b6ca-7847d5992130,Alstom,3454,,60.0,,0,ALSTOM,,
ae6e7695-dd57-4c9b-b6ca-7847d5992130,Aramis group,2358,,450.0,,0,ARAMIS GROUP,,
ae6e7695-dd57-4c9b-b6ca-7847d5992130,ATOS,563,,810.0,,0,ATOS,,
ae6e7695-dd57-4c9b-b6ca-7847d5992130,Bigben interactiv,1561,,300.0,,0,BIGBEN INTERACTIV,,
ae6e7695-dd57-4c9b-b6ca-7847d5992130,Clariane,175,,100.0,,0,CLARIANE,,
ae6e7695-dd57-4c9b-b6ca-7847d5992130,ECOMIAM,2112,,400.0,,0,ECOMIAM,,
ae6e7695-dd57-4c9b-b6ca-7847d5992130,Eurofins,5274,,50.0,,0,EUROFINS,,
ae6e7695-dd57-4c9b-b6ca-7847d5992130,Genfit,2984,,600.0,,0,GENFIT,,
ae6e7695-dd57-4c9b-b6ca-7847d5992130,HDF,618,,100.0,,0,HDF,,
ae6e7695-dd57-4c9b-b6ca-7847d5992130,Hydrogen refueling,578,,120.0,,0,HYDROGEN REFUELING,,
ae6e7695-dd57-4c9b-b6ca-7847d5992130,Largo,372,,200.0,,0,LARGO,,
ae6e7695-dd57-4c9b-b6ca-7847d5992130,McPhy Energy,1025,,100.0,,0,MCPHY ENERGY,,
ae6e7695-dd57-4c9b-b6ca-7847d5992130,Nacon,62,,60.0,,0,NACON,,
ae6e7695-dd57-4c9b-b6ca-7847d5992130,Neoen,5152,,133.0,,0,NEOEN,,
ae6e7695-dd57-4c9b-b6ca-7847d5992130,Realités,2632,,10.0,,0,REALITES,,
ae6e7695-dd57-4c9b-b6ca-7847d5992130,Sanofi,4704,,30.0,,0,SANOFI,,
ae6e7695-dd57-4c9b-b6ca-7847d5992130,Sartorius,1787,,10.0,,0,SARTORIUS,,
ae6e7695-dd57-4c9b-b6ca-7847d5992130,Société générale,1309,,60.0,,0,SOCIETE GENERALE,,
ae6e7695-dd57-4c9b-b6ca-7847d5992130,Soitec,1347,,13.0,,0,SOITEC,,
ae6e7695-dd57-4c9b-b6ca-7847d5992130,Spineguard,704,,3000.0,,0,SPINEGUARD,,
ae6e7695-dd57-4c9b-b6ca-7847d5992130,Sword group,2124,,70.0,,0,SWORD GROUP,,
ae6e7695-dd57-4c9b-b6ca-7847d5992130,Trigano,2000,,20.0,,0,TRIGANO,,
ae6e7695-dd57-4c9b-b6ca-7847d5992130,Ubisoft,2944,,200.0,,0,UBISOFT,,
ae6e7695-dd57-4c9b-b6ca-7847d5992130,Valneva,3542,,1150.0,,0,VALNEVA,,
ae6e7695-dd57-4c9b-b6ca-7847d5992130,Voyageurs du monde,2864,,20.0,,0,VOYAGEURS DU MONDE,,
ae6e7695-dd57-4c9b-b6ca-7847d5992130,Wordline,1700,,50.0,,0,WORDLINE,,
df80dcf0-bfca-4969-8e4e-b74d916c0343,Renault,5338,,148.0,,37,RENAULT,,
df80dcf0-bfca-4969-8e4e-b74d916c0343,ERAMET,37200,,465.0,,1628,ERAMET,,
df80dcf0-bfca-4969-8e4e-b74d916c0343,Innate Pharma,14136,,7590.0,,0,INNATE PHARMA,,
26c8e237-5fdc-4e88-9b6c-445c985068c8,Caisse d'Epargne,50400,,2520.0,"
        [Données non publiées]
    ",1040 €,CAISSE D EPARGNE,,
49be23ee-69bd-4dfe-8b2e-5178c71dc89e,Sarl HFAG,5000,0,1.0,Pourcentage de participation dans le capital social = 0.0019 %,0,SARL HFAG,,
49be23ee-69bd-4dfe-8b2e-5178c71dc89e,Sa SIB,500,0,1.0,Pourcentage de participation dans le capital social = 0.000002 %,0,SA SIB,,
49be23ee-69bd-4dfe-8b2e-5178c71dc89e,SCP LE NUE-LEROY-PLAGNE,20,,1.0,,0,SCP LE NUE LEROY PLAGNE,,
8e704e47-60d2-489e-bf7c-61a143255324,Sans,0,0,0.0,,0,SANS,,
327533d5-ddfe-48a8-bdcb-54bcf322e503,DBV Technc,38,,40.0,,- 93,DBV TECHNC,,
327533d5-ddfe-48a8-bdcb-54bcf322e503,HAULOTTE,60,,20.0,,-43,HAULOTTE,,
327533d5-ddfe-48a8-bdcb-54bcf322e503,La FRANCAISE DES JEUX,324,0,10.0,,2 43,LA FRANCAISE DES JEUX,,
327533d5-ddfe-48a8-bdcb-54bcf322e503,RENAULT,729,,15.0,,25,RENAULT,,
327533d5-ddfe-48a8-bdcb-54bcf322e503,STELLANTIS,646,0,34.0,,70,STELLANTIS,,
8ed70ac7-6941-4472-8db9-6db77ff43eda,ALTERNATIVES ECONOMIQUES,8800,0,440.0,Part détenu dans le cadre du statut SCOP qui permet aux salariés d'être associés de l'entreprise.,"Entreprise déficitaire, aucune participation.",ALTERNATIVES ECONOMIQUES,,
0557c24f-62af-420d-9aa2-562593798d78,ARC MANAGEMENT,10357274,16,234808.0,,2021 : 56 354 16 CALCUL : 234 808 X 0 24 = 56 353 92 (MONTANT BRUT) MONTANT NET AVEC OPTION PRELEVEMENT LIBERATOIRE DE 30 % : 56 353 92 X 0 7 = 39 447 74,ARC MANAGEMENT,,
0557c24f-62af-420d-9aa2-562593798d78,Caisse d'épargne,300,,0.0,"
        [Données non publiées]
     Il s'agit d'un contrat comme sociétaire de la caisse d'épargne. Solde : 300 euros en date du 17/07/2024",0,CAISSE D EPARGNE,,
cc7462f6-45c8-4681-8155-6a3f2d5c0c18,SAS MONT-DUROU,74500,54,1355.0,,61 euros,SAS MONT DUROU,,
7688bfd8-8a8a-4951-aa21-93f2bca37bf5,SARL AVEMA,115384,11,112.0,,6157,SARL AVEMA,,
365a74fb-0afc-4ed1-ba7e-eeb4a44c1496,Crédit Agricole,219,,144.0,"
        [Données non publiées]
    ",1.52 €,CREDIT AGRICOLE,,
8bb1a02e-1e20-4f6b-96f4-16d5d60912a8,MARET,380,5,38.0,"
        [Données non publiées]
    ",0,MARET,,
5b03c6ea-7817-4802-aed2-b97932fc23e3,WENDEL PARTICIPATIONS SE,2797028,0,7744.0,Rémunération = dividende 2023 versé au titre de la participation détenue en 2023 à savoir 4 actions détenues en pleine propriété et 3 868 actions détenues en usufruit. Il a été recueilli par voie de donation en 2024 l'usufruit de 3 872 actions.,145587€,WENDEL PARTICIPATIONS,,
5b03c6ea-7817-4802-aed2-b97932fc23e3,AIR LIQUIDE,5759,0,36.0,Rémunération = dividendes Détention dans le cadre d'un PEA,97.35 €,AIR LIQUIDE,,
5b03c6ea-7817-4802-aed2-b97932fc23e3,ESSILOR LUXOTTICA,7864,0,34.0,Rémunération = dividendes Participation détenue dans le cadre d'un PEA,110,ESSILOR LUXOTTICA,,
5b03c6ea-7817-4802-aed2-b97932fc23e3,HERMES INTERNATIONAL,4514,,2.0,Rémunération = dividendes Participation détenue dans le cadre d'un PEA,26 €,HERMES INTERNATIONAL,,
5b03c6ea-7817-4802-aed2-b97932fc23e3,L'OREAL,6488,0,19.0,Rémunération = dividendes Participation détenue dans le cadre d'un PEA,114 €,L OREAL,,
5b03c6ea-7817-4802-aed2-b97932fc23e3,LEGRAND,7182,0,74.0,Rémunération = dividende Participation détenue dans le cadre d'un PEA,140.60 €,LEGRAND,,
5b03c6ea-7817-4802-aed2-b97932fc23e3,PERNOD-RICARD,3358,0,30.0,Rémunération = dividende Participation détenue dans le cadre d'un PEA,141 €,PERNOD RICARD,,
5b03c6ea-7817-4802-aed2-b97932fc23e3,SAINT GOBAIN,7616,0,85.0,Rémunération = dividende Participation détenue dans le cadre d'un PEA,170 €,SAINT GOBAIN,,
5b03c6ea-7817-4802-aed2-b97932fc23e3,SCHNEIDER ELECTRIC SE,10901,0,44.0,Rémunération = dividende Participation détenue dans le cadre d'un PEA,138.60 €,SCHNEIDER ELECTRIC,,
5b03c6ea-7817-4802-aed2-b97932fc23e3,KBC GROUPE SA,4608,0,65.0,Rémunération = dividende Participation détenue dans le cadre d'un PEA,182 €,KBC GROUPE,,
5b03c6ea-7817-4802-aed2-b97932fc23e3,BNPP IND.AMNORD CL. H FCP DEC,231,0,0.0,Participation détenue dans le cadre d'un PEA,0,BNPP IND AMNORD CL H FCP DEC,,
34ca0d17-543d-4c9c-a871-8bdb306a419d,ACA France,350000,69,20000.0,,0,ACA FRANCE,,
34ca0d17-543d-4c9c-a871-8bdb306a419d,Belle Isle investissements,515000,50,50.0,,0,BELLE ISLE INVESTISSEMENTS,,
26019b33-2e44-4ccd-ae15-faf6137ec182,C2Strategies,26400,100,100.0,"
        [Données non publiées]
    ",35000,C2STRATEGIES,,
26019b33-2e44-4ccd-ae15-faf6137ec182,FI Tilgreen 1,4000,,400.0,,0,FI TILGREEN 1,,
26019b33-2e44-4ccd-ae15-faf6137ec182,FI For your video 1,4000,,4000.0,,0,FI FOR YOUR VIDEO 1,,
26019b33-2e44-4ccd-ae15-faf6137ec182,FI Nateo santé 1,4000,,4000.0,,0,FI NATEO SANTE 1,,
26019b33-2e44-4ccd-ae15-faf6137ec182,FI Geps techno 1,4000,,4000.0,,0,FI GEPS TECHNO 1,,
26019b33-2e44-4ccd-ae15-faf6137ec182,Squadrone system,3057,,55.0,,0,SQUADRONE SYSTEM,,
26019b33-2e44-4ccd-ae15-faf6137ec182,WICAP Neoline développement,4000,,40.0,,0,WICAP NEOLINE DEVELOPPEMENT,,
26019b33-2e44-4ccd-ae15-faf6137ec182,FI 42 factory 2 / Atmotrack,4000,,4000.0,,0,FI 42 FACTORY 2 ATMOTRACK,,
26019b33-2e44-4ccd-ae15-faf6137ec182,Alstom,3454,,60.0,,0,ALSTOM,,
26019b33-2e44-4ccd-ae15-faf6137ec182,Aramis group,2358,,450.0,,0,ARAMIS GROUP,,
26019b33-2e44-4ccd-ae15-faf6137ec182,ATOS,563,,810.0,,0,ATOS,,
26019b33-2e44-4ccd-ae15-faf6137ec182,Bigben interactiv,1561,,300.0,,0,BIGBEN INTERACTIV,,
26019b33-2e44-4ccd-ae15-faf6137ec182,Clariane,175,,100.0,,0,CLARIANE,,
26019b33-2e44-4ccd-ae15-faf6137ec182,ECOMIAM,2112,,400.0,,0,ECOMIAM,,
26019b33-2e44-4ccd-ae15-faf6137ec182,Eurofins,5274,,50.0,,0,EUROFINS,,
26019b33-2e44-4ccd-ae15-faf6137ec182,Genfit,2984,,600.0,,0,GENFIT,,
26019b33-2e44-4ccd-ae15-faf6137ec182,HDF,618,,100.0,,0,HDF,,
26019b33-2e44-4ccd-ae15-faf6137ec182,Hydrogen refueling,578,,120.0,,0,HYDROGEN REFUELING,,
26019b33-2e44-4ccd-ae15-faf6137ec182,Largo,372,,200.0,,0,LARGO,,
26019b33-2e44-4ccd-ae15-faf6137ec182,McPhy Energy,1025,,100.0,,0,MCPHY ENERGY,,
26019b33-2e44-4ccd-ae15-faf6137ec182,Nacon,62,,60.0,,0,NACON,,
26019b33-2e44-4ccd-ae15-faf6137ec182,Neoen,5152,,133.0,,0,NEOEN,,
26019b33-2e44-4ccd-ae15-faf6137ec182,Realités,2632,,10.0,,0,REALITES,,
26019b33-2e44-4ccd-ae15-faf6137ec182,Sanofi,4704,,30.0,,0,SANOFI,,
26019b33-2e44-4ccd-ae15-faf6137ec182,Sartorius,1787,,10.0,,0,SARTORIUS,,
26019b33-2e44-4ccd-ae15-faf6137ec182,Société générale,1309,,60.0,,0,SOCIETE GENERALE,,
26019b33-2e44-4ccd-ae15-faf6137ec182,Soitec,1347,,13.0,,0,SOITEC,,
26019b33-2e44-4ccd-ae15-faf6137ec182,Spineguard,704,,3000.0,,0,SPINEGUARD,,
26019b33-2e44-4ccd-ae15-faf6137ec182,Sword group,2124,,70.0,,0,SWORD GROUP,,
26019b33-2e44-4ccd-ae15-faf6137ec182,Trigano,2000,,20.0,,0,TRIGANO,,
26019b33-2e44-4ccd-ae15-faf6137ec182,Ubisoft,2944,,200.0,,0,UBISOFT,,
26019b33-2e44-4ccd-ae15-faf6137ec182,Valneva,3542,,1150.0,,0,VALNEVA,,
26019b33-2e44-4ccd-ae15-faf6137ec182,Voyageurs du monde,2864,,20.0,,0,VOYAGEURS DU MONDE,,
26019b33-2e44-4ccd-ae15-faf6137ec182,Wordline,1700,,50.0,,0,WORDLINE,,
a2d40e67-cfa1-482d-8f86-74b580b3d065,SYBAJUX,1,0,0.0,,1,SYBAJUX,,
1917d357-0837-4e9c-a1f0-8c018ba4bea7,Bred,3553,3553,336.0,Ce sont des parts de sociétaire non citées en bourse.,44 euros,BRED,,
c6341ba0-754e-4880-a032-d717968e7fdc,Agence Mai 68,1000,100,1.0,Société par Actions Simplifiée SAS,0,AGENCE MAI 68,,
f979ac8d-e9f8-4306-a132-004e5fe3272b,AIR LIQUIDE,6588,,49.0,DETENUES DANS LE CADRE D'UN PEA Les dividendes ne sont pas prélevés et restent sur le compte PEA,0,AIR LIQUIDE,,
f979ac8d-e9f8-4306-a132-004e5fe3272b,NESTLE,31449,0,310.0,DETENUES DANS LE CADRE D'UN PEA Les dividendes ne sont pas prélevés et restent sur le compte PEA,0,NESTLE,,
f979ac8d-e9f8-4306-a132-004e5fe3272b,HERMES INTERNATIONAL,116980,,160.0,Parts détenues dans le cadre d'un PEA Les dividendes ne sont pas prélevés et restent sur le compte PEA,0,HERMES INTERNATIONAL,,
f979ac8d-e9f8-4306-a132-004e5fe3272b,LVMH MOET HENNESSY VUITTON,92046,0,230.0,Parts détenues dans le cadre d'un PEA Les dividendes ne sont pas prélevés et restent sur le compte PEA,0,LVMH MOET HENNESSY VUITTON,,
f979ac8d-e9f8-4306-a132-004e5fe3272b,PERNOD RICARD,9926,0,75.0,"Parts d""tenues dans le cadre d'un PEA Les dividendes ne sont pas prélevés et restent sur le compte PEA",0,PERNOD RICARD,,
f979ac8d-e9f8-4306-a132-004e5fe3272b,ROCHE HOLDING BJ,76470,0,250.0,Parts détenues dans le cadre d'un PEA Les dividendes ne sont pas prélevés et restent sur le compte PEA,0,ROCHE HOLDING BJ,,
f979ac8d-e9f8-4306-a132-004e5fe3272b,NEX CAP 2023 ISF,13500,0,18000.0,Parts détenues dans le cadre d'un PEA Les dividendes ne sont pas prélevés et restent sur le compte PEA,0,NEX CAP 2023 ISF,,
f979ac8d-e9f8-4306-a132-004e5fe3272b,ROBECO SUSTAIN GBL,66201,0,1394.0,Parts détenues dans le cadre d'un PEA Les dividendes ne sont pas prélevés et restent sur le compte PEA,0,ROBECO SUSTAIN GBL,,
f979ac8d-e9f8-4306-a132-004e5fe3272b,TRUFFLE INNOCROSS 2016,14490,0,200.0,Parts détenues dans le cadre d'un PEA Les dividendes ne sont pas prélevés et restent sur le compte PEA,0,TRUFFLE INNOCROSS 2016,,
f979ac8d-e9f8-4306-a132-004e5fe3272b,UNI HOCHE,5406,0,21631.0,Parts détenues dans le cadre d'un PEA Les dividendes ne sont pas prélevés et restent sur le compte PEA,0,UNI HOCHE,,
f979ac8d-e9f8-4306-a132-004e5fe3272b,AIR LIQUIDE,247950,,1781.0,Titres détenus nominativement,0,AIR LIQUIDE,,
f979ac8d-e9f8-4306-a132-004e5fe3272b,BANQUE PALATINE,573235,,0.0,"REVENUS 2020 des deux PEA 
        [Données non publiées]
    ","3885,99 €",BANQUE PALATINE,,
d79a1096-df49-411c-ab29-9b07a82451ac,Vestiaire Collective,74877,,162776.0,"
        [Données non publiées]
    ",Pas de rémunération,VESTIAIRE COLLECTIVE,,
d79a1096-df49-411c-ab29-9b07a82451ac,Felix Capital,135940,,1.0,"
        [Données non publiées]
    ",Pas de rémunération,FELIX CAPITAL,,
d79a1096-df49-411c-ab29-9b07a82451ac,AIR LIQUIDE,10567,,60.0,,173,AIR LIQUIDE,,
d79a1096-df49-411c-ab29-9b07a82451ac,BNP PARIBAS,11892,,190.0,,723,BNP PARIBAS,,
d79a1096-df49-411c-ab29-9b07a82451ac,BUREAU VERITAS,9720,,425.0,,244,BUREAU VERITAS,,
d79a1096-df49-411c-ab29-9b07a82451ac,DASSAULT SYSTEMES SE,12165,,275.0,,56,DASSAULT SYSTEMES,,
d79a1096-df49-411c-ab29-9b07a82451ac,DEUTSCHE BOERSE AG,13055,,70.0,,174,DEUTSCHE BOERSE,,
d79a1096-df49-411c-ab29-9b07a82451ac,ESSILORLUXOTTICA SA,8172,,45.0,,110,ESSILORLUXOTTICA,,
d79a1096-df49-411c-ab29-9b07a82451ac,HEINEKEN NV,9654,,105.0,,161,HEINEKEN,,
d79a1096-df49-411c-ab29-9b07a82451ac,HERMES INTERNATIONAL SA,7675,,4.0,,51,HERMES INTERNATIONAL,,
d79a1096-df49-411c-ab29-9b07a82451ac,KONE OYJ -B-,8580,,190.0,,203,KONE OYJ B,,
